J132515.07+022047.0 52342  527 400 0.10164 0.00002 16.56 141.1   7.2  -99.8 15.0  136.9   17.5 117.9  8.3 107.5    9.3   48.7   6.9    34.6   6.8  214.8  12.3  144.7  10.7 1
J132750.79+385258.3 53475 1977  79 0.11783 0.00003 16.59 155.9   9.2 -111.6  8.6  149.1   12.4 116.9  6.3 102.1    8.3   40.9   4.2    28.4   4.1  216.3  14.7  102.4  10.3 1
J133024.28+024341.6 52022  528 359 0.16030 0.00002 17.27 133.1   7.2 -121.8  9.1   68.8   15.1  78.9  6.7 119.2    9.6   11.1   4.1    37.7   4.6   82.3  18.6  136.6  10.8 1
J133223.70+433536.2 52792 1344 192 0.12477 0.00008 16.76 238.6  20.9 -318.5 32.8   90.5   37.1 191.5 19.6 202.8   21.4   37.7   8.4    40.1  12.2  272.2  29.5  257.4  46.5 1
J133532.48+234349.1 54232 2665 120 0.11231 0.00002 16.01 181.9   6.8  -97.3  6.1  247.4   12.1 179.6  6.9 144.3    8.7  548.9  45.9     0.2   0.0  503.9  21.9  159.6  23.3 1
J133815.87+043233.3 52374  853 111 0.02301 0.00002 12.91 220.0   4.4 -138.5  6.1   -1.4    1.3  70.2  7.0 205.1    0.9  437.4  64.9  9238.1  80.0  212.2  42.6 4949.5  79.2 1
J133821.79+002329.4 51671  299 346 0.12918 0.00003 17.36 149.4   9.1 -283.6 15.8   35.5   19.8 144.9  9.8 210.9   12.5  175.0  38.8   422.8  47.1   64.5   4.6  165.4   8.3 1
J133907.65+111528.2 53502 1700 104 0.17166 0.00009 17.79 143.8  27.9 -118.1  7.0  110.2    5.0 125.0  4.5  90.8    3.0   65.0   5.5     6.5   0.8  596.5  34.8  423.0  40.9 1
J134017.77+551807.1 52791 1322 240 0.13807 0.00002 16.46 139.2   6.7  -58.9  8.4  175.9    3.1 151.0  5.6  95.4    2.2  860.5  56.3   878.3  46.8  458.1  13.3  251.3  11.5 1
J134330.02+510204.1 53433 1669 480 0.13147 0.00005 17.21 201.7  12.7  -89.3  7.5  174.0    7.0 126.5  6.7  95.4    5.4   84.4   7.7    18.0   3.3  123.3   7.5  100.7  14.3 1
