RA,Dec,RA_deg,Dec_deg
9:49:42.44,+39:39:26.2,147.42683333333332,39.65727777777778
9:4:24.21,+7:10:15.9,136.10087499999997,7.171083333333334
9:4:33.32,+7:10:33.0,136.1388333333333,7.175833333333333
9:54:38.72,+36:40:15.5,148.66133333333332,36.67097222222222
9:54:38.92,+36:38:51.0,148.66216666666668,36.6475
9:55:24.37,+60:45:51.0,148.85154166666663,60.76416666666667
9:55:25.37,+60:45:33.8,148.85570833333333,60.759388888888886
9:55:56.38,+6:16:42.5,148.98491666666663,6.278472222222222
9:55:59.03,+6:17:1.9,148.9959583333333,6.283861111111111
9:59:7.05,+54:49:8.4,149.77937499999996,54.819
9:59:7.46,+54:49:6.7,149.78108333333333,54.81852777777778
9:6:53.59,+9:59:30.4,136.72329166666663,9.991777777777777
9:6:57.8,+10:1:21.5,136.7408333333333,10.02263888888889
9:7:23.24,+6:34:45.0,136.84683333333334,6.579166666666667
9:7:28.84,+6:34:22.1,136.87016666666665,6.572805555555555
9:7:35.29,+52:3:52.8,136.89704166666664,52.06466666666666
9:7:43.96,+52:3:22.8,136.93316666666664,52.05633333333333
9:8:12.98,+6:27:11.2,137.05408333333332,6.453111111111111
9:8:16.84,+6:26:7.4,137.07016666666664,6.435388888888889
9:9:23.13,+0:2:4.0,137.346375,0.034444444444444444
9:9:24.01,+0:2:11.0,137.35004166666664,0.03638888888888889
00:02:49,+00:45:04,0.7041666666666665,0.7511111111111111
00:02:49,+00:45:04,0.7041666666666665,0.7511111111111111
00:06:56,+15:48:47,1.7333333333333332,15.813055555555556
00:06:56,+15:48:47,1.7333333333333332,15.813055555555556
01:35:55,+14:35:29,23.979166666666664,14.59138888888889
01:35:55,+14:35:29,23.979166666666664,14.59138888888889
01:42:09,-00:50:49,25.537499999999994,-0.8469444444444445
01:42:09,-00:50:49,25.537499999999994,-0.8469444444444445
01:56:05,-00:07:21,29.02083333333333,-0.1225
01:56:05,-00:07:21,29.02083333333333,-0.1225
07:35:09,+40:36:24,113.7875,40.60666666666667
07:35:09,+40:36:24,113.7875,40.60666666666667
07:47:29,+34:40:18,116.87083333333332,34.67166666666667
07:47:29,+34:40:18,116.87083333333332,34.67166666666667
07:49:53,+45:14:54,117.47083333333332,45.248333333333335
07:49:53,+45:14:54,117.47083333333332,45.248333333333335
07:52:23,+27:36:43,118.09583333333333,27.611944444444447
07:52:23,+27:36:43,118.09583333333333,27.611944444444447
08:02:18,+30:46:22,120.57499999999999,30.772777777777776
08:02:18,+30:46:22,120.57499999999999,30.772777777777776
08:04:18,+30:51:57,121.07499999999999,30.865833333333335
08:04:18,+30:51:57,121.07499999999999,30.865833333333335
08:07:40,+39:00:15,121.91666666666666,39.00416666666667
08:07:40,+39:00:15,121.91666666666666,39.00416666666667
08:08:41,+48:13:51,122.17083333333329,48.23083333333334
08:08:41,+48:13:51,122.17083333333329,48.23083333333334
08:14:30,+26:57:29,123.62499999999997,26.958055555555553
08:14:30,+26:57:29,123.62499999999997,26.958055555555553
08:21:07,+50:21:15,125.27916666666664,50.35416666666667
08:21:07,+50:21:15,125.27916666666664,50.35416666666667
08:54:16,+50:26:31,133.56666666666666,50.44194444444444
08:54:16,+50:26:31,133.56666666666666,50.44194444444444
08:55:12,+64:23:45,133.79999999999998,64.39583333333334
08:55:12,+64:23:45,133.79999999999998,64.39583333333334
08:58:41,+10:41:22,134.67083333333332,10.689444444444444
08:58:41,+10:41:22,134.67083333333332,10.689444444444444
09:41:24,+39:44:41,145.34999999999997,39.74472222222222
09:41:24,+39:44:41,145.34999999999997,39.74472222222222
09:44:27,+14:47:17,146.11249999999998,14.788055555555555
09:44:27,+14:47:17,146.11249999999998,14.788055555555555
09:55:28,+38:38:27,148.86666666666665,38.64083333333333
09:55:28,+38:38:27,148.86666666666665,38.64083333333333
09:58:33,-00:51:18,149.6375,-0.855
09:58:33,-00:51:18,149.6375,-0.855
10:11:43,+32:59:43,152.92916666666665,32.99527777777778
10:11:43,+32:59:43,152.92916666666665,32.99527777777778
10:13:46,-00:54:51,153.44166666666666,-0.9141666666666667
10:13:46,-00:54:51,153.44166666666666,-0.9141666666666667
10:13:48,+00:20:14,153.45,0.3372222222222222
10:13:48,+00:20:14,153.45,0.3372222222222222
10:23:25,+32:43:48,155.85416666666666,32.730000000000004
10:23:25,+32:43:48,155.85416666666666,32.730000000000004
10:48:13,+44:27:10,162.05416666666665,44.45277777777778
10:48:13,+44:27:10,162.05416666666665,44.45277777777778
10:56:53,+33:19:45,164.2208333333333,33.32916666666667
10:56:53,+33:19:45,164.2208333333333,33.32916666666667
11:02:15,+29:07:25,165.56249999999997,29.12361111111111
11:02:15,+29:07:25,165.56249999999997,29.12361111111111
11:08:21,+59:18:51,167.08749999999998,59.314166666666665
11:08:21,+59:18:51,167.08749999999998,59.314166666666665
11:08:32,+19:51:28,167.1333333333333,19.85777777777778
11:08:32,+19:51:28,167.1333333333333,19.85777777777778
11:09:57,+02:01:38,167.48749999999998,2.027222222222222
11:09:57,+02:01:38,167.48749999999998,2.027222222222222
11:10:42,+03:00:33,167.67499999999998,3.0091666666666668
11:10:42,+03:00:33,167.67499999999998,3.0091666666666668
11:10:54,+01:29:36,167.72499999999997,1.4933333333333334
11:10:54,+01:29:36,167.72499999999997,1.4933333333333334
11:12:01,+27:50:53,168.00416666666663,27.848055555555554
11:12:01,+27:50:53,168.00416666666663,27.848055555555554
11:13:33,+16:57:11,168.3875,16.953055555555554
11:13:33,+16:57:11,168.3875,16.953055555555554
11:18:03,+06:26:57,169.5125,6.449166666666667
11:18:03,+06:26:57,169.5125,6.449166666666667
11:26:59,+29:44:42,171.7458333333333,29.745
11:26:59,+29:44:42,171.7458333333333,29.745
11:31:26,-02:04:59,172.85833333333332,-2.0830555555555557
11:31:26,-02:04:59,172.85833333333332,-2.0830555555555557
11:36:30,+13:58:48,174.12499999999997,13.98
11:36:30,+13:58:48,174.12499999999997,13.98
11:37:59,+14:37:33,174.4958333333333,14.625833333333334
11:37:59,+14:37:33,174.4958333333333,14.625833333333334
11:40:47,+44:52:08,175.1958333333333,44.86888888888889
11:40:47,+44:52:08,175.1958333333333,44.86888888888889
11:42:49,+10:27:00,175.70416666666662,10.45
11:42:49,+10:27:00,175.70416666666662,10.45
11:46:10,-02:26:19,176.54166666666666,-2.4386111111111113
11:46:10,-02:26:19,176.54166666666666,-2.4386111111111113
11:48:40,-02:16:37,177.16666666666666,-2.276944444444444
11:48:40,-02:16:37,177.16666666666666,-2.276944444444444
11:50:28,+04:41:41,177.61666666666665,4.6947222222222225
11:50:28,+04:41:41,177.61666666666665,4.6947222222222225
11:52:49,+19:03:00,178.20416666666665,19.05
11:52:49,+19:03:00,178.20416666666665,19.05
11:55:48,+11:01:59,178.95,11.033055555555556
11:55:48,+11:01:59,178.95,11.033055555555556
12:03:20,+13:19:31,180.83333333333334,13.325277777777778
12:03:20,+13:19:31,180.83333333333334,13.325277777777778
12:03:57,+28:08:56,180.98749999999998,28.148888888888887
12:03:57,+28:08:56,180.98749999999998,28.148888888888887
12:08:02,+23:04:30,182.0083333333333,23.075
12:08:02,+23:04:30,182.0083333333333,23.075
12:13:11,+65:08:18,183.29583333333332,65.13833333333334
12:13:11,+65:08:18,183.29583333333332,65.13833333333334
12:15:27,+00:01:09,183.86249999999998,0.019166666666666665
12:15:27,+00:01:09,183.86249999999998,0.019166666666666665
12:35:24,+06:08:10,188.84999999999997,6.136111111111112
12:35:24,+06:08:10,188.84999999999997,6.136111111111112
12:35:38,+05:02:21,188.90833333333333,5.039166666666667
12:35:38,+05:02:21,188.90833333333333,5.039166666666667
12:50:49,+07:46:18,192.70416666666665,7.7716666666666665
12:50:49,+07:46:18,192.70416666666665,7.7716666666666665
13:12:35,+50:04:15,198.14583333333331,50.07083333333334
13:12:35,+50:04:15,198.14583333333331,50.07083333333334
13:15:15,+21:34:03,198.81249999999997,21.5675
13:15:15,+21:34:03,198.81249999999997,21.5675
13:25:47,+54:50:19,201.4458333333333,54.83861111111111
13:25:47,+54:50:19,201.4458333333333,54.83861111111111
13:37:23,+03:53:50,204.34583333333333,3.897222222222222
13:37:23,+03:53:50,204.34583333333333,3.897222222222222
13:38:04,+26:42:09,204.51666666666665,26.7025
13:38:04,+26:42:09,204.51666666666665,26.7025
13:52:07,+05:25:55,208.02916666666664,5.4319444444444445
13:52:07,+05:25:55,208.02916666666664,5.4319444444444445
14:20:39,+49:59:06,215.1625,49.985
14:20:39,+49:59:06,215.1625,49.985
14:31:32,+43:58:07,217.88333333333333,43.968611111111116
14:31:32,+43:58:07,217.88333333333333,43.968611111111116
14:34:34,+14:05:48,218.64166666666662,14.096666666666668
14:34:34,+14:05:48,218.64166666666662,14.096666666666668
14:52:17,+51:10:50,223.07083333333333,51.18055555555555
14:52:17,+51:10:50,223.07083333333333,51.18055555555555
14:58:01,+27:42:51,224.50416666666663,27.714166666666667
14:58:01,+27:42:51,224.50416666666663,27.714166666666667
15:00:53,+38:23:49,225.2208333333333,38.39694444444444
15:00:53,+38:23:49,225.2208333333333,38.39694444444444
15:04:52,+32:14:14,226.21666666666664,32.23722222222222
15:04:52,+32:14:14,226.21666666666664,32.23722222222222
15:16:59,+05:17:51,229.2458333333333,5.2975
15:16:59,+05:17:51,229.2458333333333,5.2975
15:17:09,+33:53:24,229.28749999999997,33.89
15:17:09,+33:53:24,229.28749999999997,33.89
15:26:06,+41:40:14,231.52499999999998,41.67055555555555
15:26:06,+41:40:14,231.52499999999998,41.67055555555555
15:32:17,+45:32:25,233.0708333333333,45.540277777777774
15:32:17,+45:32:25,233.0708333333333,45.540277777777774
15:33:15,+57:50:01,233.31249999999997,57.83361111111111
15:33:15,+57:50:01,233.31249999999997,57.83361111111111
15:52:05,+04:33:17,238.02083333333331,4.554722222222222
15:52:05,+04:33:17,238.02083333333331,4.554722222222222
15:56:19,+09:48:55,239.07916666666665,9.815277777777778
15:56:19,+09:48:55,239.07916666666665,9.815277777777778
16:00:24,+26:40:35,240.1,26.67638888888889
16:00:24,+26:40:35,240.1,26.67638888888889
16:04:36,+50:09:58,241.14999999999998,50.16611111111111
16:04:36,+50:09:58,241.14999999999998,50.16611111111111
16:05:24,+15:22:33,241.34999999999997,15.375833333333334
16:05:24,+15:22:33,241.34999999999997,15.375833333333334
16:06:36,+34:27:54,241.65,34.465
16:06:36,+34:27:54,241.65,34.465
16:10:06,+21:07:35,242.52499999999998,21.12638888888889
16:10:06,+21:07:35,242.52499999999998,21.12638888888889
16:29:39,+24:08:56,247.4125,24.148888888888887
16:29:39,+24:08:56,247.4125,24.148888888888887
16:33:16,+26:27:16,248.31666666666666,26.454444444444444
16:33:16,+26:27:16,248.31666666666666,26.454444444444444
16:52:06,+31:07:07,253.02499999999995,31.11861111111111
16:52:06,+31:07:07,253.02499999999995,31.11861111111111
22:54:20,-00:51:34,343.58333333333326,-0.8594444444444445
22:54:20,-00:51:34,343.58333333333326,-0.8594444444444445
23:04:42,-09:33:45,346.17499999999995,-9.5625
23:04:42,-09:33:45,346.17499999999995,-9.5625
23:10:51,-09:00:11,347.7125,-9.003055555555555
23:10:51,-09:00:11,347.7125,-9.003055555555555
10:1:28.35,+50:27:58.4,150.368125,50.46622222222223
10:1:28.61,+50:27:56.9,150.36920833333332,50.465805555555555
10:33:40.33,+2:28:30.6,158.41804166666665,2.475166666666667
10:33:40.52,+2:28:31.1,158.41883333333334,2.475305555555556
10:39:39.32,+10:2:53.0,159.91383333333332,10.048055555555555
10:39:39.53,+10:2:54.4,159.91470833333332,10.048444444444444
10:41:10.01,+5:14:43.7,160.2917083333333,5.245472222222222
10:41:9.72,+5:14:47.6,160.2905,5.246555555555555
10:44:21.07,+4:29:50.8,161.08779166666662,4.497444444444445
10:44:21.23,+4:29:49.7,161.0884583333333,4.497138888888889
10:45:30.7,+51:6:11.4,161.37791666666664,51.10316666666667
10:45:31.09,+51:6:15.4,161.37954166666665,51.10427777777778
10:4:34.8,+41:12:39.3,151.14499999999998,41.21091666666667
10:4:34.92,+41:12:42.8,151.1455,41.21188888888889
10:7:35.42,+1:25:59.3,151.8975833333333,1.433138888888889
10:7:35.59,+1:25:55.9,151.89829166666667,1.4321944444444445
11:10:53.63,+60:53:48.0,167.7234583333333,60.89666666666667
11:10:54.11,+60:53:43.2,167.72545833333328,60.89533333333333
11:18:44.4,+14:28:54.9,169.685,14.481916666666667
11:18:44.67,+14:28:50.7,169.68612499999998,14.48075
11:25:56.32,+14:31:48.1,171.48466666666664,14.530027777777779
11:25:56.55,+14:31:52.1,171.48562499999997,14.53113888888889
11:36:37.53,+56:35:0.5,174.15637499999997,56.58347222222223
11:36:38.09,+56:35:3.9,174.15870833333332,56.58441666666667
11:3:51.87,+44:36:2.6,165.966125,44.600722222222224
11:3:52.17,+44:36:4.2,165.96737499999998,44.60116666666667
11:45:3.06,+66:2:11.3,176.26274999999998,66.03647222222222
11:45:3.74,+66:2:8.7,176.26558333333332,66.03575
11:47:18.45,+12:34:39.8,176.82687499999997,12.577722222222222
11:47:18.67,+12:34:36.3,176.82779166666666,12.57675
11:51:18.88,+46:52:35.1,177.82866666666666,46.876416666666664
11:51:19.05,+46:52:34.5,177.82937499999997,46.87625
11:52:17.32,-0:47:50.2,178.07216666666665,-0.7972777777777778
11:52:17.32,-0:47:46.2,178.07216666666665,-0.7961666666666667
11:58:22.78,+12:35:18.6,179.59491666666665,12.5885
11:58:22.99,+12:35:20.3,179.59579166666663,12.588972222222223
12:16:45.93,+35:29:41.6,184.191375,35.49488888888889
12:16:46.05,+35:29:41.5,184.19187499999998,35.49486111111111
12:31:22.28,+49:34:33.9,187.84283333333335,49.57608333333334
12:31:22.38,+49:34:30.8,187.84324999999998,49.57522222222222
12:35:54.78,+68:36:24.8,188.97825,68.60688888888889
12:35:55.27,+68:36:27.1,188.98029166666666,68.60752777777778
12:49:48.13,+6:7:9.0,192.45054166666665,6.119166666666667
12:49:48.18,+6:7:14.0,192.45074999999997,6.120555555555555
12:4:50.54,+44:28:35.9,181.21058333333332,44.47663888888889
12:4:50.78,+44:28:34.2,181.21158333333332,44.47616666666667
12:55:30.44,+63:9:0.5,193.87683333333328,63.15013888888889
12:55:30.82,+63:9:2.1,193.87841666666665,63.15058333333333
12:59:55.46,+12:41:51.1,194.9810833333333,12.697527777777777
12:59:55.62,+12:41:53.8,194.98174999999995,12.698277777777777
12:5:17.35,+6:21:25.3,181.32229166666667,6.357027777777778
12:5:17.72,+6:21:27.1,181.3238333333333,6.3575277777777774
12:6:29.65,+43:32:20.6,181.62354166666665,43.53905555555556
12:6:29.65,+43:32:17.6,181.62354166666665,43.53822222222222
12:7:27.1,+14:8:17.2,181.86291666666665,14.13811111111111
12:7:27.26,+14:8:20.4,181.8635833333333,14.139
12:8:44.98,+35:10:47.8,182.18741666666662,35.179944444444445
12:8:45.14,+35:10:51.1,182.1880833333333,35.180861111111106
12:8:7.68,+12:46:2.4,182.03199999999995,12.767333333333335
12:8:8.04,+12:46:5.0,182.03349999999998,12.768055555555556
12:9:57.67,+11:36:59.4,182.49029166666665,11.6165
12:9:57.72,+11:36:56.6,182.49049999999997,11.615722222222223
13:0:36.15,+8:27:59.9,195.15062499999996,8.466638888888887
13:0:36.44,+8:28:2.9,195.15183333333331,8.467472222222222
13:20:22.55,+30:56:22.9,200.09395833333332,30.939694444444445
13:20:22.64,+30:56:18.3,200.0943333333333,30.93841666666667
13:31:14.19,+14:38:37.1,202.80912499999997,14.643638888888889
13:31:14.29,+14:38:34.4,202.80954166666663,14.642888888888889
13:31:28.87,+37:37:14.4,202.87029166666667,37.620666666666665
13:31:29.02,+37:37:9.4,202.87091666666666,37.619277777777775
13:37:13.08,+60:12:9.7,204.3045,60.20269444444445
13:37:13.13,+60:12:6.6,204.3047083333333,60.20183333333333
13:39:1.91,+62:8:47.7,204.7579583333333,62.14658333333333
13:39:1.98,+62:8:51.6,204.75824999999998,62.147666666666666
13:39:7.14,+13:10:39.6,204.77974999999998,13.177666666666665
13:39:7.23,+13:10:38.7,204.78012499999997,13.177416666666666
13:3:26.14,+51:0:51.0,195.85891666666666,51.01416666666667
13:3:26.18,+51:0:47.2,195.8590833333333,51.01311111111111
13:49:29.85,+12:27:6.9,207.37437499999996,12.451916666666666
13:49:30.01,+12:27:8.8,207.37504166666665,12.452444444444444
14:18:55.42,+24:41:8.9,214.73091666666664,24.685805555555557
14:18:55.54,+24:41:4.7,214.73141666666663,24.684638888888887
14:23:59.48,+54:52:50.8,215.99783333333332,54.88077777777778
14:24:0.01,+54:52:48.8,216.00004166666665,54.88022222222222
14:26:4.27,+7:19:25.9,216.51779166666665,7.3238611111111105
14:26:4.33,+7:19:30.0,216.51804166666665,7.325
14:30:2.66,+7:14:15.6,217.51108333333332,7.237666666666667
14:30:2.89,+7:14:11.3,217.51204166666665,7.236472222222222
14:31:4.65,+27:5:24.7,217.769375,27.090194444444442
14:31:4.98,+27:5:28.6,217.77075,27.091277777777776
14:32:28.95,-1:6:13.6,218.120625,-1.103777777777778
14:32:29.25,-1:6:16.1,218.12187499999996,-1.1044722222222223
14:39:49.67,+6:1:8.0,219.9569583333333,6.018888888888889
14:39:49.83,+6:1:3.2,219.95762499999998,6.017555555555555
14:44:22.21,+54:13:21.5,221.09254166666662,54.22263888888889
14:44:22.59,+54:13:20.6,221.09412499999996,54.222388888888894
14:47:40.62,+63:27:33.0,221.91924999999998,63.45916666666667
14:47:41.1,+63:27:35.4,221.92125,63.459833333333336
14:58:26.17,+54:48:14.8,224.60904166666666,54.804111111111105
14:58:26.73,+54:48:13.2,224.61137499999998,54.803666666666665
15:10:55.73,+37:41:19.3,227.7322083333333,37.688694444444444
15:10:55.97,+37:41:24.2,227.7332083333333,37.69005555555555
15:12:58.07,+29:51:48.1,228.2419583333333,29.86336111111111
15:12:58.43,+29:51:50.4,228.2434583333333,29.864
15:17:9.56,+8:44:16.5,229.28983333333332,8.737916666666665
15:17:9.89,+8:44:14.3,229.29120833333332,8.737305555555555
15:18:23.06,+29:59:25.5,229.59608333333333,29.99041666666667
15:18:23.43,+29:59:27.6,229.59762499999997,29.991
15:20:19.86,+23:41:7.2,230.08274999999998,23.685333333333332
15:20:20.12,+23:41:6.6,230.08383333333333,23.685166666666667
15:20:50.04,+26:37:40.9,230.2085,26.628027777777778
15:20:50.19,+26:37:40.9,230.20912499999997,26.628027777777778
15:30:38.56,+53:4:4.0,232.66066666666663,53.06777777777778
15:30:38.82,+53:4:0.6,232.66174999999996,53.066833333333335
15:43:34.28,+26:46:57.8,235.8928333333333,26.782722222222223
15:43:34.29,+26:46:54.2,235.89287499999998,26.78172222222222
15:45:15.73,+27:55:59.3,236.31554166666663,27.93313888888889
15:45:15.98,+27:56:1.1,236.31658333333328,27.93363888888889
15:59:8.22,+26:40:36.7,239.78424999999996,26.676861111111112
15:59:8.39,+26:40:31.9,239.7849583333333,26.67552777777778
15:6:56.87,+50:56:10.6,226.7369583333333,50.936277777777775
15:6:57.18,+50:56:7.9,226.73824999999997,50.93552777777777
15:7:46.91,+29:3:34.2,226.9454583333333,29.0595
15:7:47.23,+29:3:33.3,226.94679166666663,29.059250000000002
15:8:42.2,+33:28:2.6,227.1758333333333,33.46738888888889
15:8:42.22,+33:28:5.5,227.1759166666666,33.46819444444445
16:0:32.31,+16:33:47.2,240.13462499999997,16.563111111111112
16:0:32.54,+16:33:48.5,240.1355833333333,16.563472222222224
16:24:19.81,+35:6:49.7,246.08254166666663,35.11380555555556
16:24:19.99,+35:6:44.5,246.08329166666658,35.11236111111111
16:28:47.75,+41:30:45.4,247.19895833333328,41.51261111111111
16:28:48.07,+41:30:43.2,247.20029166666663,41.512
16:29:2.59,+37:24:30.8,247.26079166666668,37.40855555555555
16:29:2.63,+37:24:35.2,247.26095833333332,37.40977777777778
16:35:10.15,+29:11:20.6,248.7922916666666,29.189055555555555
16:35:10.31,+29:11:16.2,248.7929583333333,29.187833333333334
16:37:0.88,+26:36:13.7,249.25366666666665,26.603805555555557
16:37:0.93,+26:36:9.9,249.253875,26.60275
16:41:30.81,+23:8:37.7,250.37837499999998,23.143805555555556
16:41:30.91,+23:8:43.0,250.37879166666664,23.14527777777778
16:43:11.34,+31:56:18.4,250.79724999999996,31.938444444444446
16:43:11.39,+31:56:20.6,250.79745833333328,31.939055555555555
16:49:28.79,+17:33:6.5,252.3699583333333,17.551805555555557
16:49:29.0,+17:33:8.6,252.37083333333328,17.55238888888889
16:6:2.81,+29:0:48.8,241.5117083333333,29.013555555555556
16:6:3.02,+29:0:50.9,241.51258333333334,29.01413888888889
16:9:26.29,+7:53:24.4,242.35954166666662,7.890111111111111
16:9:26.58,+7:53:23.2,242.36074999999994,7.889777777777777
17:13:34.41,+55:30:50.4,258.39337499999993,55.514
17:13:35.04,+55:30:47.9,258.39599999999996,55.513305555555554
17:23:17.31,+59:4:42.8,260.82212499999997,59.07855555555556
17:23:17.42,+59:4:46.4,260.8225833333333,59.07955555555556
17:7:35.77,+27:42:33.9,256.8990416666666,27.709416666666666
17:7:36.05,+27:42:38.6,256.9002083333333,27.71072222222222
20:37:18.25,-5:12:33.3,309.32604166666664,-5.20925
20:37:18.31,-5:12:33.7,309.32629166666663,-5.209361111111111
20:58:22.18,-0:20:1.4,314.5924166666666,-0.3337222222222222
20:58:22.47,-0:20:3.7,314.593625,-0.3343611111111111
21:11:57.25,+9:15:59.3,317.98854166666666,9.266472222222223
21:11:57.27,+9:15:54.3,317.98862499999996,9.265083333333333
22:14:26.79,+13:26:52.4,333.61162499999995,13.447888888888889
22:14:27.03,+13:26:57.0,333.612625,13.449166666666667
22:24:23.36,-9:46:45.5,336.09733333333327,-9.779305555555556
22:24:23.7,-9:46:42.6,336.09874999999994,-9.778500000000001
23:9:46.53,+15:21:45.5,347.44387499999993,15.362638888888888
23:9:46.69,+15:21:43.0,347.4445416666666,15.361944444444443
2:40:37.11,-7:6:23.9,40.15462499999999,-7.106638888888889
2:40:37.35,-7:6:26.3,40.15562499999999,-7.1073055555555555
2:49:7.78,+0:39:17.1,42.282416666666656,0.65475
2:49:7.87,+0:39:12.4,42.282791666666654,0.6534444444444445
3:41:34.79,-6:31:45.7,55.39495833333333,-6.529361111111111
3:41:34.91,-6:31:50.4,55.39545833333333,-6.530666666666667
7:18:3.09,+40:20:59.2,109.51287499999998,40.34977777777778
7:18:3.51,+40:21:2.7,109.514625,40.35075
7:30:9.56,+35:41:52.0,112.53983333333332,35.69777777777777
7:30:9.66,+35:41:49.2,112.54024999999999,35.696999999999996
7:53:39.87,+17:34:10.7,118.41612499999998,17.56963888888889
7:53:40.08,+17:34:8.0,118.41699999999999,17.56888888888889
8:13:12.64,+54:16:49.9,123.30266666666665,54.28052777777778
8:13:13.11,+54:16:47.0,123.30462499999999,54.27972222222222
8:18:3.83,+19:17:3.5,124.51595833333332,19.28430555555556
8:18:4.05,+19:17:3.8,124.516875,19.28438888888889
8:32:58.35,+32:30:3.4,128.243125,32.50094444444444
8:32:58.57,+32:30:0.1,128.24404166666665,32.50002777777778
8:36:49.46,+48:41:50.1,129.2060833333333,48.69725
8:36:49.55,+48:41:54.1,129.2064583333333,48.698361111111105
8:42:57.38,+47:33:42.6,130.7390833333333,47.56183333333333
8:42:57.64,+47:33:44.7,130.74016666666662,47.562416666666664
8:46:24.34,+27:9:58.4,131.60141666666667,27.16622222222222
8:46:24.51,+27:10:2.4,131.602125,27.167333333333335
8:50:11.82,+9:31:19.7,132.54925,9.52213888888889
8:50:11.87,+9:31:22.1,132.54945833333335,9.522805555555557
8:59:14.77,+42:41:23.7,134.81154166666664,42.68991666666666
8:59:15.16,+42:41:23.6,134.81316666666663,42.68988888888889
9:0:17.91,+3:12:32.0,135.07462499999997,3.208888888888889
9:0:18.13,+3:12:28.5,135.07554166666665,3.2079166666666667
9:24:56.85,+9:20:3.1,141.236875,9.334194444444446
9:24:57.09,+9:20:6.4,141.237875,9.335111111111111
9:25:44.3,+5:25:41.6,141.4345833333333,5.428222222222223
9:25:44.41,+5:25:45.3,141.43504166666665,5.429250000000001
9:26:59.17,+7:6:52.1,141.74654166666667,7.114472222222222
9:26:59.29,+7:6:56.6,141.74704166666666,7.115722222222222
9:2:35.36,+56:37:51.8,135.6473333333333,56.631055555555555
9:2:35.73,+56:37:56.3,135.648875,56.632305555555554
9:30:14.82,+42:0:38.7,142.56175,42.01075
9:30:15.02,+42:0:33.7,142.5625833333333,42.00936111111111
9:34:24.11,+42:11:35.0,143.6004583333333,42.19305555555555
9:34:24.32,+42:11:30.9,143.60133333333332,42.191916666666664
9:35:21.02,+64:12:19.9,143.83758333333333,64.20552777777777
9:35:21.81,+64:12:22.0,143.840875,64.20611111111111
9:37:34.88,+63:14:56.3,144.39533333333333,63.24897222222222
9:37:35.6,+63:14:58.6,144.39833333333334,63.249611111111115
9:38:4.26,+53:17:43.6,144.51774999999998,53.29544444444444
9:38:4.87,+53:17:42.8,144.52029166666662,53.29522222222222
9:43:9.36,+10:34:1.3,145.789,10.567027777777778
9:43:9.67,+10:34:0.6,145.79029166666663,10.566833333333333
9:54:54.74,+37:34:19.8,148.72808333333333,37.57216666666667
9:54:55.0,+37:34:20.0,148.72916666666666,37.57222222222222
9:58:40.75,+33:22:16.3,149.66979166666664,33.37119444444445
9:58:40.95,+33:22:11.6,149.67062499999997,33.36988888888889
9:59:7.06,+54:49:8.1,149.77941666666663,54.81891666666667
9:59:7.47,+54:49:6.4,149.78112499999997,54.818444444444445
0:44:34.1,+0:19:3.5,11.142083333333332,0.31763888888888886
0:44:39.3,+0:18:22.8,11.163749999999999,0.30633333333333335
10:16:1.5,+40:40:52.9,154.00625,40.68136111111111
10:16:5.8,+40:40:5.8,154.02416666666667,40.668277777777774
10:40:19.1,+32:21:56.4,160.0795833333333,32.36566666666667
10:40:4.0,+32:21:50.6,160.01666666666665,32.36405555555556
11:16:10.7,+41:18:14.5,169.04458333333332,41.304027777777776
11:16:11.7,+41:18:21.5,169.04874999999998,41.305972222222216
11:43:17.0,+13:24:0.8,175.82083333333333,13.400222222222222
11:43:23.4,+13:25:42.0,175.8475,13.428333333333333
11:45:47.5,-0:31:6.7,176.44791666666666,-0.5185277777777778
11:45:53.7,-0:33:4.5,176.47374999999997,-0.55125
11:7:25.7,+0:33:53.6,166.85708333333332,0.5648888888888889
11:7:27.1,+0:34:7.3,166.86291666666665,0.5686944444444444
12:12:51.1,-0:53:42.2,183.21291666666662,-0.8950555555555555
12:12:56.1,-0:53:36.5,183.23375,-0.8934722222222222
12:9:10.7,+11:35:45.2,182.29458333333332,11.59588888888889
12:9:17.9,+11:38:30.4,182.3245833333333,11.641777777777778
14:20:46.0,-0:5:18.0,215.19166666666666,-0.08833333333333333
14:20:55.6,-0:9:40.0,215.23166666666665,-0.1611111111111111
14:35:6.4,+0:9:1.5,218.77666666666664,0.15041666666666667
14:35:8.3,+0:8:44.4,218.7845833333333,0.14566666666666667
15:48:40.8,+53:37:8.6,237.17,53.619055555555555
15:48:50.2,+53:38:43.0,237.20916666666665,53.64527777777778
15:9:25.6,+50:56:9.3,227.35666666666665,50.935916666666664
15:9:32.2,+50:57:51.5,227.38416666666666,50.964305555555555
17:18:37.2,+30:28:52.0,259.655,30.481111111111108
17:18:45.0,+30:26:47.0,259.68749999999994,30.44638888888889
17:30:14.7,+54:56:57.5,262.56125,54.949305555555554
17:30:42.4,+54:56:1.1,262.6766666666666,54.933638888888886
21:42:22.2,-44:19:30.0,325.5924999999999,-44.325
21:42:25.9,-44:20:17.0,325.6079166666666,-44.338055555555556
23:9:11.9,-27:32:27.1,347.29958333333326,-27.540861111111113
23:9:15.3,-27:32:45.3,347.3137499999999,-27.545916666666667
2:10:0.1,-10:3:54.0,32.500416666666666,-10.065000000000001
