index,SDSS1,Plate1,Fiber1,MJD1,z1,sep1,rp1,dV1,rmag1,FAGN1,FTid1,RA1,Dec1,GroupID,GroupNum1,ComponentID1,SDSS2,Plate2,Fiber2,MJD2,z2,sep2,rp2,dV2,rmag2,FAGN2,FTid2,RA2,Dec2,GroupNum2,ComponentID2,Sep,Sep(kpc),ratio,dV_rwp,z1_type,z2_type,Paper(s),BibCode(s),DOI(s),rat
617,J121542.46-013435.2,333,324,52313,0.1235,27.2,60.8,309,17.18,2,2,12:15:42.46,-01:34:35.2,356,2,1,J121544.25-013439.7,332,609,52367,0.1247,27.2,60.8,309,16.8,0,2,12:15:44.25,-01:34:39.7,2,2,27.214452895002765,60.348720133080704,1.22002971545177,-319.18859334391556,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.2175246500789365
618,J121544.74+592639.1,954,23,52405,0.0959,15.2,27.1,16,14.7,5,0,12:15:44.74,+59:26:39.1,214,2,1,J121544.87+592654.2,955,171,52409,0.0958,15.2,27.1,16,18.4,2,0,12:15:44.87,+59:26:54.2,2,2,15.13250226600962,26.890926330760536,1.22002971545177,27.28475606855899,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.7770310460261747
619,J121608.12+575114.8,1314,622,53050,0.0496,90.4,87.6,207,15.4,2,0,12:16:08.12,+57:51:14.8,1014,2,1,J121610.58+575237.3,1314,638,53050,0.0503,90.4,87.6,207,15.46,1,0,12:16:10.58,+57:52:37.3,2,2,84.80261980606753,82.26992057595439,1.22002971545177,-199.34280369751843,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.9701341864684713
620,J121615.46+174804.4,2596,584,54207,0.0296,143.5,85.2,204,15.01,2,0,12:16:15.46,+17:48:04.4,1185,2,1,J121621.17+174609.2,2596,585,54207,0.0304,143.5,85.2,204,15.29,2,0,12:16:21.17,+17:46:09.2,2,2,141.14717187907544,83.68984973005261,1.22002971545177,-232.23297468442345,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.5929261537153004
621,J121627.69+102518.1,1230,463,52672,0.0726,55.5,76.6,43,16.8,2,0,12:16:27.69,+10:25:18.1,622,2,1,J121628.30+102423.4,1230,476,52672,0.0727,55.5,76.6,43,16.1,2,0,12:16:28.30,+10:24:23.4,2,2,55.43533982147071,76.61724304649071,1.22002971545177,-27.874889232311634,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.3821010801635967
622,J121749.32+354450.4,2105,38,53472,0.088,5.9,9.8,14,15.79,1,2,12:17:49.32,+35:44:50.4,90,2,1,J121749.72+354450.4,2003,290,53442,0.0881,5.9,9.8,14,17.54,1,2,12:17:49.72,+35:44:50.4,2,2,4.869607039821117,8.01327278232351,1.22002971545177,-27.480354705074074,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.645568670489246
623,J121858.34+103547.7,1230,532,52672,0.086,60.8,98.1,36,16.2,0,2,12:18:58.34,+10:35:47.7,723,2,1,J121901.78+103515.3,1230,537,52672,0.0861,60.8,98.1,36,17.59,2,2,12:19:01.78,+10:35:15.3,2,2,60.18602009438642,97.01351797817637,1.22002971545177,-27.530960762968085,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.611894553353676
624,J121940.03+281034.1,2231,494,53816,0.0753,68.3,98.8,296,16.29,1,0,12:19:40.03,+28:10:34.1,834,2,1,J121941.37+281139.3,2231,489,53816,0.0764,68.3,98.8,296,16.02,1,0,12:19:41.37,+28:11:39.3,2,2,67.56419018803037,96.54883570089926,1.22002971545177,-305.7116828946138,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.428994196958551
625,J121943.14+132660.0,1614,327,53120,0.0647,9.0,11.2,91,17.35,0,2,12:19:43.14,+13:26:60.0,129,2,1,J121943.61+132705.5,1613,567,53115,0.065,9.0,11.2,91,15.97,1,2,12:19:43.61,+13:27:05.5,2,2,8.789950713128908,10.927207412088217,1.22002971545177,-84.23721483784666,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.243147745500671
626,J121950.01+190124.0,2611,241,54477,0.1165,43.7,92.0,88,15.86,2,0,12:19:50.01,+19:01:24.0,531,2,1,J121952.81+190111.7,2610,17,54476,0.1162,43.7,92.0,88,17.21,2,0,12:19:52.81,+19:01:11.7,2,2,41.568081374479775,87.64639643065122,1.22002971545177,80.3511429036543,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.1085023299742836
627,J122037.11+342631.1,1999,544,53503,0.0324,138.1,89.4,79,14.04,1,0,12:20:37.11,+34:26:31.1,1172,2,1,J122041.86+342829.4,1999,547,53503,0.0327,138.1,89.4,79,15.85,2,0,12:20:41.86,+34:28:29.4,2,2,132.0842516245689,85.43708961674767,1.22002971545177,-86.87230459250947,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.6468378218138428
628,J122116.97+570531.3,1316,314,52790,0.0673,73.5,95.4,116,15.73,1,0,12:21:16.97,+57:05:31.3,892,2,1,J122119.05+570637.8,1315,112,52791,0.0677,73.5,95.4,116,15.81,2,0,12:21:19.05,+57:06:37.8,2,2,68.62530622428791,88.46960910669546,1.22002971545177,-112.03746679337182,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.2891688791529827
629,J122150.88+134003.0,1614,373,53120,0.0641,46.6,57.5,1,17.13,2,0,12:21:50.88,+13:40:03.0,554,2,1,J122153.54+133938.8,1767,259,53436,0.0641,46.6,57.5,1,16.14,1,0,12:21:53.54,+13:39:38.8,2,2,45.70348440237565,56.32894186323176,1.22002971545177,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.2324868136378635
630,J122151.68+461543.0,1371,368,52821,0.0839,4.3,6.8,21,17.15,1,2,12:21:51.68,+46:15:43.0,54,2,1,J122151.69+461538.7,1451,44,53117,0.0838,4.3,6.8,21,17.77,2,2,12:21:51.69,+46:15:38.7,2,2,4.301250379818111,6.780337192147954,1.22002971545177,27.586843139147724,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.5763642181729205
631,J122217.55-000744.6,288,80,52000,0.1721,4.7,13.9,184,17.66,0,2,12:22:17.55,-00:07:44.6,65,2,1,J122217.86-000743.8,289,312,51990,0.1728,4.7,13.9,184,14.7,3,2,12:22:17.86,-00:07:43.8,2,2,4.718303772262279,13.811051107575834,1.22002971545177,-178.51505936154305,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.927122070598237
632,J122311.63+060419.7,2880,417,54509,0.0237,195.6,93.5,81,13.58,1,0,12:23:11.63,+06:04:19.7,1236,2,1,J122322.27+060226.6,2880,442,54509,0.0234,195.6,93.5,81,13.48,1,0,12:23:22.27,+06:02:26.6,2,2,194.88513354661453,93.17903088687221,1.22002971545177,87.63616635587186,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.47812282646272114
633,J122334.00+200436.6,2611,498,54477,0.1193,3.2,6.9,48,17.13,2,2,12:23:34.00,+20:04:36.6,29,2,1,J122334.07+200439.6,2612,355,54480,0.1191,3.2,6.9,48,16.94,2,2,12:23:34.07,+20:04:39.6,2,2,3.1579384073148717,6.7969152562886785,1.22002971545177,53.43102173212086,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.1523267333348506
634,J122414.61+201709.2,2611,516,54477,0.0653,20.0,25.0,201,15.23,2,0,12:24:14.61,+20:17:09.2,267,2,1,J122415.61+201722.3,2612,346,54480,0.0646,20.0,25.0,201,14.7,2,0,12:24:15.61,+20:17:22.3,2,2,19.22392848772138,24.102834627995165,1.22002971545177,196.53502736539897,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.2537933983363503
635,J122417.75+092003.6,1231,186,52725,0.0221,196.1,87.8,39,14.72,2,0,12:24:17.75,+09:20:03.6,1237,2,1,J122429.15+092139.9,1231,188,52725,0.0223,196.1,87.8,39,15.25,2,0,12:24:29.15,+09:21:39.9,2,2,194.27622652852682,86.78427435824057,1.22002971545177,-58.50127120689145,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.4467055795192598
636,J122444.96+121018.3,1615,360,53166,0.092,4.0,6.7,403,17.68,2,1,12:24:44.96,+12:10:18.3,46,2,1,J122445.18+121020.6,1614,166,53120,0.0905,4.0,6.7,403,16.88,0,1,12:24:45.18,+12:10:20.6,2,2,3.961800500544198,6.784343646788621,1.22002971545177,410.99636943525934,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.7124394945825048
637,J122525.48+285638.5,2233,529,53845,0.0642,59.9,74.7,206,15.09,2,0,12:25:25.48,+28:56:38.5,701,2,1,J122527.14+285733.0,2232,6,53827,0.0649,59.9,74.7,206,16.6,2,0,12:25:27.14,+28:57:33.0,2,2,58.69392276373107,72.44383683790615,1.22002971545177,-196.608874525198,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.2342646977187834
638,J122536.69-025401.9,334,240,51993,0.025,191.5,96.7,28,14.58,1,0,12:25:36.69,-02:54:01.9,1235,2,1,J122540.90-025702.6,334,239,51993,0.0251,191.5,96.7,28,13.81,1,0,12:25:40.90,-02:57:02.6,2,2,191.3897163947435,96.37614556436544,1.22002971545177,-29.16930874479442,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.5035596863814173
639,J122619.13+260745.5,2658,522,54502,0.0311,57.9,36.0,288,16.18,2,0,12:26:19.13,+26:07:45.5,669,2,1,J122620.76+260837.9,2658,567,54502,0.0321,57.9,36.0,288,15.25,1,0,12:26:20.76,+26:08:37.9,2,2,56.811602521569455,35.328455123167494,1.22002971545177,-289.84095556359404,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.6218528180005918
640,J122628.28+090126.4,1231,122,52725,0.0247,115.7,57.7,45,20.38,2,0,12:26:28.28,+09:01:26.4,1113,2,1,J122635.49+090207.6,1231,133,52725,0.0249,115.7,57.7,45,13.67,1,0,12:26:35.49,+09:02:07.6,2,2,114.4803592707341,56.97650372960941,1.22002971545177,-58.352848780837334,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.49769675857555556
641,J122637.11+401901.3,1984,355,53433,0.0648,58.5,72.9,74,16.48,2,0,12:26:37.11,+40:19:01.3,678,2,1,J122639.36+401813.5,1986,596,53475,0.0651,58.5,72.9,74,14.7,5,0,12:26:39.36,+40:18:13.5,2,2,54.2879978585552,67.584381573987,1.22002971545177,-84.22930486914431,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.2449230813424892
642,J122640.72+430627.7,1452,538,53112,0.0749,67.8,96.4,412,17.47,2,0,12:26:40.72,+43:06:27.7,826,2,1,J122643.89+430716.0,1452,539,53112,0.0763,67.8,96.4,412,16.31,1,0,12:26:43.89,+43:07:16.0,2,2,59.47896126665216,84.58301397317202,1.22002971545177,-389.1779683025583,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.4220660914701422
643,J122654.37+254017.1,2659,339,54498,0.0657,60.4,76.2,152,15.29,1,0,12:26:54.37,+25:40:17.1,714,2,1,J122655.81+253920.8,2659,323,54498,0.0652,60.4,76.2,152,14.7,5,0,12:26:55.81,+25:39:20.8,2,2,59.57130328738949,75.11238547319844,1.22002971545177,140.31629055236698,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.2608820241993732
644,J122726.27+081123.8,1627,337,53473,0.1185,23.2,50.0,240,14.7,5,1,12:27:26.27,+08:11:23.8,303,2,1,J122727.54+081137.0,1626,584,53472,0.1194,23.2,50.0,240,16.72,2,1,12:27:27.54,+08:11:37.0,2,2,23.016834412519238,49.25222600979352,1.22002971545177,-240.49328073385553,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.13983491939293
645,J122752.70+365445.0,2010,362,53495,0.1009,33.9,62.7,148,16.25,2,0,12:27:52.70,+36:54:45.0,424,2,1,J122753.29+365412.2,2003,544,53442,0.1004,33.9,62.7,148,17.68,2,0,12:27:53.29,+36:54:12.2,2,2,33.55467867542134,62.37725089867889,1.22002971545177,135.82882141189373,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.8589732746977534
646,J122835.99+313632.2,2013,23,53818,0.0383,77.5,58.5,49,15.97,2,0,12:28:35.99,+31:36:32.2,929,2,1,J122840.71+313600.6,2013,22,53818,0.0381,77.5,58.5,49,15.04,2,0,12:28:40.71,+31:36:00.6,2,2,68.07765871741069,51.68796031036578,1.22002971545177,57.59969123985277,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.7592499695813822
647,J122907.44+362723.8,2003,596,53442,0.0714,18.3,24.9,73,15.93,2,0,12:29:07.44,+36:27:23.8,241,2,1,J122908.09+362708.4,2010,372,53495,0.0716,18.3,24.9,73,17.52,2,0,12:29:08.09,+36:27:08.4,2,2,17.281789892161974,23.523326410757303,1.22002971545177,-55.80961220644624,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.3611626201650635
648,J122939.28+250819.6,2658,33,54502,0.0568,45.2,49.8,33,15.76,2,0,12:29:39.28,+25:08:19.6,542,2,1,J122941.88+250842.4,2659,434,54498,0.0566,45.2,49.8,33,15.91,2,0,12:29:41.88,+25:08:42.4,2,2,42.02722256596985,46.294897476110364,1.22002971545177,56.591274216384974,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.1015454900318853
649,J123031.60+425822.2,1454,338,53090,0.0637,63.0,79.3,529,16.09,0,1,12:30:31.60,+42:58:22.2,753,2,1,J123035.41+425755.6,1452,600,53112,0.0656,63.0,79.3,529,14.85,1,1,12:30:35.41,+42:57:55.6,2,2,49.56099982328899,60.730613155385456,1.22002971545177,-533.6021675361384,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.2253710250382763
650,J123047.08+230752.0,2646,640,54479,0.0571,22.1,24.4,161,17.14,2,2,12:30:47.08,+23:07:52.0,291,2,1,J123048.44+230743.7,2647,382,54495,0.0565,22.1,24.4,161,15.0,1,2,12:30:48.44,+23:07:43.7,2,2,20.51423942137292,22.708685818938566,1.22002971545177,169.75774559326018,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.1069718624459137
651,J123058.02+512039.0,884,43,52374,0.0441,64.6,54.1,454,14.49,1,0,12:30:58.02,+51:20:39.0,781,2,1,J123100.38+512133.1,884,42,52374,0.0425,64.6,54.1,454,15.51,2,0,12:31:00.38,+51:21:33.1,2,2,58.44315949178441,50.74081872363219,1.22002971545177,458.5447318232304,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.8682080018409174
652,J123152.06+450443.1,1372,393,53062,0.0624,22.8,27.3,80,14.7,5,2,12:31:52.06,+45:04:43.1,295,2,1,J123153.49+450435.4,1371,637,52821,0.0621,22.8,27.3,80,17.28,2,2,12:31:53.49,+45:04:35.4,2,2,16.991713991505527,20.42739858742994,1.22002971545177,84.44339676285972,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.202197647491123
653,J123210.51+524144.3,884,600,52374,0.0598,11.9,13.7,103,16.01,2,2,12:32:10.51,+52:41:44.3,180,2,1,J123211.07+524152.7,885,357,52379,0.0601,11.9,13.7,103,16.71,1,2,12:32:11.07,+52:41:52.7,2,2,9.82216742546601,11.35083163479184,1.22002971545177,-84.62663163696499,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.1556341022412682
654,J123310.46+075003.2,1628,381,53474,0.0203,65.6,27.0,449,14.51,2,0,12:33:10.46,+07:50:03.2,796,2,1,J123311.76+075105.9,1628,384,53474,0.0218,65.6,27.0,449,13.36,1,0,12:33:11.76,+07:51:05.9,2,2,65.6083794608808,26.979149360281095,1.22002971545177,-439.25347241934014,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.4112149939074093
655,J123351.61+195311.8,2612,36,54480,0.0737,5.1,7.1,53,17.1,1,2,12:33:51.61,+19:53:11.8,72,2,1,J123351.89+195308.8,2613,397,54481,0.0735,5.1,7.1,53,16.63,2,2,12:33:51.89,+19:53:08.8,2,2,4.9597359419195906,6.949790877906819,1.22002971545177,55.700446610695714,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.4012421143567995
656,J123405.05+062933.2,1627,2,53473,0.0809,43.2,65.9,28,16.3,2,1,12:34:05.05,+06:29:33.2,525,2,1,J123407.84+062922.5,1628,295,53474,0.0808,43.2,65.9,28,16.06,1,1,12:34:07.84,+06:29:22.5,2,2,42.93634177304539,65.49072008500403,1.22002971545177,27.663412995350427,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.525298089697009
657,J123429.58+325337.4,2020,289,53431,0.088,14.1,23.2,29,16.18,2,1,12:34:29.58,+32:53:37.4,204,2,1,J123430.44+325343.0,1971,551,53472,0.0879,14.1,23.2,29,17.09,0,1,12:34:30.44,+32:53:43.0,2,2,12.193736743793725,20.06563116178051,1.22002971545177,27.48288058902562,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.645568670489246
658,J123506.54+171511.8,2598,35,54232,0.0898,14.5,24.3,104,16.3,2,2,12:35:06.54,+17:15:11.8,210,2,1,J123507.49+171509.1,2599,228,54234,0.0894,14.5,24.3,104,16.37,0,2,12:35:07.49,+17:15:09.1,2,2,13.874075990681972,23.24933088605231,1.22002971545177,109.76504769685891,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.6757390475349057
659,J123518.18+060922.7,1628,242,53474,0.0916,31.4,53.6,36,17.44,2,0,12:35:18.18,+06:09:22.7,409,2,1,J123519.51+060947.0,845,610,52381,0.0917,31.4,53.6,36,17.38,1,0,12:35:19.51,+06:09:47.0,2,2,31.367342949273173,53.50581493215337,1.22002971545177,-27.389731083451778,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.7057809142037381
660,J123538.60+050221.4,846,360,52407,0.0652,23.3,29.2,11,16.04,0,1,12:35:38.60,+05:02:21.4,304,2,1,J123540.14+050224.2,845,79,52381,0.0653,23.3,29.2,11,16.37,2,1,12:35:40.14,+05:02:24.2,2,2,23.18042774817268,29.022363387762084,1.22002971545177,-28.068528452586765,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.252020182848003
661,J123631.35+015002.2,521,265,52326,0.1678,3.9,11.2,51,16.56,1,1,12:36:31.35,+01:50:02.2,43,2,1,J123631.42+014958.5,520,22,52288,0.168,3.9,11.2,51,19.27,1,1,12:36:31.42,+01:49:58.5,2,2,3.8459552087631184,11.028397925213303,1.22002971545177,-51.20301358127332,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.8675315562918633
662,J123641.55+165442.3,2599,180,54234,0.0704,56.0,75.2,431,17.14,2,0,12:36:41.55,+16:54:42.3,632,2,1,J123642.53+165348.3,2600,316,54243,0.0689,56.0,75.2,431,16.1,2,0,12:36:42.53,+16:53:48.3,2,2,55.80161106808188,74.97884293037427,1.22002971545177,419.2958252734191,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.3436680679146489
663,J123657.49+150751.0,1768,593,53442,0.0738,36.8,51.6,176,17.49,2,0,12:36:57.49,+15:07:51.0,449,2,1,J123659.01+150819.9,1769,395,53502,0.0731,36.8,51.6,176,15.52,1,0,12:36:59.01,+15:08:19.9,2,2,36.326479344195654,50.965313858141336,1.22002971545177,194.9787859233877,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.4029797210800918
664,J123712.60+152258.9,1769,398,53502,0.0724,35.1,47.8,284,17.48,1,0,12:37:12.60,+15:22:58.9,433,2,1,J123713.22+152332.8,1768,624,53442,0.0714,35.1,47.8,284,17.12,2,0,12:37:13.22,+15:23:32.8,2,2,35.065798100820764,48.342252647773904,1.22002971545177,278.9438706425576,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.3786154961818018
665,J123759.42+000857.7,291,346,51928,0.0896,42.7,71.5,43,17.59,1,0,12:37:59.42,+00:08:57.7,518,2,1,J123800.38+000817.6,290,513,51941,0.0898,42.7,71.5,43,16.53,2,0,12:38:00.38,+00:08:17.6,2,2,42.60714368898436,71.25589485932208,1.22002971545177,-54.87748875511741,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.6723931409122965
666,J123856.32+060925.6,846,407,52407,0.0736,4.6,6.4,62,17.86,1,2,12:38:56.32,+06:09:25.6,59,2,1,J123856.35+060930.2,1628,89,53474,0.0738,4.6,6.4,62,14.46,1,2,12:38:56.35,+06:09:30.2,2,2,4.621706397610707,6.468097022217659,1.22002971545177,-55.6952589003787,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.399504093458097
667,J123902.27+161824.7,2600,242,54243,0.0742,6.2,8.7,70,15.54,1,2,12:39:02.27,+16:18:24.7,96,2,1,J123902.55+161829.3,2599,44,54234,0.074,6.2,8.7,70,15.84,1,2,12:39:02.55,+16:18:29.3,2,2,6.116304916026076,8.623537376776458,1.22002971545177,55.674517718694105,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.4099260084599243
668,J123910.46+163730.9,2600,183,54243,0.0724,72.6,99.5,121,17.24,2,0,12:39:10.46,+16:37:30.9,885,2,1,J123915.19+163746.2,2600,187,54243,0.0719,72.6,99.5,121,16.76,1,0,12:39:15.19,+16:37:46.2,2,2,69.68370191855128,96.06703129622835,1.22002971545177,139.4394365261367,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.3786154961818018
669,J123917.41+172246.8,2600,473,54243,0.0662,71.0,90.2,10,16.78,2,0,12:39:17.41,+17:22:46.8,867,2,1,J123921.97+172227.7,2600,466,54243,0.0662,71.0,90.2,10,16.55,1,0,12:39:21.97,+17:22:27.7,2,2,68.01513436556078,86.3610799175002,1.22002971545177,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.2697332839678814
670,J124021.98+010244.1,291,325,51928,0.0818,57.4,88.4,102,15.85,1,0,12:40:21.98,+01:02:44.1,660,2,1,J124024.88+010206.6,291,338,51928,0.0814,57.4,88.4,102,15.53,1,0,12:40:24.88,+01:02:06.6,2,2,57.42713788892346,88.47547496346519,1.22002971545177,110.57691929611123,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.5406561813091912
671,J124030.74+171521.5,2599,39,54234,0.0656,73.9,91.7,309,15.47,1,0,12:40:30.74,+17:15:21.5,896,2,1,J124035.36+171547.5,2599,37,54234,0.0645,73.9,91.7,309,16.53,2,0,12:40:35.36,+17:15:47.5,2,2,71.10357791283998,89.52726174500317,1.22002971545177,308.81171052065355,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.259110502916566
672,J124135.34+401000.1,1985,313,53431,0.0801,54.6,83.0,151,16.54,1,0,12:41:35.34,+40:10:00.1,617,2,1,J124137.22+401046.8,1984,39,53433,0.0807,54.6,83.0,151,16.29,1,0,12:41:37.22,+40:10:46.8,2,2,51.43138713429821,77.74465339171137,1.22002971545177,-166.04959845209856,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.5116188328481917
673,J124144.87+124654.8,1694,351,53472,0.0856,59.9,96.2,74,16.35,2,0,12:41:44.87,+12:46:54.8,703,2,1,J124148.25+124622.8,1694,360,53472,0.0858,59.9,96.2,74,17.64,2,0,12:41:48.25,+12:46:22.8,2,2,58.89615960898454,94.53661251552712,1.22002971545177,-55.0796716337462,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.6051405243255568
674,J124209.27+092845.8,1789,279,54259,0.0833,64.5,99.9,263,15.59,1,0,12:42:09.27,+09:28:45.8,780,2,1,J124212.59+092926.8,1789,269,54259,0.0823,64.5,99.9,263,15.74,2,0,12:42:12.59,+09:29:26.8,2,2,63.981966088038554,100.2072819538248,1.22002971545177,276.1358849694592,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.5661800985599688
675,J124224.84+421614.4,1454,34,53090,0.075,56.9,81.1,592,16.3,2,0,12:42:24.84,+42:16:14.4,650,2,1,J124227.97+421542.3,1456,417,53115,0.0729,56.9,81.1,592,16.78,2,0,12:42:27.97,+42:15:42.3,2,2,47.30303411612678,67.35000022202965,1.22002971545177,584.6635316296931,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.4237987368143972
676,J124250.24+294912.7,2237,109,53828,0.0619,72.3,86.1,29,15.05,1,0,12:42:50.24,+29:49:12.7,880,2,1,J124253.47+295006.3,2237,105,53828,0.0618,72.3,86.1,29,17.59,1,0,12:42:53.47,+29:50:06.3,2,2,68.11473214554832,81.27896706419317,1.22002971545177,28.15840272513383,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.1932656050164796
677,J124313.03+310320.2,2237,561,53828,0.0244,106.5,50.2,302,14.7,5,0,12:43:13.03,+31:03:20.2,1078,2,1,J124313.91+310505.9,2237,570,53828,0.0234,106.5,50.2,302,13.68,2,0,12:43:13.91,+31:05:05.9,2,2,106.3029702959531,52.28294347972229,1.22002971545177,292.0206355102005,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.4918295635029182
678,J124415.00+013730.2,522,253,52024,0.1377,9.3,22.5,234,16.87,2,1,12:44:15.00,+01:37:30.2,138,2,1,J124415.27+013721.9,521,14,52326,0.1368,9.3,22.5,234,18.92,2,1,12:44:15.27,+01:37:21.9,2,2,9.234680692246808,22.470336941510887,1.22002971545177,236.62339667316087,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.4332554303016
