NDWFS J143727.58+353705.9 0.3152  -29.2  52.0   67.4  32.8  -62.7  32.2  1.49 0.29 0.83 0.21  0.96 0.25 0.23 0.07
NDWFS J143735.04+332913.1 0.2446  221.0  58.1   77.5  28.0  115.1  37.9 10.20 2.31 0.87 0.21  2.12 0.41 0.07 0.10
NDWFS J143737.12+340413.6 0.1870  -38.4  47.2  -18.6  10.9  -58.3  15.4  6.47 1.13 0.75 0.09  0.66 0.27 0.20 0.21
NDWFS J143738.41+352232.0 0.2360  -55.1  15.2  -71.5   8.9  -47.1  11.4  4.36 0.25 0.61 0.04  0.42 0.23 0.14 0.08
NDWFS J143739.11+354721.7 0.1542  -55.7  32.6  -16.4  23.4   52.1  19.9  4.10 0.70 1.01 0.10  1.07 0.30 0.10 0.04
NDWFS J143750.37+353157.9 0.3122  -58.2  48.2  -95.9  96.5  -42.5 107.6  6.06 2.27 0.90 0.38  4.54 1.75 4.87 1.95
NDWFS J143804.81+333802.3 0.3373   14.4  29.3   33.7  28.0    1.4  28.8  6.90 0.63 0.69 0.06  1.00 0.07 0.09 0.02
NDWFS J143809.88+352737.7 0.2036  -55.4  39.3  -38.7  47.6  -84.3  26.3  1.69 0.31 0.97 0.07  0.66 0.19 0.15 0.10
NDWFS J143810.96+340754.1 0.2644    1.4  25.3   35.1  18.4    9.5  20.7  4.85 0.37 1.34 0.10  0.67 0.20 0.36 0.10
NDWFS J143817.90+335421.0 0.3405   19.9  20.7   40.4  15.4   36.9  21.1  7.37 0.40 0.61 0.05  0.03 0.02 0.07 0.05
NDWFS J143827.76+340502.8 0.3363   92.4  27.4   19.0  25.4   80.4  29.0  3.30 0.28 0.66 0.06  0.33 0.07 0.26 0.04
NDWFS J143833.71+335723.6 0.3350   12.9  17.7  -71.1  14.6  -14.8  17.7  3.13 0.55 0.69 0.03  0.09 0.04 0.02 0.02
