231 J163826.50+332610.4 52767 1339  89 0.158570 17.82 -270.5 41.12 type I asym-NEL AGN
232 J164744.66+265655.0 53475 1690 208 0.151730 17.34    8.7 41.49 type I asym-NEL AGN
233 J164941.31+335612.8 52791 1175 486 0.084050 16.05   55.3 40.83 type I asym-NEL AGN
234 J165058.50+220749.5 52885 1415 352 0.131630 17.70 -141.4 41.18 type I asym-NEL AGN
235 J165306.55+262638.0 53473 1692 476 0.119570 16.87  -44.4 41.16 type I asym-NEL AGN
236 J171807.74+304705.6 52431  978 599 0.247850 17.65 -206.0 41.10 type I asym-NEL AGN
237 J172232.49+271343.0 52431  980  43 0.104110 17.12   -3.7 41.07 type I asym-NEL AGN
238 J172643.85+600238.8 51792  354  92 0.079980 16.86 -243.8 40.16 type I asym-NEL AGN
239 J205125.95-072354.9 52176  636 287 0.144560 17.56   82.0 40.95 type I asym-NEL AGN
240 J210741.96+085347.6 52207  727  78 0.216020 17.95    6.4 41.95 type I asym-NEL AGN
241 J212512.48-071329.9 52178  640 463 0.064100 15.52  -40.6 40.50 type I asym-NEL AGN
242 J212811.68+000358.6 52520  988 254 0.051650 15.18 -109.1 41.08 type I asym-NEL AGN
243 J234106.90+001833.4 51783  385 487 0.276690 16.58   58.1 41.15 type I asym-NEL AGN
244 J002636.63+004030.4 53738 1543 405 0.257170 18.62 -170.4 41.29 2-typeII asym-NEL AGN
245 J011434.32-002903.6 51789  398 320 0.077020 15.31 -271.9 40.12 2-typeII asym-NEL AGN
246 J011642.34-090657.9 52177  660 482 0.065690 15.98 -207.0 40.23 2-typeII asym-NEL AGN
247 J013037.24+001151.1 51820  400 399 0.178600 17.15    4.2 40.91 2-typeII asym-NEL AGN
248 J014422.55-090822.8 52145  663 638 0.124000 16.96  -20.4 40.52 2-typeII asym-NEL AGN
249 J015950.21+010543.2 52179  701 373 0.164280 17.46 -165.5 40.84 2-typeII asym-NEL AGN
250 J030956.89+004151.0 51931  412 453 0.129640 17.85 -184.2 40.77 2-typeII asym-NEL AGN
251 J032533.34-003216.5 52945 1629 132 0.351970 19.60    5.6 42.36 2-typeII asym-NEL AGN
252 J074129.66+392835.9 51884  432  51 0.209850 17.97   25.4 41.51 2-typeII asym-NEL AGN
253 J075932.35+193325.6 53315 1922 174 0.093080 17.18  150.1 40.28 2-typeII asym-NEL AGN
254 J081207.99+320453.1 52318  861 430 0.061840 17.22  -97.0 40.38 2-typeII asym-NEL AGN
255 J081311.11+032656.0 52641 1184 208 0.173100 17.63 -167.5 40.68 2-typeII asym-NEL AGN
256 J082649.54+104537.9 54149 2423  75 0.183340 17.02 -337.3 40.94 2-typeII asym-NEL AGN
257 J082701.32+180050.2 53726 2271 627 0.059810 15.66 -108.2 39.99 2-typeII asym-NEL AGN
258 J082909.14+273254.7 52932 1267  78 0.213430 17.64  -39.2 41.30 2-typeII asym-NEL AGN
259 J083923.23+082046.1 53081 1759 146 0.130040 17.64 -236.0 40.66 2-typeII asym-NEL AGN
