SDSS,Plate,Fiber,MJD,z,sep,rp,dV,rmag,FAGN,FTid,RA,Dec
J093650.00+114503.7,1741,630,53052,0.0287,133.4,76.9,5,15.21,2,0,09:36:50.00,+11:45:03.7
J093653.46+114300.7,1741,625,53052,0.0287,133.4,76.9,5,15.81,2,0,09:36:53.46,+11:43:00.7
J094207.72+022805.2,480,329,51989,0.0482,20.8,20.1,309,15.34,1,1,09:42:07.72,+02:28:05.2
J094209.01+022812.7,477,554,52026,0.0493,20.8,20.1,309,16.02,1,1,09:42:09.01,+02:28:12.7
J094209.84+382945.1,1276,469,53035,0.0407,107.0,87.4,179,15.39,1,0,09:42:09.84,+38:29:45.1
J094214.38+383107.7,1276,466,53035,0.0413,107.0,87.4,179,16.32,1,0,09:42:14.38,+38:31:07.7
J094215.99+541910.4,768,570,52281,0.0467,24.2,22.2,33,16.06,1,2,09:42:15.99,+54:19:10.4
J094217.60+541909.7,769,360,54530,0.0468,24.2,22.2,33,16.56,0,2,09:42:17.60,+54:19:09.7
J094408.42+330458.5,1945,266,53387,0.0835,52.5,82.3,153,15.59,1,1,09:44:08.42,+33:04:58.5
J094410.98+330422.7,1943,632,53386,0.0829,52.5,82.3,153,14.7,5,1,09:44:10.98,+33:04:22.7
J094414.59+001132.3,480,242,51989,0.1262,35.9,81.2,200,17.06,2,0,09:44:14.59,+00:11:32.3
J094415.78+001101.2,266,494,51630,0.127,35.9,81.2,200,14.7,5,0,09:44:15.78,+00:11:01.2
J094446.69+145321.8,2581,70,54085,0.0264,43.4,23.0,50,14.67,2,0,09:44:46.69,+14:53:21.8
J094446.91+543845.8,769,382,54530,0.0458,109.4,98.5,504,15.25,1,1,09:44:46.91,+54:38:45.8
J094448.24+145245.2,2582,335,54139,0.0262,43.4,23.0,50,14.58,1,0,09:44:48.24,+14:52:45.2
J094454.01+543821.0,769,390,54530,0.0441,109.4,98.5,504,14.51,2,1,09:44:54.01,+54:38:21.0
J094506.95+271606.9,2297,447,53738,0.0329,105.8,69.4,173,14.55,1,1,09:45:06.95,+27:16:06.9
J094512.77+271507.2,2297,531,53738,0.0335,105.8,69.4,173,14.44,1,1,09:45:12.77,+27:15:07.2
J094516.75+562219.6,557,261,52253,0.171,21.2,62.0,203,17.52,1,1,09:45:16.75,+56:22:19.6
J094517.79+562234.0,556,580,51991,0.1718,21.2,62.0,203,17.1,1,1,09:45:17.79,+56:22:34.0
J094529.71-002206.2,266,141,51630,0.0529,70.6,72.7,86,16.02,2,0,09:45:29.71,-00:22:06.2
J094531.52-002311.3,266,142,51630,0.0526,70.6,72.7,86,17.22,2,0,09:45:31.52,-00:23:11.3
J094554.41+423840.0,940,633,52670,0.0745,21.3,30.3,90,14.7,5,2,09:45:54.41,+42:38:40.0
J094554.49+423818.7,941,255,52709,0.0748,21.3,30.3,90,16.61,0,2,09:45:54.49,+42:38:18.7
J094627.10+000827.3,480,135,51989,0.0914,17.6,30.0,36,17.86,2,0,09:46:27.10,+00:08:27.3
J094628.02+000816.3,266,560,51630,0.0916,17.6,30.0,36,17.32,1,0,09:46:28.02,+00:08:16.3
J094706.88+185411.6,2362,210,53759,0.0263,147.1,77.8,125,14.94,2,0,09:47:06.88,+18:54:11.6
J094708.46+524041.8,769,248,54530,0.0477,103.7,97.3,62,16.1,2,0,09:47:08.46,+52:40:41.8
J094711.21+524216.9,769,242,54530,0.0479,103.7,97.3,62,14.31,1,0,09:47:11.21,+52:42:16.9
J094714.45+185238.2,2370,372,53764,0.0267,147.1,77.8,125,14.98,1,0,09:47:14.45,+18:52:38.2
J094721.45+322039.9,1946,415,53432,0.1373,23.8,57.7,18,16.98,2,0,09:47:21.45,+32:20:39.9
J094722.99+322045.4,1945,204,53387,0.1373,23.8,57.7,18,17.08,2,0,09:47:22.99,+32:20:45.4
J094740.50+213815.2,2295,217,53734,0.0248,125.0,62.5,19,15.26,2,0,09:47:40.50,+21:38:15.2
J094741.58+633941.4,487,335,51943,0.1397,2.1,5.2,181,19.79,0,2,09:47:41.58,+63:39:41.4
J094741.58+633939.2,1788,11,54468,0.139,2.1,5.2,181,16.86,0,2,09:47:41.58,+63:39:39.2
J094744.27+214006.6,2295,128,53734,0.0248,125.0,62.5,19,14.34,1,0,09:47:44.27,+21:40:06.6
J094757.68+022025.8,480,574,51989,0.0584,32.5,36.7,141,16.14,1,0,09:47:57.68,+02:20:25.8
J094759.81+022032.2,481,346,51908,0.0579,32.5,36.7,141,16.48,1,0,09:47:59.81,+02:20:32.2
J094801.53+345222.8,1945,443,53387,0.041,6.8,5.5,82,16.95,2,0,09:48:01.53,+34:52:22.8
J094801.92+345226.3,1595,129,52999,0.0407,6.8,5.5,82,16.73,2,0,09:48:01.92,+34:52:26.3
J094804.00+201808.4,2362,477,53759,0.0404,81.0,63.6,221,14.75,2,0,09:48:04.00,+20:18:08.4
J094809.15+201832.8,2362,468,53759,0.0396,81.0,63.6,221,14.89,2,0,09:48:09.15,+20:18:32.8
J094833.44+472203.5,1005,130,52703,0.0326,151.8,98.0,65,14.83,2,0,09:48:33.44,+47:22:03.5
J094842.05+472043.8,1005,123,52703,0.0323,151.8,98.0,65,14.72,2,0,09:48:42.05,+47:20:43.8
J094846.42+045621.5,571,363,52286,0.0905,15.3,25.8,382,15.74,1,0,09:48:46.42,+04:56:21.5
J094847.28+045629.8,994,292,52725,0.0919,15.3,25.8,382,16.65,2,0,09:48:47.28,+04:56:29.8
J094913.52+011039.9,480,107,51989,0.025,182.9,92.1,59,15.54,2,0,09:49:13.52,+01:10:39.9
J094922.92+010843.4,481,299,51908,0.0252,182.9,92.1,59,13.58,2,0,09:49:22.92,+01:08:43.4
J094924.78+575645.1,557,406,52253,0.1082,20.4,40.2,33,17.13,2,1,09:49:24.78,+57:56:45.1
J094925.57+575701.7,558,343,52317,0.108,20.4,40.2,33,17.72,1,1,09:49:25.57,+57:57:01.7
J095053.37+343113.7,1945,607,53387,0.0523,17.4,17.8,170,15.58,0,0,09:50:53.37,+34:31:13.7
J095054.39+343105.3,1948,359,53388,0.0529,17.4,17.8,170,14.7,5,0,09:50:54.39,+34:31:05.3
J095211.20+011044.2,267,523,51608,0.0612,43.2,50.9,144,15.77,2,0,09:52:11.20,+01:10:44.2
J095212.37+011004.7,268,321,51633,0.0617,43.2,50.9,144,15.48,1,0,09:52:12.37,+01:10:04.7
J095340.28+324323.9,1949,332,53433,0.0785,8.4,12.5,81,17.69,2,2,09:53:40.28,+32:43:23.9
J095340.75+324328.4,1945,17,53387,0.0788,8.4,12.5,81,16.07,2,2,09:53:40.75,+32:43:28.4
J095424.61+335423.1,1948,270,53388,0.0864,40.7,65.8,13,16.57,2,0,09:54:24.61,+33:54:23.1
J095426.34+335351.7,1945,629,53387,0.0863,40.7,65.8,13,17.59,2,0,09:54:26.34,+33:53:51.7
J095432.76+563324.6,558,247,52317,0.0731,18.8,26.4,208,17.0,2,2,09:54:32.76,+56:33:24.6
J095434.01+563326.4,557,116,52253,0.0739,18.8,26.4,208,16.14,2,2,09:54:34.01,+56:33:26.4
J095434.32+023533.7,481,574,51908,0.0709,69.5,94.0,37,17.68,2,0,09:54:34.32,+02:35:33.7
J095437.38+023441.4,500,384,51994,0.0707,69.5,94.0,37,17.41,0,0,09:54:37.38,+02:34:41.4
J095502.11+162141.2,2583,554,54095,0.0753,64.2,92.1,90,16.51,2,0,09:55:02.11,+16:21:41.2
J095506.38+162145.9,2583,551,54095,0.0756,64.2,92.1,90,16.23,1,0,09:55:06.38,+16:21:45.9
J095537.43+331816.3,1948,251,53388,0.0978,35.5,64.1,170,16.83,1,0,09:55:37.43,+33:18:16.3
J095538.29+331743.3,1949,375,53433,0.0972,35.5,64.1,170,17.58,2,0,09:55:38.29,+33:17:43.3
J095544.17+252223.4,2341,623,53738,0.0752,39.9,56.9,183,16.74,2,0,09:55:44.17,+25:22:23.4
J095545.73+252255.7,2344,314,53740,0.0758,39.9,56.9,183,15.83,2,0,09:55:45.73,+25:22:55.7
J095600.71+130806.8,1743,564,53054,0.07,56.7,75.8,34,15.55,2,0,09:56:00.71,+13:08:06.8
J095604.16+130743.7,1743,567,53054,0.0701,56.7,75.8,34,17.57,2,0,09:56:04.16,+13:07:43.7
J095616.64+373849.5,1596,368,52998,0.0224,205.6,93.1,159,14.35,1,0,09:56:16.64,+37:38:49.5
J095617.31+373524.1,1596,374,52998,0.023,205.6,93.1,159,14.23,1,0,09:56:17.31,+37:35:24.1
J095652.36+152313.1,2584,415,54153,0.0777,59.5,87.4,11,16.58,2,0,09:56:52.36,+15:23:13.1
J095655.94+152247.4,2584,416,54153,0.0777,59.5,87.4,11,16.72,2,0,09:56:55.94,+15:22:47.4
J095658.66+034640.6,572,280,52289,0.0345,126.5,85.6,160,14.07,2,0,09:56:58.66,+03:46:40.6
J095659.05+034847.0,572,266,52289,0.034,126.5,85.6,160,14.38,2,0,09:56:59.05,+03:48:47.0
J095737.39+165818.4,2583,608,54095,0.0685,17.0,22.2,202,15.73,2,0,09:57:37.39,+16:58:18.4
J095737.99+165804.0,2585,392,54097,0.0692,17.0,22.2,202,17.5,2,0,09:57:37.99,+16:58:04.0
J095749.26+304915.8,1949,207,53433,0.1368,30.0,72.6,202,17.14,2,0,09:57:49.26,+30:49:15.8
J095750.50+304939.3,1950,433,53436,0.1361,30.0,72.6,202,17.23,2,0,09:57:50.50,+30:49:39.3
J095850.26+011003.1,501,298,52235,0.0564,30.7,33.7,65,15.5,2,0,09:58:50.26,+01:10:03.1
J095851.83+010943.6,268,527,51633,0.0567,30.7,33.7,65,15.89,1,0,09:58:51.83,+01:09:43.6
J095859.91+130308.4,1744,331,53055,0.0358,69.5,49.2,48,14.7,5,0,09:58:59.91,+13:03:08.4
J095900.23+174901.7,2585,328,54097,0.0254,74.4,39.5,278,13.75,2,0,09:59:00.23,+17:49:01.7
J095900.42+130241.6,2584,81,54153,0.0351,47.6,33.7,153,14.7,5,0,09:59:00.42,+13:02:41.6
J095903.29+130221.0,1744,337,53055,0.0356,47.6,33.7,153,15.16,1,0,09:59:03.29,+13:02:21.0
J095905.08+174917.2,2371,126,53762,0.0264,74.4,39.5,278,14.28,2,0,09:59:05.08,+17:49:17.2
J095906.68+130135.4,1744,332,53055,0.0366,68.3,48.4,290,15.38,0,0,09:59:06.68,+13:01:35.4
J095908.96+130352.5,2584,84,54153,0.0339,124.9,88.5,492,14.94,0,0,09:59:08.96,+13:03:52.5
J095925.84+011157.0,501,297,52235,0.0983,35.4,64.3,9,16.38,2,0,09:59:25.84,+01:11:57.0
J095928.02+011143.6,500,60,51994,0.0983,35.4,64.3,9,17.75,2,0,09:59:28.02,+01:11:43.6
J095937.31+241611.9,2298,561,53737,0.1279,17.2,39.3,91,16.49,1,1,09:59:37.31,+24:16:11.9
J095938.23+241601.6,2344,135,53740,0.1282,17.2,39.3,91,16.92,1,1,09:59:38.23,+24:16:01.6
J095942.61+261914.2,2344,442,53740,0.0512,87.9,87.8,69,15.78,0,0,09:59:42.61,+26:19:14.2
J095947.21+261711.4,2344,458,53740,0.0515,95.5,96.0,26,15.72,0,0,09:59:47.21,+26:17:11.4
J095948.15+261845.8,2344,452,53740,0.0514,87.9,87.8,69,15.91,2,0,09:59:48.15,+26:18:45.8
J095958.23+030232.9,501,330,52235,0.0907,13.5,22.8,34,16.51,0,2,09:59:58.23,+03:02:32.9
J095958.89+030223.8,500,565,51994,0.0906,13.5,22.8,34,16.89,2,2,09:59:58.89,+03:02:23.8
J100118.00+042802.5,572,545,52289,0.0814,55.7,85.4,390,15.64,1,0,10:01:18.00,+04:28:02.5
J100119.91+042850.2,572,546,52289,0.0828,55.7,85.4,390,16.42,1,0,10:01:19.91,+04:28:50.2
J100133.68+033731.2,573,315,52325,0.0437,53.8,45.3,299,15.58,1,0,10:01:33.68,+03:37:31.2
J100135.81+033647.8,572,109,52289,0.0427,53.8,45.3,299,14.68,0,0,10:01:35.81,+03:36:47.8
J100140.47+095431.6,1308,274,53053,0.0564,90.8,99.9,107,16.22,0,0,10:01:40.47,+09:54:31.6
J100142.28+095558.1,1307,144,52999,0.0568,90.8,99.9,107,15.13,1,1,10:01:42.28,+09:55:58.1
J100210.20+111838.6,1307,529,52999,0.1369,25.5,61.7,77,16.65,1,1,10:02:10.20,+11:18:38.6
J100211.80+111847.2,1744,123,53055,0.1366,25.5,61.7,77,17.26,0,1,10:02:11.80,+11:18:47.2
J100212.89+111915.2,1308,328,53053,0.0552,10.3,11.1,46,18.81,1,2,10:02:12.89,+11:19:15.2
J100213.52+111911.0,1307,522,52999,0.055,10.3,11.1,46,14.81,1,2,10:02:13.52,+11:19:11.0
J100217.37+102529.0,1307,515,52999,0.0599,70.1,81.5,64,16.14,2,0,10:02:17.37,+10:25:29.0
J100219.98+102627.1,1307,513,52999,0.0601,70.1,81.5,64,15.49,0,0,10:02:19.98,+10:26:27.1
J100230.89+324252.4,1952,284,53378,0.049,89.3,88.1,450,14.82,2,0,10:02:30.89,+32:42:52.4
J100236.54+324224.3,1949,544,53433,0.0505,89.3,88.1,450,13.86,1,0,10:02:36.54,+32:42:24.3
J100259.39+300452.6,1950,576,53436,0.0808,61.0,92.9,35,16.72,1,0,10:02:59.39,+30:04:52.6
J100303.43+300459.4,1953,283,53358,0.081,61.0,92.9,35,16.44,0,0,10:03:03.43,+30:04:59.4
J100316.98+183416.1,2371,66,53762,0.079,21.1,31.5,247,17.39,2,0,10:03:16.98,+18:34:16.1
J100318.36+183420.3,2372,268,53768,0.0781,21.1,31.5,247,16.07,1,0,10:03:18.36,+18:34:20.3
J100404.51+500807.0,1006,560,52708,0.0668,59.9,76.7,26,16.74,2,0,10:04:04.51,+50:08:07.0
J100408.18+500830.7,1007,314,52706,0.0667,59.9,76.7,26,15.58,1,0,10:04:08.18,+50:08:30.7
J100447.68+464309.7,872,211,52339,0.0242,124.1,60.5,143,14.03,1,0,10:04:47.68,+46:43:09.7
J100451.72+543530.5,945,177,52652,0.0463,86.2,79.5,190,17.42,2,0,10:04:51.72,+54:35:30.5
J100451.83+543404.4,945,176,52652,0.047,86.2,79.5,190,13.98,1,0,10:04:51.83,+54:34:04.4
J100452.02+464124.1,872,220,52339,0.0237,124.1,60.5,143,14.69,1,0,10:04:52.02,+46:41:24.1
J100602.14+071131.0,1236,54,52751,0.1218,5.7,12.3,354,18.62,2,2,10:06:02.14,+07:11:31.0
J100602.51+071131.8,996,328,52641,0.1205,5.7,12.3,354,15.77,0,2,10:06:02.51,+07:11:31.8
J100631.09+231523.2,2343,225,53735,0.0416,71.7,58.8,70,16.7,2,0,10:06:31.09,+23:15:23.2
J100633.44+231420.8,2343,240,53735,0.0418,71.7,58.8,70,14.7,5,0,10:06:33.44,+23:14:20.8
J100720.39+562003.8,946,351,52407,0.1304,2.6,6.0,121,18.06,2,2,10:07:20.39,+56:20:03.8
J100720.56+562002.9,945,570,52652,0.13,2.6,6.0,121,16.52,2,2,10:07:20.56,+56:20:02.9
J100722.96+230234.1,2343,188,53735,0.0413,86.2,71.0,118,16.16,1,0,10:07:22.96,+23:02:34.1
J100725.21+230114.8,2343,140,53735,0.0417,86.2,71.0,118,16.6,2,0,10:07:25.21,+23:01:14.8
J100732.36+230131.7,2343,182,53735,0.0417,108.5,89.4,3,15.26,2,0,10:07:32.36,+23:01:31.7
J100749.77+005252.6,270,326,51909,0.1215,26.9,58.9,155,17.14,1,1,10:07:49.77,+00:52:52.6
J100751.33+005305.9,502,291,51957,0.1221,26.9,58.9,155,17.04,2,1,10:07:51.33,+00:53:05.9
J100753.05+395031.9,1356,587,53033,0.064,72.2,88.8,194,16.49,0,0,10:07:53.05,+39:50:31.9
J100755.07+394926.4,1357,296,53034,0.0633,72.2,88.8,194,17.27,2,0,10:07:55.07,+39:49:26.4
J100823.97+375039.2,1426,516,52993,0.0531,67.5,70.9,242,16.72,1,0,10:08:23.97,+37:50:39.2
J100827.34+202207.2,2372,526,53768,0.1484,5.0,12.9,133,17.38,1,2,10:08:27.34,+20:22:07.2
J100827.65+202209.3,2364,48,53737,0.1479,5.0,12.9,133,17.43,2,2,10:08:27.65,+20:22:09.3
J100828.06+375011.1,1426,512,52993,0.054,67.5,70.9,242,16.12,1,0,10:08:28.06,+37:50:11.1
J100857.82+074910.3,1237,294,52762,0.0629,39.7,48.4,132,16.28,2,1,10:08:57.82,+07:49:10.3
J100859.74+074842.9,1236,29,52751,0.0633,39.7,48.4,132,16.03,2,1,10:08:59.74,+07:48:42.9
J100941.74+193414.0,2373,390,53768,0.052,40.4,40.6,117,16.18,1,0,10:09:41.74,+19:34:14.0
J100944.43+193411.7,2372,547,53768,0.0516,40.4,40.6,117,15.81,2,0,10:09:44.43,+19:34:11.7
J101007.43+424838.0,1218,239,52709,0.0738,57.5,80.1,157,15.45,2,0,10:10:07.43,+42:48:38.0
J101007.96+424741.0,1218,232,52709,0.0732,57.5,80.1,157,16.31,2,0,10:10:07.96,+42:47:41.0
J101010.33+543314.0,945,61,52652,0.0457,108.5,97.5,189,14.86,1,0,10:10:10.33,+54:33:14.0
J101017.48+543330.2,945,68,52652,0.0464,108.5,97.5,189,15.48,1,0,10:10:17.48,+54:33:30.2
J101055.90+215611.1,2365,357,53739,0.1131,24.7,50.6,68,14.7,5,0,10:10:55.90,+21:56:11.1
J101057.10+215554.2,2364,619,53737,0.1128,24.7,50.6,68,17.69,2,0,10:10:57.10,+21:55:54.2
J101206.17+472707.2,872,591,52339,0.1243,28.2,62.9,69,17.55,2,0,10:12:06.17,+47:27:07.2
J101207.97+472715.5,873,295,52674,0.1245,28.2,62.9,69,15.98,2,0,10:12:07.97,+47:27:15.5
J101313.08+200855.8,2374,345,53765,0.0288,50.4,28.9,77,17.47,2,0,10:13:13.08,+20:08:55.8
J101313.19+200946.2,2373,409,53768,0.0286,50.4,28.9,77,15.53,2,0,10:13:13.19,+20:09:46.2
J101314.87+375040.6,1427,315,52996,0.1075,44.5,87.4,47,16.69,2,1,10:13:14.87,+37:50:40.6
J101317.79+375032.9,1426,637,52993,0.1074,44.5,87.4,47,16.93,2,1,10:13:17.79,+37:50:32.9
J101359.19+383925.9,1427,392,52996,0.021,232.0,96.4,142,13.82,2,0,10:13:59.19,+38:39:25.9
J101414.66+383927.3,1427,391,52996,0.0205,232.0,96.4,142,16.63,2,0,10:14:14.66,+38:39:27.3
J101434.28+263236.0,2347,593,53757,0.08,13.7,20.8,255,16.55,2,2,10:14:34.28,+26:32:36.0
J101434.38+263249.7,2350,313,53765,0.0809,13.7,20.8,255,17.3,2,2,10:14:34.38,+26:32:49.7
J101545.59+143634.5,2588,128,54174,0.0533,84.1,86.5,131,14.7,5,0,10:15:45.59,+14:36:34.5
J101547.49+205832.2,2365,136,53739,0.038,21.9,16.5,72,16.07,2,1,10:15:47.49,+20:58:32.2
J101547.55+143753.2,2588,127,54174,0.0528,84.1,86.5,131,15.36,1,0,10:15:47.55,+14:37:53.2
J101547.79+205810.7,2374,338,53765,0.0382,21.9,16.5,72,16.39,2,1,10:15:47.79,+20:58:10.7
J101709.66+293731.8,2351,387,53772,0.0782,67.6,99.7,89,17.54,2,0,10:17:09.66,+29:37:31.8
J101712.76+293821.0,2351,388,53772,0.0779,67.6,99.7,89,16.18,1,0,10:17:12.76,+29:38:21.0
J101740.68+204744.2,2374,364,53765,0.1089,12.8,25.3,94,17.15,2,2,10:17:40.68,+20:47:44.2
J101741.20+204734.1,2365,58,53739,0.1086,12.8,25.3,94,17.62,2,2,10:17:41.20,+20:47:34.1
J101831.15+512744.2,1008,397,52707,0.0749,69.8,96.8,559,16.47,1,0,10:18:31.15,+51:27:44.2
J101835.77+512753.1,1007,601,52706,0.0729,69.8,96.8,559,16.78,0,0,10:18:35.77,+51:27:53.1
J101839.74+104714.8,1597,593,52999,0.0508,29.2,29.0,151,16.6,2,0,10:18:39.74,+10:47:14.8
J101839.88+104645.6,1598,311,53033,0.0513,29.2,29.0,151,14.69,2,0,10:18:39.88,+10:46:45.6
J101913.20+483241.2,873,499,52674,0.0628,29.5,35.7,321,15.04,1,0,10:19:13.20,+48:32:41.2
J101913.64+483212.4,874,313,52338,0.0617,29.5,35.7,321,16.84,2,0,10:19:13.64,+48:32:12.4
J101920.83+490701.2,873,455,52674,0.054,4.6,4.9,92,17.08,1,2,10:19:20.83,+49:07:01.2
J101921.10+490703.2,874,346,52338,0.0543,4.6,4.9,92,14.16,1,2,10:19:21.10,+49:07:03.2
J101930.26+024808.5,503,452,51999,0.0462,82.0,74.4,169,16.47,2,0,10:19:30.26,+02:48:08.5
J101933.76+024705.4,503,460,51999,0.0468,82.0,74.4,169,16.59,2,0,10:19:33.76,+02:47:05.4
J101942.23+372752.7,1427,135,52996,0.0929,35.9,62.0,288,17.48,2,1,10:19:42.23,+37:27:52.7
J101942.54+372828.3,1957,343,53415,0.0939,35.9,62.0,288,16.51,2,1,10:19:42.54,+37:28:28.3
J101945.78+635758.3,488,172,51914,0.0418,118.1,97.4,198,16.18,2,0,10:19:45.78,+63:57:58.3
J101952.82+635705.4,488,174,51914,0.0411,118.1,97.4,198,13.88,2,0,10:19:52.82,+63:57:05.4
J102001.97+072725.7,998,326,52750,0.1578,25.9,70.4,265,17.34,2,1,10:20:01.97,+07:27:25.7
J102002.48+072700.9,997,565,52734,0.1568,25.9,70.4,265,17.2,0,1,10:20:02.48,+07:27:00.9
J102049.97+425819.4,1218,624,52709,0.0233,165.7,77.9,23,12.98,1,2,10:20:49.97,+42:58:19.4
J102055.69+341657.4,1955,593,53442,0.1254,8.8,19.8,153,16.65,1,2,10:20:55.69,+34:16:57.4
J102056.11+341651.2,1958,339,53385,0.1259,8.8,19.8,153,17.83,1,2,10:20:56.11,+34:16:51.2
J102100.55+425907.1,1218,626,52709,0.0232,165.7,77.9,23,13.36,1,2,10:21:00.55,+42:59:07.1
J102106.55+163958.7,2589,97,54174,0.1231,10.8,23.9,15,16.74,2,2,10:21:06.55,+16:39:58.7
J102106.89+163949.2,2590,423,54175,0.123,10.8,23.9,15,17.79,2,2,10:21:06.89,+16:39:49.2
J102110.09+393158.4,1428,334,52998,0.1187,23.4,50.2,96,17.48,2,1,10:21:10.09,+39:31:58.4
J102110.41+393221.3,1427,565,52996,0.1191,23.4,50.2,96,17.38,1,1,10:21:10.41,+39:32:21.3
J102112.82+222415.6,2366,382,53741,0.1138,36.5,76.3,436,16.38,1,0,10:21:12.82,+22:24:15.6
J102113.00+222451.9,2365,632,53739,0.1155,36.5,76.3,436,17.2,2,0,10:21:13.00,+22:24:51.9
J102136.33+060133.4,997,32,52734,0.0324,64.9,42.0,162,14.11,1,0,10:21:36.33,+06:01:33.4
J102138.19+060231.9,997,34,52734,0.033,64.9,42.0,162,16.62,0,0,10:21:38.19,+06:02:31.9
J102141.89+130550.4,1746,192,53062,0.0765,67.1,97.2,56,17.61,1,0,10:21:41.89,+13:05:50.4
J102142.79+130656.1,1746,194,53062,0.0763,67.1,97.2,56,17.1,2,0,10:21:42.79,+13:06:56.1
J102207.11+175017.2,2589,542,54174,0.0274,103.1,56.7,348,14.67,1,0,10:22:07.11,+17:50:17.2
J102212.61+175134.8,2591,360,54140,0.0263,113.2,62.3,330,14.67,1,0,10:22:12.61,+17:51:34.8
J102212.87+175113.6,2589,559,54174,0.0286,103.1,56.7,348,14.86,0,0,10:22:12.87,+17:51:13.6
J102219.39+363458.9,1954,638,53357,0.0259,187.4,98.4,50,13.62,2,0,10:22:19.39,+36:34:58.9
J102223.90+154443.1,2590,456,54175,0.045,76.1,66.5,174,14.81,2,0,10:22:23.90,+15:44:43.1
J102228.54+154514.0,2590,461,54175,0.0444,76.1,66.5,174,14.49,1,0,10:22:28.54,+15:45:14.0
J102228.76+154339.0,2590,445,54175,0.0456,95.1,83.1,353,15.92,1,0,10:22:28.76,+15:43:39.0
J102230.14+145600.2,2590,141,54175,0.0407,108.7,87.4,27,15.51,2,0,10:22:30.14,+14:56:00.2
J102231.84+363514.2,1954,621,53357,0.0261,187.4,98.4,50,16.01,2,0,10:22:31.84,+36:35:14.2
J102237.03+145633.3,2590,142,54175,0.0408,108.7,87.4,27,15.47,1,0,10:22:37.03,+14:56:33.3
J102245.52+194717.6,2374,541,53765,0.039,30.7,23.7,57,14.59,1,2,10:22:45.52,+19:47:17.6
J102247.38+194730.2,2375,267,53770,0.0392,30.7,23.7,57,14.99,1,2,10:22:47.38,+19:47:30.2
J102407.34+133703.9,1746,582,53062,0.0234,162.7,76.8,127,14.08,1,0,10:24:07.34,+13:37:03.9
J102408.69+133422.5,1747,357,53075,0.023,162.7,76.8,127,13.91,1,0,10:24:08.69,+13:34:22.5
J102409.47+014636.3,503,31,51999,0.1273,19.1,43.4,183,17.1,2,2,10:24:09.47,+01:46:36.3
J102410.58+014645.7,504,276,52316,0.128,19.1,43.4,183,17.1,2,2,10:24:10.58,+01:46:45.7
J102411.98+025234.2,575,84,52319,0.0595,54.2,62.5,43,17.5,2,0,10:24:11.98,+02:52:34.2
J102415.08+025327.5,504,339,52316,0.0585,46.4,53.5,332,16.55,0,0,10:24:15.08,+02:53:27.5
J102415.56+025241.6,503,613,51999,0.0596,46.4,53.5,332,16.41,1,0,10:24:15.56,+02:52:41.6
J102421.02+120248.2,1598,408,53033,0.0533,82.9,87.4,235,14.97,1,0,10:24:21.02,+12:02:48.2
J102426.06+120214.1,1598,403,53033,0.0541,82.9,87.4,235,15.98,2,0,10:24:26.06,+12:02:14.1
J102441.74+373339.8,1428,243,52998,0.0983,37.2,67.6,50,15.54,1,0,10:24:41.74,+37:33:39.8
J102442.38+373415.7,1427,17,52996,0.0985,37.2,67.6,50,14.7,5,0,10:24:42.38,+37:34:15.7
J102451.88+093411.1,1238,612,52761,0.0457,90.3,81.0,79,15.28,2,2,10:24:51.88,+09:34:11.1
J102452.54+093540.9,1239,337,52760,0.046,90.3,81.0,79,14.27,0,2,10:24:52.54,+09:35:40.9
J102500.92+171731.6,2589,36,54174,0.0442,105.1,95.0,512,14.33,2,0,10:25:00.92,+17:17:31.6
J102505.52+171612.3,2589,22,54174,0.046,105.1,95.0,512,15.53,0,0,10:25:05.52,+17:16:12.3
J102535.58+391051.7,1428,474,52998,0.0602,80.7,96.3,483,16.12,2,0,10:25:35.58,+39:10:51.7
J102540.95+391046.3,1428,463,52998,0.0619,80.7,96.3,483,15.04,1,0,10:25:40.95,+39:10:46.3
J102546.26+134300.7,1746,628,53062,0.0321,53.2,33.8,96,13.79,1,2,10:25:46.26,+13:43:00.7
J102547.75+134456.9,1747,400,53075,0.0316,77.3,49.1,52,15.23,2,0,10:25:47.75,+13:44:56.9
J102548.60+134340.6,1747,388,53075,0.0318,53.2,33.8,96,14.21,1,2,10:25:48.60,+13:43:40.6
J102555.64+115043.0,1598,523,53033,0.103,38.7,73.3,315,16.7,1,0,10:25:55.64,+11:50:43.0
J102555.73+115121.7,1599,333,53089,0.1042,38.7,73.3,315,17.14,2,0,10:25:55.73,+11:51:21.7
J102600.53+052903.5,576,327,52325,0.0454,67.7,60.4,12,14.14,1,0,10:26:00.53,+05:29:03.5
J102604.10+052822.1,998,42,52750,0.0454,67.7,60.4,12,15.66,1,0,10:26:04.10,+05:28:22.1
J102622.25+185513.7,2375,127,53770,0.1191,3.5,7.6,403,17.01,2,1,10:26:22.25,+18:55:13.7
J102622.28+185510.2,2591,368,54140,0.1176,3.5,7.6,403,17.09,2,1,10:26:22.28,+18:55:10.2
J102700.40+174901.0,2591,480,54140,0.0665,2.4,3.0,26,15.2,1,2,10:27:00.40,+17:49:01.0
J102700.56+174900.3,2868,493,54451,0.0666,2.4,3.0,26,17.95,2,2,10:27:00.56,+17:49:00.3
J102705.86+110317.5,1598,551,53033,0.0323,128.1,82.6,188,14.23,1,0,10:27:05.86,+11:03:17.5
