SDSS,Plate,Fiber,MJD,z,sep,rp,dV,rmag,FAGN,FTid,RA,Dec
J102714.26+110340.0,1599,278,53089,0.0329,128.1,82.6,188,15.54,1,0,10:27:14.26,+11:03:40.0
J102835.09+331102.0,1958,62,53385,0.1199,15.5,33.5,173,17.58,2,0,10:28:35.09,+33:11:02.0
J102836.10+331058.8,1959,515,53440,0.1206,15.5,33.5,173,17.18,1,0,10:28:36.10,+33:10:58.8
J102843.02+183253.0,2591,532,54140,0.0801,58.2,88.1,153,17.4,2,0,10:28:43.02,+18:32:53.0
J102844.29+183348.0,2591,539,54140,0.0807,58.2,88.1,153,16.72,2,0,10:28:44.29,+18:33:48.0
J102845.66+213149.8,2367,285,53763,0.1175,8.9,18.8,292,16.71,2,2,10:28:45.66,+21:31:49.8
J102846.03+213156.7,2366,26,53741,0.1164,8.9,18.8,292,16.45,2,2,10:28:46.03,+21:31:56.7
J102942.52+025347.2,504,568,52316,0.0877,25.6,41.9,8,17.01,0,0,10:29:42.52,+02:53:47.2
J102943.60+025327.4,576,122,52325,0.0877,25.6,41.9,8,16.79,2,0,10:29:43.60,+02:53:27.4
J102950.48+043657.9,576,469,52325,0.085,59.0,94.2,40,16.61,1,0,10:29:50.48,+04:36:57.9
J102953.13+043614.3,576,462,52325,0.0852,59.0,94.2,40,16.8,2,0,10:29:53.13,+04:36:14.3
J103013.91+211311.7,2376,331,53770,0.0427,95.0,80.0,103,15.52,1,0,10:30:13.91,+21:13:11.7
J103020.24+211316.0,2376,338,53770,0.0423,95.0,80.0,103,13.99,1,0,10:30:20.24,+21:13:16.0
J103129.98+245210.0,2352,318,53770,0.0208,172.5,72.5,22,13.11,1,0,10:31:29.98,+24:52:10.0
J103140.05+245046.6,2349,634,53734,0.0208,172.5,72.5,22,15.78,2,0,10:31:40.05,+24:50:46.6
J103223.49+164631.8,2591,16,54140,0.0639,59.0,72.4,38,17.49,2,0,10:32:23.49,+16:46:31.8
J103225.27+164724.4,2591,19,54140,0.064,59.0,72.4,38,16.19,2,0,10:32:25.27,+16:47:24.4
J103329.73+440434.2,1431,301,52992,0.052,31.3,31.7,34,14.67,2,0,10:33:29.73,+44:04:34.2
J103331.63+440421.3,1429,559,52990,0.0519,31.3,31.7,34,15.18,1,0,10:33:31.63,+44:04:21.3
J103333.43+115217.0,1600,348,53090,0.0341,129.5,86.4,183,14.7,5,0,10:33:33.43,+11:52:17.0
J103334.63+115425.2,1600,350,53090,0.0335,129.5,86.4,183,14.85,2,0,10:33:34.63,+11:54:25.2
J103353.63+235156.3,2367,536,53763,0.0452,82.4,74.6,275,16.61,1,0,10:33:53.63,+23:51:56.3
J103358.49+235234.9,2352,207,53770,0.0461,82.4,74.6,275,15.86,1,0,10:33:58.49,+23:52:34.9
J103626.49+444349.7,1429,620,52990,0.0919,18.0,30.8,481,16.28,2,0,10:36:26.49,+44:43:49.7
J103626.56+444407.6,1431,197,52992,0.0902,18.0,30.8,481,16.67,1,0,10:36:26.56,+44:44:07.6
J103633.94+152831.8,2592,23,54178,0.0505,76.7,75.6,445,16.49,2,0,10:36:33.94,+15:28:31.8
J103636.72+152936.1,2592,31,54178,0.052,76.7,75.6,445,16.5,1,0,10:36:36.72,+15:29:36.1
J103647.29+391534.3,1432,224,53003,0.1173,39.1,82.7,76,17.05,2,0,10:36:47.29,+39:15:34.3
J103649.74+391521.0,1430,75,53002,0.117,39.1,82.7,76,16.73,2,0,10:36:49.74,+39:15:21.0
J103721.87+021913.3,505,516,52317,0.0414,38.3,31.4,353,15.94,2,1,10:37:21.87,+02:19:13.3
J103723.63+021845.5,506,341,52022,0.0402,38.3,31.4,353,15.14,1,1,10:37:23.63,+02:18:45.5
J103725.71+020443.1,505,151,52317,0.0735,48.6,67.9,174,16.57,2,1,10:37:25.71,+02:04:43.1
J103727.65+020521.9,506,319,52022,0.0729,48.6,67.9,174,15.52,1,1,10:37:27.65,+02:05:21.9
J103742.56+070515.0,999,630,52636,0.0712,4.8,6.6,244,16.32,2,2,10:37:42.56,+07:05:15.0
J103742.85+070517.2,1000,398,52643,0.072,4.8,6.6,244,16.54,2,2,10:37:42.85,+07:05:17.2
J103751.88+400544.4,1430,611,53002,0.0924,38.4,66.0,588,15.27,0,1,10:37:51.88,+40:05:44.4
J103753.63+400612.4,1432,500,53003,0.0945,38.4,66.0,588,16.27,1,1,10:37:53.63,+40:06:12.4
J103828.65+093627.0,1240,459,52734,0.0684,60.7,79.4,81,16.9,2,0,10:38:28.65,+09:36:27.0
J103830.99+093716.6,1240,487,52734,0.0687,60.7,79.4,81,15.91,2,0,10:38:30.99,+09:37:16.6
J103847.45+120838.5,1600,458,53090,0.0332,67.6,44.9,87,14.67,2,2,10:38:47.45,+12:08:38.5
J103849.79+120740.6,1748,82,53112,0.0336,67.6,44.9,87,14.45,0,2,10:38:49.79,+12:07:40.6
J103853.29+392151.2,1430,598,53002,0.0548,40.4,42.9,47,14.7,5,0,10:38:53.29,+39:21:51.2
J103853.77+224908.7,2477,264,54058,0.0559,58.6,63.6,79,16.11,2,0,10:38:53.77,+22:49:08.7
J103854.48+245235.9,2352,157,53770,0.0927,57.7,99.3,68,16.56,2,1,10:38:54.48,+24:52:35.9
J103855.95+392157.6,1432,200,53003,0.0546,40.4,42.9,47,16.43,0,0,10:38:55.95,+39:21:57.6
J103856.00+224820.6,2477,275,54058,0.0556,58.6,63.6,79,16.03,2,0,10:38:56.00,+22:48:20.6
J103857.24+245316.3,2352,102,53770,0.0924,57.7,99.3,68,16.67,1,1,10:38:57.24,+24:53:16.3
J104024.66+065137.7,1000,489,52643,0.0303,113.3,68.8,31,14.81,0,0,10:40:24.66,+06:51:37.7
J104031.84+065213.1,1000,498,52643,0.0304,113.3,68.8,31,14.78,2,0,10:40:31.84,+06:52:13.1
J104039.65+390356.1,1432,83,53003,0.0301,78.3,47.2,39,15.05,0,0,10:40:39.65,+39:03:56.1
J104044.43+390427.5,1433,296,53035,0.03,78.3,47.2,39,14.24,2,0,10:40:44.43,+39:04:27.5
J104103.99+150451.2,2594,39,54177,0.084,57.3,90.5,11,17.04,2,0,10:41:03.99,+15:04:51.2
J104104.76+150355.0,2594,23,54177,0.0841,57.3,90.5,11,15.95,2,0,10:41:04.76,+15:03:55.0
J104128.63+371545.8,1998,163,53433,0.0233,184.5,89.4,224,16.03,1,0,10:41:28.63,+37:15:45.8
J104131.19+371846.3,1998,162,53433,0.024,184.5,89.4,224,12.81,2,0,10:41:31.19,+37:18:46.3
J104150.01+343755.7,2025,387,53431,0.0578,31.7,35.5,49,16.53,2,0,10:41:50.01,+34:37:55.7
J104150.74+384300.5,1432,41,53003,0.0359,92.1,65.8,378,13.38,2,0,10:41:50.74,+38:43:00.5
J104151.34+343820.3,2096,16,53446,0.058,31.7,35.5,49,14.7,5,0,10:41:51.34,+34:38:20.3
J104156.80+384315.4,1432,44,53003,0.0373,92.1,65.8,378,14.99,1,0,10:41:56.80,+38:43:15.4
J104215.76+035823.4,578,192,52339,0.0986,10.0,18.2,65,16.74,2,1,10:42:15.76,+03:58:23.4
J104216.26+035816.8,577,22,52367,0.0988,10.0,18.2,65,17.36,2,1,10:42:16.26,+03:58:16.8
J104229.80+050500.2,578,492,52339,0.0281,142.3,80.3,272,16.06,2,0,10:42:29.80,+05:05:00.2
J104230.69+154535.9,2480,273,53851,0.0504,94.3,90.0,457,15.09,1,1,10:42:30.69,+15:45:35.9
J104232.05+050241.9,578,495,52339,0.0272,142.3,80.3,272,17.67,0,0,10:42:32.05,+05:02:41.9
J104236.43+154457.3,2480,271,53851,0.0488,94.3,90.0,457,14.19,1,1,10:42:36.43,+15:44:57.3
J104308.27+272057.6,2358,268,53797,0.1015,37.1,69.3,35,17.6,1,0,10:43:08.27,+27:20:57.6
J104310.65+272108.1,2356,72,53786,0.1014,37.1,69.3,35,16.71,1,0,10:43:10.65,+27:21:08.1
J104320.57+404710.8,1432,613,53003,0.0287,85.4,51.8,469,15.17,2,0,10:43:20.57,+40:47:10.8
J104325.46+404627.1,1432,607,53003,0.0303,85.4,51.8,469,13.38,1,0,10:43:25.46,+40:46:27.1
J104334.99+554717.5,906,453,52368,0.0265,173.8,92.6,194,14.45,1,0,10:43:34.99,+55:47:17.5
J104341.65+554939.7,906,460,52368,0.0258,173.8,92.6,194,16.03,2,0,10:43:41.65,+55:49:39.7
J104359.22-003517.7,275,255,51910,0.0607,75.2,88.1,110,15.49,1,0,10:43:59.22,-00:35:17.7
J104404.21-003509.3,275,258,51910,0.0603,75.2,88.1,110,17.6,2,0,10:44:04.21,-00:35:09.3
J104458.83+370816.8,1998,13,53433,0.0233,187.0,87.8,186,14.04,1,0,10:44:58.83,+37:08:16.8
J104505.04+371059.0,2090,321,53463,0.0239,187.0,87.8,186,14.7,5,0,10:45:05.04,+37:10:59.0
J104546.94+371240.7,1998,16,53433,0.024,146.7,70.9,137,13.26,1,1,10:45:46.94,+37:12:40.7
J104554.25+371103.4,1998,12,53433,0.0235,146.7,70.9,137,14.7,5,1,10:45:54.25,+37:11:03.4
J104620.19+492648.6,875,36,52354,0.1299,37.3,86.4,96,17.54,1,0,10:46:20.19,+49:26:48.6
J104622.62+492656.7,876,287,52669,0.1296,37.3,86.4,96,17.31,1,0,10:46:22.62,+49:26:56.7
J104726.01+385925.9,1433,99,53035,0.0364,91.6,66.1,16,15.74,1,0,10:47:26.01,+38:59:25.9
J104731.29+390011.7,1433,85,53035,0.0364,91.6,66.1,16,14.51,2,0,10:47:31.29,+39:00:11.7
J104827.76+375128.1,1998,633,53433,0.0377,56.9,42.6,209,14.66,1,0,10:48:27.76,+37:51:28.1
J104829.90+375215.0,2007,247,53474,0.0385,56.9,42.6,209,15.21,2,0,10:48:29.90,+37:52:15.0
J104830.91+333210.2,2025,103,53431,0.0718,59.4,81.4,76,15.7,1,0,10:48:30.91,+33:32:10.2
J104831.36+333309.3,2025,110,53431,0.0716,59.4,81.4,76,16.97,2,0,10:48:31.36,+33:33:09.3
J104855.11+404332.6,1435,332,52996,0.0859,23.9,38.2,191,16.01,1,0,10:48:55.11,+40:43:32.6
J104856.70+404334.0,1433,619,53035,0.0852,23.9,38.2,191,18.04,2,0,10:48:56.70,+40:43:34.0
J104918.70+171113.8,2480,565,53851,0.0565,68.1,74.6,221,14.84,1,0,10:49:18.70,+17:11:13.8
J104922.76+171143.9,2480,580,53851,0.0573,68.1,74.6,221,17.41,2,0,10:49:22.76,+17:11:43.9
J104956.72+232752.3,2481,469,54086,0.065,60.7,75.8,288,16.84,2,0,10:49:56.72,+23:27:52.3
J104957.14+232651.9,2481,478,54086,0.0661,60.7,75.8,288,16.66,2,0,10:49:57.14,+23:26:51.9
J105031.38+004538.2,276,378,51909,0.0964,33.4,59.6,9,16.03,1,1,10:50:31.38,+00:45:38.2
J105032.77+004512.1,275,623,51910,0.0964,33.4,59.6,9,15.77,1,1,10:50:32.77,+00:45:12.1
J105129.86+132149.1,1749,30,53357,0.0556,4.5,4.8,34,17.07,2,2,10:51:29.86,+13:21:49.1
J105129.90+132153.5,1750,293,53358,0.0554,4.5,4.8,34,15.7,1,2,10:51:29.90,+13:21:53.5
J105226.06+102718.3,2886,366,54498,0.0206,129.3,57.3,381,14.7,5,0,10:52:26.06,+10:27:18.3
J105228.93+102920.2,1602,249,53117,0.0219,129.3,57.3,381,15.53,1,0,10:52:28.93,+10:29:20.2
J105509.42+293001.5,1981,15,53463,0.0714,66.6,90.7,23,16.1,2,0,10:55:09.42,+29:30:01.5
J105513.11+292924.5,2359,443,53826,0.0714,66.6,90.7,23,16.15,2,0,10:55:13.11,+29:29:24.5
J105609.41+465341.7,963,6,52643,0.0291,62.2,35.7,143,18.86,2,0,10:56:09.41,+46:53:41.7
J105611.76+465250.5,963,1,52643,0.0286,62.2,35.7,143,14.11,1,0,10:56:11.76,+46:52:50.5
J105615.48+094516.0,2886,503,54498,0.033,19.7,13.1,56,13.54,2,0,10:56:15.48,+09:45:16.0
J105616.80+094516.8,2885,625,54497,0.0332,19.7,13.1,56,15.82,2,0,10:56:16.80,+09:45:16.8
J105618.05+465155.4,963,20,52643,0.0285,109.3,62.6,21,14.94,2,0,10:56:18.05,+46:51:55.4
J105653.38+331945.7,2026,567,53711,0.0511,67.7,67.8,69,16.25,0,0,10:56:53.38,+33:19:45.7
J105656.31+331854.2,1983,122,53442,0.0513,67.7,67.8,69,15.93,2,0,10:56:56.31,+33:18:54.2
J105710.28+265726.1,2357,454,53793,0.1183,4.8,10.3,216,18.17,2,2,10:57:10.28,+26:57:26.1
J105710.35+265730.8,2359,90,53826,0.1175,4.8,10.3,216,16.97,2,2,10:57:10.35,+26:57:30.8
J105730.48+404616.2,1437,319,53046,0.0569,8.4,9.4,228,17.4,2,2,10:57:30.48,+40:46:16.2
J105731.02+404614.1,1435,483,52996,0.0577,8.4,9.4,228,15.67,1,2,10:57:31.02,+40:46:14.1
J105734.33+430303.8,1362,537,53050,0.0779,45.9,67.7,12,17.48,2,0,10:57:34.33,+43:03:03.8
J105735.61+430222.2,1363,284,53053,0.0779,45.9,67.7,12,17.66,0,0,10:57:35.61,+43:02:22.2
J105744.78+265727.4,2357,531,53793,0.1182,6.3,13.5,185,16.43,2,2,10:57:44.78,+26:57:27.4
J105745.20+265728.0,2359,53,53826,0.1175,6.3,13.5,185,17.64,0,2,10:57:45.20,+26:57:28.0
J105753.36+373053.0,2007,1,53474,0.0339,98.3,66.4,486,14.51,2,0,10:57:53.36,+37:30:53.0
J105753.96+373230.9,2007,2,53474,0.0356,98.3,66.4,486,14.32,2,0,10:57:53.96,+37:32:30.9
J105801.61+194414.0,2485,382,54176,0.0774,64.4,94.3,91,16.4,1,0,10:58:01.61,+19:44:14.0
J105802.94+194515.2,2485,393,54176,0.0778,64.4,94.3,91,16.23,2,0,10:58:02.94,+19:45:15.2
J105808.76+170544.5,2483,604,53852,0.0302,156.2,94.5,59,13.85,1,0,10:58:08.76,+17:05:44.5
J105809.86+170819.9,2487,335,53852,0.03,156.2,94.5,59,17.12,2,0,10:58:09.86,+17:08:19.9
J105842.44+314457.6,1990,342,53472,0.0728,2.9,4.1,160,17.27,2,2,10:58:42.44,+31:44:57.6
J105842.58+314459.8,2026,17,53711,0.0723,2.9,4.1,160,15.79,1,2,10:58:42.58,+31:44:59.8
J105931.42+295214.7,1990,182,53472,0.0546,89.4,94.9,41,14.92,1,0,10:59:31.42,+29:52:14.7
J105931.85+295045.6,1990,187,53472,0.0547,89.4,94.9,41,16.9,2,0,10:59:31.85,+29:50:45.6
J110007.84+101522.6,1220,374,52723,0.0335,56.4,37.9,59,15.36,2,0,11:00:07.84,+10:15:22.6
J110009.54+101612.9,1220,370,52723,0.0337,56.4,37.9,59,16.43,0,0,11:00:09.54,+10:16:12.9
J110053.80+442653.8,1436,126,53054,0.0807,31.1,47.3,8,16.75,2,0,11:00:53.80,+44:26:53.8
J110054.35+574632.7,950,255,52378,0.0482,97.3,91.2,110,15.56,1,2,11:00:54.35,+57:46:32.7
J110054.99+442628.3,1363,383,53053,0.0806,31.1,47.3,8,16.57,2,0,11:00:54.99,+44:26:28.3
J110100.51+574703.0,950,248,52378,0.0478,97.3,91.2,110,14.24,1,2,11:01:00.51,+57:47:03.0
J110118.16+091712.0,1220,160,52723,0.0362,96.9,70.5,128,14.75,1,0,11:01:18.16,+09:17:12.0
J110122.09+091829.0,1220,148,52723,0.0366,96.9,70.5,128,16.11,1,0,11:01:22.09,+09:18:29.0
J110237.76+590730.9,950,426,52378,0.0331,112.2,74.1,269,13.53,2,0,11:02:37.76,+59:07:30.9
J110244.51+590642.6,950,429,52378,0.0322,112.2,74.1,269,17.53,2,0,11:02:44.51,+59:06:42.6
J110313.97+074152.0,1003,500,52641,0.0593,40.4,44.8,597,17.64,2,0,11:03:13.97,+07:41:52.0
J110316.39+074209.9,1002,632,52646,0.0571,40.4,44.8,597,15.52,1,0,11:03:16.39,+07:42:09.9
J110334.68+181749.4,2485,53,54176,0.0519,80.0,81.0,224,15.39,1,0,11:03:34.68,+18:17:49.4
J110338.67+181656.3,2485,60,54176,0.0511,80.0,81.0,224,15.4,1,0,11:03:38.67,+18:16:56.3
J110427.93+351520.5,2034,396,53466,0.0736,63.6,88.9,51,14.7,5,0,11:04:27.93,+35:15:20.5
J110429.90+351424.2,2034,381,53466,0.0734,63.6,88.9,51,16.69,1,0,11:04:29.90,+35:14:24.2
J110441.92+041750.4,580,28,52368,0.0251,53.6,27.2,34,13.66,1,2,11:04:41.92,+04:17:50.4
J110445.47+041755.2,581,304,52356,0.0252,53.6,27.2,34,14.59,0,2,11:04:45.47,+04:17:55.2
J110449.56+041636.0,580,23,52368,0.0249,100.2,50.9,98,15.95,2,0,11:04:49.56,+04:16:36.0
J110500.32+042529.8,580,38,52368,0.0612,69.3,81.8,82,16.26,2,0,11:05:00.32,+04:25:29.8
J110501.56+244846.8,2489,338,53857,0.0432,91.4,77.8,138,14.43,1,0,11:05:01.56,+24:48:46.8
J110504.36+042603.6,581,279,52356,0.0609,69.3,81.8,82,16.15,2,0,11:05:04.36,+04:26:03.6
J110506.33+244749.9,2489,339,53857,0.0436,91.4,77.8,138,15.6,0,0,11:05:06.33,+24:47:49.9
J110517.99+005328.3,509,287,52374,0.0977,41.6,74.1,468,14.7,5,0,11:05:17.99,+00:53:28.3
J110520.67+005317.1,277,601,51908,0.096,24.2,43.1,404,15.84,1,1,11:05:20.67,+00:53:17.1
J110521.51+005256.5,509,281,52374,0.0945,24.2,43.1,404,16.42,1,1,11:05:21.51,+00:52:56.5
J110612.15+061333.5,1004,288,52723,0.0986,14.1,25.6,180,17.79,1,2,11:06:12.15,+06:13:33.5
J110612.16+061347.6,1003,51,52641,0.0979,14.1,25.6,180,14.7,5,2,11:06:12.16,+06:13:47.6
J110631.47+330759.1,2106,520,53714,0.0828,63.1,98.3,174,17.33,2,0,11:06:31.47,+33:07:59.1
J110631.59+330656.0,2106,547,53714,0.0822,63.1,98.3,174,17.7,2,0,11:06:31.59,+33:06:56.0
J110639.11+433621.0,1364,298,53061,0.1247,6.8,15.1,126,17.25,0,2,11:06:39.11,+43:36:21.0
J110639.57+433620.7,1363,490,53053,0.1243,6.8,15.1,126,16.36,1,2,11:06:39.57,+43:36:20.7
J110640.13+474916.8,964,83,52646,0.0653,70.1,87.8,18,16.24,2,0,11:06:40.13,+47:49:16.8
J110641.08+474808.2,964,82,52646,0.0652,70.1,87.8,18,16.9,2,0,11:06:41.08,+47:48:08.2
J110651.16+141212.5,1751,498,53377,0.0451,111.2,94.5,572,14.12,2,0,11:06:51.16,+14:12:12.5
J110652.56+141401.7,1751,497,53377,0.0431,111.2,94.5,572,15.29,2,0,11:06:52.56,+14:14:01.7
J110719.12+311218.4,1990,639,53472,0.1088,46.7,92.8,422,16.47,0,0,11:07:19.12,+31:12:18.4
J110719.72+025820.5,509,415,52374,0.075,60.2,85.0,207,15.16,1,0,11:07:19.72,+02:58:20.5
J110719.87+025926.0,509,416,52374,0.0761,65.6,94.6,301,16.32,1,0,11:07:19.87,+02:59:26.0
J110721.80+311242.1,2092,270,53460,0.1104,46.7,92.8,422,16.49,2,0,11:07:21.80,+31:12:42.1
J110723.69+025829.3,509,414,52374,0.0743,60.2,85.0,207,16.99,2,0,11:07:23.69,+02:58:29.3
J110753.17+572025.4,950,81,52378,0.0464,62.6,57.3,44,15.19,1,0,11:07:53.17,+57:20:25.4
J110756.25+571942.9,908,453,52373,0.0466,62.6,57.3,44,15.62,1,0,11:07:56.25,+57:19:42.9
J110759.91+555250.8,909,308,52379,0.0505,40.3,39.9,80,14.39,1,0,11:07:59.91,+55:52:50.8
J110800.81+555212.8,908,163,52373,0.0508,40.3,39.9,80,17.15,1,0,11:08:00.81,+55:52:12.8
J110806.12+435740.9,1364,363,53061,0.0585,59.4,69.3,533,16.8,2,0,11:08:06.12,+43:57:40.9
J110808.34+202632.8,2488,5,54149,0.067,57.2,73.4,169,15.99,2,0,11:08:08.34,+20:26:32.8
J110809.48+435812.4,1363,526,53053,0.0604,59.4,69.3,533,16.66,2,0,11:08:09.48,+43:58:12.4
J110809.70+202726.2,2488,19,54149,0.0676,57.2,73.4,169,16.52,2,0,11:08:09.70,+20:27:26.2
J110824.67+430144.0,1363,92,53053,0.0492,57.5,55.3,47,17.1,2,0,11:08:24.67,+43:01:44.0
J110824.92+430046.7,1363,94,53053,0.0494,57.5,55.3,47,14.58,1,0,11:08:24.92,+43:00:46.7
J110851.36+442557.8,1363,583,53053,0.0611,80.8,95.3,82,15.0,1,1,11:08:51.36,+44:25:57.8
J110851.90+442718.2,1364,382,53061,0.0614,80.8,95.3,82,14.73,1,1,11:08:51.90,+44:27:18.2
J110928.82+284309.7,2211,583,53786,0.0321,100.5,64.4,236,15.9,2,0,11:09:28.82,+28:43:09.7
J110929.10+284129.2,2213,223,53792,0.0329,100.5,64.4,236,15.61,0,0,11:09:29.10,+28:41:29.2
J110934.13+290241.8,2211,585,53786,0.1452,4.3,11.0,58,17.73,2,2,11:09:34.13,+29:02:41.8
J110934.33+290245.0,2213,424,53792,0.1449,4.3,11.0,58,17.75,1,2,11:09:34.33,+29:02:45.0
J111005.18+032833.7,581,46,52356,0.04,6.7,5.3,113,17.6,2,2,11:10:05.18,+03:28:33.7
J111005.60+032836.2,509,566,52374,0.0396,6.7,5.3,113,14.89,1,2,11:10:05.60,+03:28:36.2
J111007.99+032639.5,509,570,52374,0.0407,121.7,96.4,183,15.29,2,0,11:10:07.99,+03:26:39.5
J111038.35+000247.4,279,348,51984,0.1245,25.0,56.1,182,17.06,2,0,11:10:38.35,+00:02:47.4
J111038.95+000310.7,278,151,51900,0.1252,25.0,56.1,182,16.6,1,0,11:10:38.95,+00:03:10.7
J111055.85+291940.7,2215,316,53793,0.0293,67.3,39.3,46,15.87,1,1,11:10:55.85,+29:19:40.7
J111059.84+292011.5,2213,464,53792,0.0292,67.3,39.3,46,14.58,2,1,11:10:59.84,+29:20:11.5
J111133.78+325153.6,2106,629,53714,0.0602,65.5,76.2,74,15.36,1,0,11:11:33.78,+32:51:53.6
J111138.13+325200.2,2107,279,53786,0.0604,65.5,76.2,74,17.1,2,0,11:11:38.13,+32:52:00.2
J111148.39+322323.5,2107,257,53786,0.0447,80.1,71.4,199,15.29,2,0,11:11:48.39,+32:23:23.5
J111148.62+322203.5,2107,244,53786,0.0453,80.1,71.4,199,15.56,1,0,11:11:48.62,+32:22:03.5
J111203.14+273750.3,2213,86,53792,0.0326,136.5,88.8,385,14.93,1,0,11:12:03.14,+27:37:50.3
J111212.13+273729.4,2214,366,53794,0.0339,136.5,88.8,385,14.22,2,0,11:12:12.13,+27:37:29.4
J111236.94+120617.8,1604,511,53078,0.0463,72.1,65.6,152,15.09,1,0,11:12:36.94,+12:06:17.8
J111237.43+120729.5,1604,516,53078,0.0469,72.1,65.6,152,15.16,1,0,11:12:37.43,+12:07:29.5
J111248.70+215332.7,2492,509,54178,0.0293,156.5,92.2,34,14.7,5,0,11:12:48.70,+21:53:32.7
J111258.30+215434.1,2492,513,54178,0.0294,156.5,92.2,34,15.86,0,0,11:12:58.30,+21:54:34.1
J111324.63+400846.6,1439,129,53003,0.0753,32.1,45.8,181,17.07,2,0,11:13:24.63,+40:08:46.6
J111326.34+400905.8,1980,423,53433,0.076,32.1,45.8,181,17.42,2,0,11:13:26.34,+40:09:05.8
J111438.38+632154.2,596,168,52370,0.0328,136.0,89.8,81,13.99,1,0,11:14:38.38,+63:21:54.2
J111446.94+632109.8,596,166,52370,0.0331,136.0,89.8,81,16.1,2,0,11:14:46.94,+63:21:09.8
J111452.32+122653.0,1605,355,53062,0.0685,63.6,85.0,427,14.75,2,0,11:14:52.32,+12:26:53.0
J111455.01+122742.1,1604,582,53078,0.07,63.6,85.0,427,16.27,2,0,11:14:55.01,+12:27:42.1
J111457.68+610913.8,775,276,52295,0.0531,77.2,82.4,522,15.09,2,0,11:14:57.68,+61:09:13.8
J111457.83+611031.0,774,40,52286,0.0549,77.2,82.4,522,15.44,1,0,11:14:57.83,+61:10:31.0
J111519.23+542310.9,1012,518,52649,0.0713,12.6,17.1,247,16.76,0,2,11:15:19.23,+54:23:10.9
J111519.98+542316.7,1013,392,52707,0.0704,12.6,17.1,247,15.52,0,2,11:15:19.98,+54:23:16.7
J111544.99+404144.8,1440,285,53084,0.079,22.9,34.5,245,17.44,2,0,11:15:44.99,+40:41:44.8
J111545.88+404203.4,1439,63,53003,0.0799,22.9,34.5,245,16.26,2,0,11:15:45.88,+40:42:03.4
J111603.55+361417.3,2030,12,53499,0.0785,29.8,44.2,237,16.02,2,1,11:16:03.55,+36:14:17.3
J111605.47+361410.2,2111,398,53467,0.0776,29.8,44.2,237,15.23,1,1,11:16:05.47,+36:14:10.2
J111622.99+532414.8,1012,146,52649,0.1125,3.1,6.3,45,17.55,2,2,11:16:22.99,+53:24:14.8
J111623.17+532413.4,1013,243,52707,0.1123,3.1,6.3,45,17.24,1,2,11:16:23.17,+53:24:13.4
J111720.71+470820.3,1438,615,53054,0.0677,3.3,4.3,253,16.47,2,3,11:17:20.71,+47:08:20.3
J111720.86+470822.7,1441,399,53083,0.0668,3.3,4.3,253,15.86,1,3,11:17:20.86,+47:08:22.7
J111723.47+590115.8,951,476,52398,0.1017,34.8,65.0,66,17.56,2,0,11:17:23.47,+59:01:15.8
J111724.14+590042.6,950,626,52378,0.1015,34.8,65.0,66,17.53,1,0,11:17:24.14,+59:00:42.6
J111750.62+263732.9,2216,318,53795,0.027,114.2,65.2,420,13.01,1,0,11:17:50.62,+26:37:32.9
J111750.72+263927.1,2216,312,53795,0.0285,114.2,65.2,420,14.84,1,0,11:17:50.72,+26:39:27.1
J111809.79+302424.4,2092,36,53460,0.0256,49.7,26.3,194,14.22,1,1,11:18:09.79,+30:24:24.4
J111811.58+302342.7,1979,275,53431,0.0263,49.7,26.3,194,13.94,1,1,11:18:11.58,+30:23:42.7
J111816.69+281537.6,2215,100,53793,0.0327,124.9,79.3,279,13.54,1,0,11:18:16.69,+28:15:37.6
J111817.80+281333.8,2215,82,53793,0.0318,124.9,79.3,279,14.06,1,0,11:18:17.80,+28:13:33.8
J111830.28+402554.0,1440,204,53084,0.1545,6.7,18.1,373,14.7,4,1,11:18:30.28,+40:25:54.0
J111830.68+402557.0,1980,587,53433,0.1559,6.7,18.1,373,17.68,2,1,11:18:30.68,+40:25:57.0
J111942.84+451610.2,1441,243,53083,0.2031,8.0,26.8,149,17.34,2,2,11:19:42.84,+45:16:10.2
J111943.35+451612.7,1365,429,53062,0.2036,8.0,26.8,149,17.81,0,2,11:19:43.35,+45:16:12.7
J111945.43+542849.6,1012,597,52649,0.0708,48.4,65.3,447,17.51,1,0,11:19:45.43,+54:28:49.6
J111946.09+542802.3,1013,487,52707,0.0692,48.4,65.3,447,15.37,1,0,11:19:46.09,+54:28:02.3
J111954.26+330524.4,2100,314,53713,0.0428,2.0,1.7,23,16.28,1,2,11:19:54.26,+33:05:24.4
J111954.39+330525.0,2107,31,53786,0.0427,2.0,1.7,23,14.17,1,2,11:19:54.39,+33:05:25.0
J112048.01+002807.0,280,396,51612,0.0242,36.7,18.1,83,13.95,1,0,11:20:48.01,+00:28:07.0
J112049.00+002733.4,279,629,51984,0.0245,36.7,18.1,83,15.51,0,0,11:20:49.00,+00:27:33.4
J112241.44+003906.4,280,490,51612,0.071,34.6,46.9,126,15.59,1,0,11:22:41.44,+00:39:06.4
J112243.74+003902.7,281,354,51614,0.0715,34.6,46.9,126,16.18,0,0,11:22:43.74,+00:39:02.7
J112302.11+342951.7,2100,361,53713,0.0208,132.6,55.7,134,13.62,2,0,11:23:02.11,+34:29:51.7
