,Name1,Name2,z1,z2,theta,r,gmag1,gmag2,RA1,Dec1,RA2,Dec2,Equinox,Coordinate_waveband,Coordinate_Source,System Type,z1_type,z2_type,Brightness_band1,Brightness_band2,Brightness_type1,Brightness_type2,delta_z,dV_rwp,Sep(kpc),Selection Method,Confirmation Method,Paper(s),Bibcode(s),DOI(s),RA1_deg,Dec1_deg,RA2_deg,Dec2_deg
82,SDSSJ0826+2942A,SDSSJ0825+2942B,1.065,1.072,137.7,798.1,18.78,19.88,8:26:4.57,+29:42:12.6,8:25:54.28,+29:42:44.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.007000000000000117,-1011.8414347146572,1118.251443761484,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,126.51904166666665,29.7035,126.47616666666664,29.712416666666666
83,SDSSJ0840+0526A,SDSSJ0840+0528B,2.243,2.244,156.3,926.9,19.05,20.24,8:40:33.84,+5:26:26.0,8:40:31.37,+5:28:57.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.001000000000000334,-92.18436654686664,1287.9748735416133,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,130.14099999999996,5.440555555555556,130.1307083333333,5.482722222222223
84,SDSSJ0841+3729A,SDSSJ0841+3730B,1.211,1.201,66.7,396.0,18.46,18.9,8:41:13.75,+37:29:31.9,8:41:14.06,+37:30:38.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.010000000000000009,1355.3874160298806,553.9029702913515,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,130.30729166666666,37.49219444444444,130.3085833333333,37.51069444444445
85,SDSSJ0841+2959A,SDSSJ0841+3000B,1.947,1.96,123.5,745.2,18.93,19.67,8:41:28.11,+29:59:41.2,8:41:19.92,+30:0:43.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0129999999999999,-1316.059310543506,1036.6596580992637,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,130.367125,29.994777777777777,130.333,30.012194444444443
86,SDSSJ0845+0711A,SDSSJ0845+0710B,0.536,0.537,62.2,278.7,18.47,19.24,8:45:41.53,+7:11:52.3,8:45:41.19,+7:10:50.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0010000000000000009,-194.59809198659755,393.66864470790966,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,131.42304166666665,7.197861111111111,131.42162499999998,7.180638888888889
87,SDSSJ0851+4111A,SDSSJ0851+4109B,1.705,1.701,134.9,819.3,18.89,19.75,8:51:53.48,+41:11:58.6,8:51:51.29,+41:9:46.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0040000000000000036,442.47108591003484,1141.896662935524,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,132.9728333333333,41.19961111111111,132.9637083333333,41.16277777777778
88,SDSSJ0856+5111A,SDSSJ0856+5111B,0.543,0.543,21.8,98.2,18.52,19.55,8:56:25.63,+51:11:37.4,8:56:26.71,+51:11:18.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0,0.0,138.8808182354887,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,134.10679166666665,51.19372222222222,134.11129166666666,51.18838888888889
89,SDSSJ0903+3156A,SDSSJ0903+3158B,0.906,0.909,155.8,866.1,18.85,19.21,9:3:35.28,+31:56:4.5,9:3:41.99,+31:58:14.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0030000000000000027,-470.2487262469343,1216.1497366268816,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,135.897,31.934583333333332,135.9249583333333,31.970805555555554
90,SDSSJ0904+0710A,SDSSJ0904+0710B,1.29,1.293,136.7,818.4,19.05,19.7,9:4:24.21,+7:10:15.9,9:4:33.32,+7:10:33.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0029999999999998916,-391.4464829338061,1144.2968256069119,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,136.10087499999997,7.171083333333334,136.1388333333333,7.175833333333333
91,SDSSJ0906+1001A,SDSSJ0906+0959B,1.694,1.684,127.3,773.7,17.78,18.45,9:6:57.8,+10:1:21.5,9:6:53.59,+9:59:30.4,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.010000000000000009,1111.9336787656246,1077.7638541108659,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,136.7408333333333,10.02263888888889,136.72329166666663,9.991777777777777
92,SDSSJ0907+0634A,SDSSJ0907+0634B,1.434,1.429,86.6,523.6,19.85,20.1,9:7:28.84,+6:34:22.1,9:7:23.24,+6:34:45.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.004999999999999893,614.8461524084169,731.3616511670573,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,136.87016666666665,6.572805555555555,136.84683333333334,6.579166666666667
93,SDSSJ0907+5203A,SDSSJ0907+5203B,0.952,0.954,85.4,481.4,19.02,19.3,9:7:43.96,+52:3:22.8,9:7:35.29,+52:3:52.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0020000000000000018,-306.1955162405818,675.6477705983859,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,136.93316666666664,52.05633333333333,136.89704166666664,52.06466666666666
94,SDSSJ0908+0626A,SDSSJ0908+0627B,1.573,1.586,85.9,521.9,19.33,20.19,9:8:16.84,+6:26:7.4,9:8:12.98,+6:27:11.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.013000000000000123,-1506.871610286541,727.708730413783,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,137.07016666666664,6.435388888888889,137.05408333333332,6.453111111111111
95,SDSSJ0909+0002A,SDSSJ0909+0002B,1.872,1.888,15.0,90.6,16.68,20.06,9:9:24.01,+0:2:11.0,9:9:23.13,+0:2:4.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.015999999999999792,-1661.0982939946414,126.33817966754208,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,137.35004166666664,0.03638888888888889,137.346375,0.034444444444444444
96,SDSSJ0911+4704A,SDSSJ0911+4703B,1.65,1.649,140.5,853.6,19.44,19.12,9:11:58.28,+47:4:43.6,9:11:48.38,+47:3:6.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0009999999999998899,112.85147739257287,1190.157235905525,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,137.99283333333332,47.07877777777778,137.9515833333333,47.05169444444444
97,SDSSJ0916+0220A,SDSSJ0916+0221B,1.49,1.494,86.4,523.7,18.97,19.96,9:16:57.72,+2:20:14.8,9:16:56.06,+2:21:37.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0040000000000000036,-479.9354854084788,730.9953832233618,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,139.2405,2.3374444444444444,139.2335833333333,2.3604444444444446
98,SDSSJ0918+4611A,SDSSJ0918+4609B,1.893,1.889,139.3,842.4,18.97,18.96,9:18:32.2,+46:11:38.2,9:18:40.45,+46:9:48.4,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0040000000000000036,413.6974844712157,1172.220858068151,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,139.6341666666667,46.19394444444444,139.66854166666667,46.163444444444444
99,SDSSJ0921+0912A,SDSSJ0921+0913B,1.773,1.778,116.8,709.0,19.37,20.26,9:21:47.78,+9:12:17.5,9:21:52.45,+9:13:51.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0050000000000001155,-538.6412491668798,987.1397386172873,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,140.4490833333333,9.20486111111111,140.46854166666662,9.231
100,SDSSJ0922+3651A,SDSSJ0922+3649B,1.627,1.622,156.1,948.7,18.29,18.64,9:22:11.56,+36:51:20.2,9:22:21.22,+36:49:35.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.004999999999999893,569.6317940466391,1322.492916550671,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,140.54816666666667,36.85561111111111,140.58841666666666,36.82655555555556
101,SDSSJ0931+0315A,SDSSJ0931+0315B,1.154,1.164,103.8,611.2,18.92,20.14,9:31:38.28,+3:15:10.2,9:31:31.37,+3:15:18.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.010000000000000009,-1384.8929892180006,855.6195459397254,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,142.90949999999998,3.2528333333333332,142.8807083333333,3.2550833333333333
102,SDSSJ0935+5512A,SDSSJ0935+5511B,1.802,1.793,91.9,557.0,20.05,20.19,9:35:55.37,+55:12:40.5,9:35:51.45,+55:11:15.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.009000000000000119,961.9278058922778,776.0190084695108,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,143.98070833333333,55.21125,143.964375,55.1875
103,SDSSJ0936+4455A,SDSSJ0936+4453B,1.215,1.217,124.5,739.3,19.76,20.76,9:36:53.67,+44:55:12.4,9:36:57.65,+44:53:15.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0020000000000000018,-269.8555407148433,1034.3782079665684,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,144.22362499999997,44.92011111111111,144.2402083333333,44.88758333333333
104,SDSSJ0947+5830A,SDSSJ0947+5830B,0.935,0.946,130.6,732.6,17.78,20.16,9:47:35.06,+58:30:46.7,9:47:51.56,+58:30:28.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.010999999999999899,-1694.9103728106907,1028.3439381278176,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,146.8960833333333,58.512972222222224,146.96483333333333,58.50780555555556
105,SDSSJ0949+3939A,SDSSJ0949+3936B,0.664,0.653,165.8,822.6,18.97,20.06,9:49:42.44,+39:39:26.2,9:49:39.93,+39:36:42.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.01100000000000001,1983.0954655304838,1159.3586820534526,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,147.42683333333332,39.65727777777778,147.416375,39.611916666666666
106,SDSSJ0954+3638A,SDSSJ0954+3640B,1.899,1.907,84.5,510.7,19.3,0.0,9:54:38.92,+36:38:51.0,9:54:38.72,+36:40:15.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.008000000000000007,-823.9736337018691,710.8876260873229,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,148.66216666666668,36.6475,148.66133333333332,36.67097222222222
107,SDSSJ0955+0616A,SDSSJ0955+0617B,1.279,1.271,44.0,263.3,18.07,20.29,9:55:56.38,+6:16:42.5,9:55:59.03,+6:17:1.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.008000000000000007,1051.425321037542,367.96341785164964,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,148.98491666666663,6.278472222222222,148.9959583333333,6.283861111111111
108,2QZJ1004-0232A,2QZJ1004-0235B,0.516,0.523,149.9,658.1,20.57,18.89,10:4:44.06,-2:32:40.3,10:4:45.67,-2:35:8.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.007000000000000006,-1377.4194770870076,930.3471351056863,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,151.18358333333333,-2.5445277777777777,151.19029166666667,-2.585611111111111
109,SDSSJ1005+0245A,SDSSJ1005+0245B,1.484,1.478,145.5,881.9,18.73,19.9,10:5:13.76,+2:45:10.3,10:5:23.32,+2:45:36.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.006000000000000005,723.0944687322103,1230.8246718094365,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,151.30733333333333,2.752861111111111,151.34716666666668,2.7600277777777777
110,SDSSJ1005+0259A,SDSSJ1005+0301B,0.907,0.897,156.5,869.9,18.91,20.29,10:5:52.25,+2:59:2.3,10:5:46.86,+3:1:16.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.010000000000000009,1572.0185790195765,1221.9954049032299,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,151.46770833333332,2.9839722222222225,151.44525,3.0211944444444443
111,2QZJ1015-0213A,2QZJ1015-0214B,1.577,1.561,73.3,445.5,20.46,19.98,10:15:42.07,-2:13:21.3,10:15:45.23,-2:14:17.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.016000000000000014,1862.1851336967386,620.9820119024417,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,153.92529166666665,-2.2225833333333336,153.93845833333333,-2.238138888888889
112,SDSSJ1016+4040A,SDSSJ1016+4040B,2.982,3.001,68.2,379.8,19.45,20.39,10:16:1.51,+40:40:52.9,10:16:5.84,+40:40:5.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.018999999999999684,-1423.2663958831147,526.3008411179159,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,154.00629166666667,40.68136111111111,154.02433333333332,40.668277777777774
113,SDSSJ1016+4531A,SDSSJ1016+4533B,1.385,1.377,120.4,726.4,19.36,20.44,10:16:9.92,+45:31:43.1,10:16:2.68,+45:33:16.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.008000000000000007,1004.6170722840463,1014.4914081679708,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,154.04133333333334,45.528638888888885,154.01116666666667,45.55458333333333
114,SDSSJ1016+4532A,SDSSJ1016+4531B,1.381,1.385,130.8,788.6,17.71,19.36,10:16:20.14,+45:32:57.7,10:16:9.92,+45:31:43.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0040000000000000036,-501.8880224727351,1101.8821225207994,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,154.08391666666665,45.54936111111111,154.04133333333334,45.528638888888885
115,SDSSJ1017+5627A,SDSSJ1017+5627B,1.539,1.531,68.8,417.7,19.15,19.19,10:17:3.18,+56:27:16.4,10:17:10.54,+56:27:48.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.008000000000000007,943.5873942480563,582.6437960568475,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,154.26324999999997,56.45455555555556,154.29391666666666,56.46338888888889
116,SDSSJ1027+5225A,SDSSJ1027+5226B,1.326,1.338,165.5,993.9,19.33,20.71,10:27:40.99,+52:25:5.1,10:27:25.95,+52:26:37.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.01200000000000001,-1538.5832968633351,1389.3250636733192,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,156.92079166666664,52.41808333333333,156.85812499999997,52.443666666666665
117,SDSSJ1027+0030A,2QZJ1027+0028B,1.128,1.14,148.6,871.0,18.33,19.25,10:27:53.84,+0:30:55.4,10:27:50.97,+0:28:33.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.01200000000000001,-1681.3362869323498,1220.1223302760586,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,156.9743333333333,0.5153888888888889,156.96237499999995,0.4758888888888889
118,2QZJ1028-0134A,2QZJ1028-0136B,2.294,2.31,139.8,826.3,20.49,20.19,10:28:32.61,-1:34:47.5,10:28:27.15,-1:36:40.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.016000000000000014,-1448.8103933609748,1147.6162537941561,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,157.135875,-1.5798611111111112,157.11312499999997,-1.6113333333333335
119,2QZJ1032+0114A,2QZJ1032+0112B,1.893,1.879,126.1,762.3,20.4,19.74,10:32:0.43,+1:14:21.9,10:32:6.59,+1:12:56.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.014000000000000012,1450.4419174106872,1061.1417817831575,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,158.00179166666663,1.2394166666666668,158.0274583333333,1.215611111111111
120,SDSSJ1032+0140A,2QZJ1032+0139B,1.463,1.45,55.1,333.5,18.86,20.46,10:32:44.65,+1:40:20.5,10:32:43.17,+1:39:30.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.013000000000000123,1582.3215083368498,465.8189309832288,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,158.18604166666665,1.672361111111111,158.17987499999998,1.6583333333333332
121,SDSSJ1034+6417A,SDSSJ1035+6418B,1.157,1.155,68.2,401.8,19.54,20.32,10:34:55.5,+64:17:45.4,10:35:5.53,+64:18:5.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0020000000000000018,277.3654319813505,562.4114620092569,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,158.73125,64.29594444444444,158.77304166666667,64.30147222222222
122,SDSSJ1037+0402A,SDSSJ1037+0402B,1.086,1.097,66.3,386.0,17.92,18.81,10:37:48.37,+4:2:42.2,10:37:43.97,+4:2:33.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.010999999999999899,-1572.544707534293,540.5326995745884,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,159.45154166666666,4.045055555555556,159.4332083333333,4.042722222222222
123,2QZJ1039+0146A,2QZJ1039+0144B,0.885,0.884,123.3,680.5,19.51,18.97,10:39:51.52,+1:46:25.2,10:39:47.04,+1:44:41.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0010000000000000009,158.66276410274372,955.961663699127,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,159.96466666666666,1.7736666666666665,159.946,1.7449444444444444
124,2QZJ1039-0129A,2QZJ1040-0130B,0.731,0.721,75.1,387.8,19.2,20.15,10:39:58.72,-1:29:50.0,10:40:0.67,-1:30:59.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.010000000000000009,1732.3145472408903,545.8109390311042,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,159.99466666666666,-1.4972222222222222,160.00279166666664,-1.5164444444444445
125,SDSSJ1042+4041A,SDSSJ1041+4042B,1.751,1.745,163.0,989.4,19.22,0.0,10:42:12.56,+40:41:22.8,10:41:58.98,+40:42:15.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.005999999999999783,652.8376498855022,1378.4031135909863,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,160.5523333333333,40.68966666666666,160.49575,40.70416666666667
126,SDSSJ1044+6352A,SDSSJ1044+6353B,1.535,1.535,72.2,438.0,20.5,20.41,10:44:14.0,+63:52:47.0,10:44:14.88,+63:53:59.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0,0.0,611.4023255423792,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,161.0583333333333,63.87972222222222,161.06199999999998,63.89972222222222
127,SDSSJ1047+5024A,SDSSJ1047+5022B,1.351,1.361,132.0,794.1,18.89,19.25,10:47:18.18,+50:24:8.6,10:47:22.17,+50:22:2.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.010000000000000009,-1269.0944538955666,1110.00256979993,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,161.82575,50.402388888888886,161.84237499999998,50.367305555555554
128,SDSSJ1052+6042A,SDSSJ1052+6042B,1.629,1.636,67.4,409.4,20.44,20.4,10:52:28.21,+60:42:10.0,10:52:20.12,+60:42:41.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.006999999999999895,-795.060322996809,571.0137958087671,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,163.11754166666665,60.70277777777778,163.08383333333333,60.71158333333334
129,SDSSJ1055+4757A,SDSSJ1055+4755B,0.54,0.532,149.3,671.3,18.9,18.89,10:55:49.1,+47:57:35.9,10:55:44.86,+47:55:12.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.008000000000000007,1557.281105678247,948.4928323297871,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,163.9545833333333,47.95997222222223,163.93691666666663,47.92022222222222
130,SDSSJ1101+0550A,SDSSJ1101+0552B,0.828,0.827,124.6,673.3,18.95,19.13,11:1:49.86,+5:50:33.6,11:1:51.37,+5:52:36.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0010000000000000009,163.61147886077774,946.3183212966102,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,165.45774999999998,5.842666666666666,165.46404166666665,5.876722222222223
131,SDSSJ1103+0318A,SDSSJ1104+0318B,1.943,1.926,57.3,345.7,18.36,19.04,11:3:57.72,+3:18:8.3,11:4:1.49,+3:18:17.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.017000000000000126,1732.1374521163,481.0710490674932,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,165.99049999999997,3.3023055555555554,166.00620833333332,3.304861111111111
132,SDSSJ1107+0033A,2QZJ1107+0034B,1.879,1.882,24.8,150.1,18.94,20.04,11:7:25.7,+0:33:53.9,11:7:27.08,+0:34:7.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0029999999999998916,-311.4041856474807,208.8186043688035,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,166.85708333333332,0.5649722222222223,166.86283333333333,0.5687777777777777
133,SDSSJ1113-0044A,2QZJ1113-0044B,1.487,1.5,162.3,983.7,18.82,19.39,11:13:44.85,-0:44:11.7,11:13:55.66,-0:44:7.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0129999999999999,-1558.8424250607254,1373.0490302945764,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,168.436875,-0.7365833333333333,168.48191666666665,-0.7354166666666666
