,Name1,Name2,z1,z2,theta,r,gmag1,gmag2,RA1,Dec1,RA2,Dec2,Equinox,Coordinate_waveband,Coordinate_Source,System Type,z1_type,z2_type,Brightness_band1,Brightness_band2,Brightness_type1,Brightness_type2,delta_z,dV_rwp,Sep(kpc),Selection Method,Confirmation Method,Paper(s),Bibcode(s),DOI(s),RA1_deg,Dec1_deg,RA2_deg,Dec2_deg
186,SDSSJ1343-0156A,SDSSJ1343-0155B,1.43,1.427,63.5,384.2,18.38,19.71,13:43:14.72,-1:56:14.9,13:43:16.15,-1:55:15.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0029999999999998916,369.363663901693,536.1892167689545,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,205.81133333333332,-1.9374722222222223,205.81729166666665,-1.9208333333333332
187,SDSSJ1352-0146A,2QZJ1352-0149B,0.579,0.58,202.0,940.6,18.88,19.91,13:52:4.19,-1:46:12.4,13:52:4.33,-1:49:34.4,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0010000000000000009,-189.30039255332653,1328.0125820156684,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,208.01745833333334,-1.770111111111111,208.01804166666665,-1.8262222222222222
188,2QZJ1354-0108A,2QZJ1354-0107B,1.986,1.993,55.5,334.2,19.54,20.13,13:54:40.4,-1:8:45.4,13:54:39.97,-1:7:50.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.007000000000000117,-700.1161167926797,464.9355944087153,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,208.66833333333332,-1.1459444444444444,208.66654166666663,-1.130638888888889
189,SDSSJ1407+6049A,SDSSJ1407+6047B,1.587,1.588,97.1,589.7,19.25,20.0,14:7:2.09,+60:49:14.6,14:7:4.2,+60:47:38.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.001000000000000112,-115.55555124069,822.6490343940308,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,211.7587083333333,60.82072222222222,211.76749999999998,60.79411111111111
190,2QZJ1411-0129A,2QZJ1411-0131B,0.99,0.978,152.5,868.6,19.96,19.75,14:11:7.51,-1:29:59.4,14:11:14.33,-1:31:52.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.01200000000000001,1808.4512022990202,1218.4016544187596,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,212.78129166666665,-1.4998333333333334,212.8097083333333,-1.53125
191,SDSSJ1426+6451A,SDSSJ1426+6452B,1.979,1.975,142.9,861.1,18.45,18.92,14:26:0.41,+64:51:33.1,14:26:18.91,+64:52:54.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0040000000000000036,401.746543567173,1197.5480649170615,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,216.5017083333333,64.85919444444444,216.57879166666666,64.88166666666666
192,SDSSJ1435-0220A,2QZJ1436-0220B,1.817,1.828,152.3,923.1,18.69,19.44,14:35:59.57,-2:20:56.4,14:36:9.14,-2:20:5.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.01100000000000012,-1165.274583252086,1285.4085411548654,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,218.9982083333333,-2.349,219.0380833333333,-2.334861111111111
193,SDSSJ1441-0200A,2QZJ1441-0203B,2.059,2.048,157.9,947.2,19.0,20.31,14:41:48.31,-2:0:46.0,14:41:45.96,-2:3:19.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.01100000000000012,1077.1211165294042,1317.3015919647437,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,220.45129166666663,-2.012777777777778,220.44149999999996,-2.0555
194,2QZJ1444+0025A,2QZJ1444+0023B,1.46,1.444,113.3,686.1,20.59,20.68,14:44:40.61,+0:25:17.7,14:44:45.03,+0:23:45.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.016000000000000014,1951.039590391015,957.7523481216704,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,221.1692083333333,0.42158333333333337,221.18762499999997,0.3960277777777778
195,SDSSJ1445+0226A,SDSSJ1445+0224B,0.606,0.605,128.3,610.8,18.27,19.17,14:45:7.84,+2:26:36.6,14:45:3.6,+2:24:45.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0010000000000000009,186.23479975113256,861.6973479438708,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,221.28266666666664,2.4435000000000002,221.26499999999996,2.4125555555555556
196,SDSSJ1448+4948A,SDSSJ1448+4948B,2.093,2.087,81.2,486.2,20.17,20.34,14:48:44.81,+49:48:34.9,14:48:53.02,+49:48:18.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.005999999999999783,580.5819770176413,676.0100544004209,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,222.1867083333333,49.80969444444444,222.22091666666665,49.805027777777774
197,SDSSJ1504+0331A,SDSSJ1504+0333B,0.557,0.553,137.4,627.7,18.89,20.29,15:4:39.5,+3:31:34.7,15:4:33.09,+3:33:13.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0040000000000000036,769.1305604688645,886.4902421307534,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,226.1645833333333,3.5263055555555556,226.13787499999995,3.553611111111111
198,SDSSJ1509+5057A,SDSSJ1509+5056B,2.362,2.367,119.6,703.2,18.74,18.94,15:9:32.23,+50:57:51.7,15:9:25.65,+50:56:9.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.004999999999999893,-444.34512544825407,976.5856139042723,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,227.38429166666663,50.96436111111112,227.35687499999997,50.936
199,SDSSJ1514+5359A,SDSSJ1515+5357B,1.65,1.638,146.0,886.9,18.98,20.08,15:14:53.34,+53:59:40.0,15:15:4.89,+53:57:55.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.01200000000000001,1357.027807515402,1236.7470209409728,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,228.72224999999995,53.99444444444445,228.77037499999997,53.96541666666667
200,SDSSJ1534+5156A,SDSSJ1534+5157B,1.327,1.319,101.9,611.9,18.96,19.07,15:34:49.5,+51:56:19.0,15:34:40.62,+51:57:19.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.008000000000000007,1029.6999172588198,855.4833675034008,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,233.70624999999995,51.93861111111111,233.66924999999998,51.95536111111112
201,SDSSJ1539+3333A,SDSSJ1539+3335B,1.919,1.926,105.7,638.5,19.4,20.16,15:39:13.57,+33:33:33.9,15:39:9.63,+33:35:7.4,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.006999999999999895,-716.1666375034787,888.4361925307995,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,234.80654166666665,33.559416666666664,234.790125,33.58538888888889
