SDSS1,z1,dV,rmag1,RA1,Dec1,SDSS2,z2,rmag2,RA2,Dec2,System Type,Selection Method,Name1,Name2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,Sep,Sep(kpc),dV_rwp,z1_type,z2_type,Paper(s),BibCode(s),DOI(s),Notes,Confirmation Method,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2
J094804.00+201808.4,0.0404,221.0,14.75,09:48:04.00,+20:18:08.4,J094809.15+201832.8,0.0396,14.89,09:48:09.15,+20:18:32.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094804.00+201808.4,J094809.15+201832.8,147.01666666666665,20.302333333333333,147.038125,20.30911111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,76.44771300882059,61.07226752966474,229.99996597632088,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094833.44+472203.5,0.0326,65.0,14.83,09:48:33.44,+47:22:03.5,J094842.05+472043.8,0.0323,14.72,09:48:42.05,+47:20:43.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094833.44+472203.5,J094842.05+472043.8,147.13933333333333,47.36763888888889,147.17520833333333,47.3455,J2000,Optical,SDSS,J2000,Optical,SDSS,118.34985791109403,77.00725845771942,86.88071878213708,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094846.42+045621.5,0.0905,382.0,15.74,09:48:46.42,+04:56:21.5,J094847.28+045629.8,0.0919,16.65,09:48:47.28,+04:56:29.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094846.42+045621.5,J094847.28+045629.8,147.19341666666668,4.939305555555555,147.197,4.941611111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,15.299208527107442,25.816454092419775,-383.61421163788344,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094913.52+011039.9,0.025,59.0,15.54,09:49:13.52,+01:10:39.9,J094922.92+010843.4,0.0252,13.58,09:49:22.92,+01:08:43.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094913.52+011039.9,J094922.92+010843.4,147.3063333333333,1.17775,147.3455,1.1453888888888888,J2000,Optical,SDSS,J2000,Optical,SDSS,182.87995909227178,92.09097484595081,-58.33577156462172,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094924.78+575645.1,0.1082,33.0,17.13,09:49:24.78,+57:56:45.1,J094925.57+575701.7,0.108,17.72,09:49:25.57,+57:57:01.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094924.78+575645.1,J094925.57+575701.7,147.35324999999997,57.94586111111111,147.35654166666666,57.950472222222224,J2000,Optical,SDSS,J2000,Optical,SDSS,17.751250440468862,35.09215396844989,53.96624809400145,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095053.37+343113.7,0.0523,170.0,15.58,09:50:53.37,+34:31:13.7,J095054.39+343105.3,0.0529,14.7,09:50:54.39,+34:31:05.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095053.37+343113.7,J095054.39+343105.3,147.722375,34.520472222222224,147.726625,34.518138888888885,J2000,Optical,SDSS,J2000,Optical,SDSS,15.148482774471375,15.446600750422016,-170.4350992089634,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095211.20+011044.2,0.0612,144.0,15.77,09:52:11.20,+01:10:44.2,J095212.37+011004.7,0.0617,15.48,09:52:12.37,+01:10:04.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095211.20+011044.2,J095212.37+011004.7,148.04666666666668,1.1789444444444446,148.05154166666665,1.1679722222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,43.22179221791119,51.03381910503099,-140.84506260949672,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095340.28+324323.9,0.0785,81.0,17.69,09:53:40.28,+32:43:23.9,J095340.75+324328.4,0.0788,16.07,09:53:40.75,+32:43:28.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095340.28+324323.9,J095340.75+324328.4,148.4178333333333,32.723305555555555,148.41979166666664,32.724555555555554,J2000,Optical,SDSS,J2000,Optical,SDSS,7.444962693669894,11.049680383587503,-83.15950332852546,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095424.61+335423.1,0.0864,13.0,16.57,09:54:24.61,+33:54:23.1,J095426.34+335351.7,0.0863,17.59,09:54:26.34,+33:53:51.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095424.61+335423.1,J095426.34+335351.7,148.60254166666667,33.906416666666665,148.60975,33.89769444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,38.07700545427005,61.63304678782336,27.52335797548435,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095432.76+563324.6,0.0731,208.0,17.0,09:54:32.76,+56:33:24.6,J095434.01+563326.4,0.0739,16.14,09:54:34.01,+56:33:26.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095432.76+563324.6,J095434.01+563326.4,148.63649999999998,56.55683333333333,148.64170833333333,56.55733333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,10.488840034377223,14.587960243407593,-222.8225121466447,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095434.32+023533.7,0.0709,37.0,17.68,09:54:34.32,+02:35:33.7,J095437.38+023441.4,0.0707,17.41,09:54:37.38,+02:34:41.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095434.32+023533.7,J095437.38+023441.4,148.643,2.5926944444444446,148.65574999999998,2.5781666666666663,J2000,Optical,SDSS,J2000,Optical,SDSS,69.55438887995535,94.06678560327657,55.84609588947848,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095502.11+162141.2,0.0753,90.0,16.51,09:55:02.11,+16:21:41.2,J095506.38+162145.9,0.0756,16.23,09:55:06.38,+16:21:45.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095502.11+162141.2,J095506.38+162145.9,148.75879166666664,16.361444444444444,148.7765833333333,16.362750000000002,J2000,Optical,SDSS,J2000,Optical,SDSS,61.63546968541746,88.07672850727623,-83.40694430708481,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095537.43+331816.3,0.0978,170.0,16.83,09:55:37.43,+33:18:16.3,J095538.29+331743.3,0.0972,17.58,09:55:38.29,+33:17:43.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095537.43+331816.3,J095538.29+331743.3,148.9059583333333,33.30452777777778,148.90954166666666,33.295361111111106,J2000,Optical,SDSS,J2000,Optical,SDSS,34.71670833687228,62.7776445878523,163.46240236474696,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095544.17+252223.4,0.0752,183.0,16.74,09:55:44.17,+25:22:23.4,J095545.73+252255.7,0.0758,15.83,09:55:45.73,+25:22:55.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095544.17+252223.4,J095545.73+252255.7,148.93404166666664,25.373166666666666,148.94054166666663,25.38213888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,38.604046811067704,55.09811953551362,-166.8061237018867,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095600.71+130806.8,0.07,34.0,15.55,09:56:00.71,+13:08:06.8,J095604.16+130743.7,0.0701,17.57,09:56:04.16,+13:07:43.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095600.71+130806.8,J095604.16+130743.7,149.00295833333334,13.135222222222222,149.01733333333334,13.128805555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,55.43858620273168,74.1024603777441,-27.94261944276455,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095616.64+373849.5,0.0224,159.0,14.35,09:56:16.64,+37:38:49.5,J095617.31+373524.1,0.023,14.23,09:56:17.31,+37:35:24.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095616.64+373849.5,J095617.31+373524.1,149.06933333333333,37.647083333333335,149.07212499999997,37.59002777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,205.55420194636295,93.03498505949398,-175.4179960524096,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095652.36+152313.1,0.0777,11.0,16.58,09:56:52.36,+15:23:13.1,J095655.94+152247.4,0.0777,16.72,09:56:55.94,+15:22:47.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095652.36+152313.1,J095655.94+152247.4,149.21816666666666,15.386972222222221,149.23308333333333,15.379833333333334,J2000,Optical,SDSS,J2000,Optical,SDSS,57.80354268884413,84.9957463088763,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095658.66+034640.6,0.0345,160.0,14.07,09:56:58.66,+03:46:40.6,J095659.05+034847.0,0.034,14.38,09:56:59.05,+03:48:47.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095658.66+034640.6,J095659.05+034847.0,149.24441666666664,3.7779444444444445,149.24604166666666,3.813055555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,126.53470883953453,86.93348110982157,144.54918178859745,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095737.39+165818.4,0.0685,202.0,15.73,09:57:37.39,+16:58:18.4,J095737.99+165804.0,0.0692,17.5,09:57:37.99,+16:58:04.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095737.39+165818.4,J095737.99+165804.0,149.40579166666666,16.971777777777778,149.40829166666663,16.967777777777776,J2000,Optical,SDSS,J2000,Optical,SDSS,16.776766519361413,21.982818542517627,-195.81791416704345,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095749.26+304915.8,0.1368,202.0,17.14,09:57:49.26,+30:49:15.8,J095750.50+304939.3,0.1361,17.23,09:57:50.50,+30:49:39.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095749.26+304915.8,J095750.50+304939.3,149.45524999999998,30.821055555555557,149.46041666666665,30.827583333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,28.4143321955034,68.75684326167895,184.16998561136393,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095850.26+011003.1,0.0564,65.0,15.5,09:58:50.26,+01:10:03.1,J095851.83+010943.6,0.0567,15.89,09:58:51.83,+01:09:43.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095850.26+011003.1,J095851.83+010943.6,149.70941666666667,1.167527777777778,149.7159583333333,1.162111111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,30.57160955014698,33.454642405136354,-84.89896189675414,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095900.23+174901.7,0.0254,278.0,13.75,09:59:00.23,+17:49:01.7,J095905.08+174917.2,0.0264,14.28,09:59:05.08,+17:49:17.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095900.23+174901.7,J095905.08+174917.2,149.7509583333333,17.817138888888888,149.77116666666663,17.821444444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,70.9731406720204,36.29355564937206,-291.4513392890575,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095925.84+011157.0,0.0983,9.0,16.38,09:59:25.84,+01:11:57.0,J095928.02+011143.6,0.0983,17.75,09:59:28.02,+01:11:43.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095925.84+011157.0,J095928.02+011143.6,149.85766666666666,1.1991666666666667,149.86675,1.1954444444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,35.332465644132625,64.18086828640217,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095937.31+241611.9,0.1279,91.0,16.49,09:59:37.31,+24:16:11.9,J095938.23+241601.6,0.1282,16.92,09:59:38.23,+24:16:01.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095937.31+241611.9,J095938.23+241601.6,149.9054583333333,24.269972222222222,149.90929166666663,24.26711111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,16.259105461527824,37.1543441996849,-79.5177504667335,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J095958.23+030232.9,0.0907,34.0,16.51,09:59:58.23,+03:02:32.9,J095958.89+030223.8,0.0906,16.89,09:59:58.89,+03:02:23.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J095958.23+030232.9,J095958.89+030223.8,149.99262499999998,3.042472222222222,149.99537499999997,3.039944444444444,J2000,Optical,SDSS,J2000,Optical,SDSS,13.43667096964363,22.718400877079738,27.41484430124188,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100118.00+042802.5,0.0814,390.0,15.64,10:01:18.00,+04:28:02.5,J100119.91+042850.2,0.0828,16.42,10:01:19.91,+04:28:50.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100118.00+042802.5,J100119.91+042850.2,150.32500000000002,4.467361111111111,150.33295833333332,4.480611111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,55.59782176544636,85.27785269128636,-386.84024104036564,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100133.68+033731.2,0.0437,299.0,15.58,10:01:33.68,+03:37:31.2,J100135.81+033647.8,0.0427,14.68,10:01:35.81,+03:36:47.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100133.68+033731.2,J100135.81+033647.8,150.3903333333333,3.6253333333333333,150.39920833333332,3.613277777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,53.8543833494332,46.35475331582812,286.61803231673497,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100140.47+095431.6,0.0564,107.0,16.22,10:01:40.47,+09:54:31.6,J100142.28+095558.1,0.0568,15.13,10:01:42.28,+09:55:58.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100140.47+095431.6,J100142.28+095558.1,150.418625,9.908777777777779,150.42616666666666,9.932805555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,90.54000624451156,99.07831405803049,-113.19325734887354,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100210.20+111838.6,0.1369,77.0,16.65,10:02:10.20,+11:18:38.6,J100211.80+111847.2,0.1366,17.26,10:02:11.80,+11:18:47.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100210.20+111838.6,J100211.80+111847.2,150.5425,11.310722222222223,150.54916666666662,11.313111111111112,J2000,Optical,SDSS,J2000,Optical,SDSS,25.055907109066634,60.6676552330426,78.90916950792004,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100212.89+111915.2,0.0552,46.0,18.81,10:02:12.89,+11:19:15.2,J100213.52+111911.0,0.055,14.81,10:02:13.52,+11:19:11.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100212.89+111915.2,J100213.52+111911.0,150.5537083333333,11.320888888888888,150.5563333333333,11.319722222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,10.173572007987534,10.911551114513276,56.67709170961361,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100217.37+102529.0,0.0599,64.0,16.14,10:02:17.37,+10:25:29.0,J100219.98+102627.1,0.0601,15.49,10:02:19.98,+10:26:27.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100217.37+102529.0,J100219.98+102627.1,150.572375,10.424722222222222,150.58324999999996,10.440861111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,69.69988120304424,80.67275937828161,-56.41509383752764,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100230.89+324252.4,0.049,450.0,14.82,10:02:30.89,+32:42:52.4,J100236.54+324224.3,0.0505,13.86,10:02:36.54,+32:42:24.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100230.89+324252.4,J100236.54+324224.3,150.62870833333332,32.714555555555556,150.65224999999998,32.70675,J2000,Optical,SDSS,J2000,Optical,SDSS,76.64631951448793,73.50997958802337,-427.2443639577013,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100259.39+300452.6,0.0808,35.0,16.72,10:02:59.39,+30:04:52.6,J100303.43+300459.4,0.081,16.44,10:03:03.43,+30:04:59.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100259.39+300452.6,J100303.43+300459.4,150.7474583333333,30.08127777777778,150.76429166666665,30.083166666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,52.87667021322859,80.56234510905375,-55.32426634116721,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100316.98+183416.1,0.079,247.0,17.39,10:03:16.98,+18:34:16.1,J100318.36+183420.3,0.0781,16.07,10:03:18.36,+18:34:20.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100316.98+183416.1,J100318.36+183420.3,150.82075,18.57113888888889,150.8265,18.572305555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,20.066522567329894,29.95464876820725,249.5016022952406,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100404.51+500807.0,0.0668,26.0,16.74,10:04:04.51,+50:08:07.0,J100408.18+500830.7,0.0667,15.58,10:04:08.18,+50:08:30.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100404.51+500807.0,J100408.18+500830.7,151.01879166666663,50.13527777777778,151.0340833333333,50.14186111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,42.50418596833933,54.41984551718167,28.02906016810661,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100447.68+464309.7,0.0242,143.0,14.03,10:04:47.68,+46:43:09.7,J100452.02+464124.1,0.0237,14.69,10:04:52.02,+46:41:24.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100447.68+464309.7,J100452.02+464124.1,151.19866666666664,46.71936111111111,151.21675,46.69002777777777,J2000,Optical,SDSS,J2000,Optical,SDSS,114.6488014603741,55.93895338708619,146.00321411026206,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100451.72+543530.5,0.0463,190.0,17.42,10:04:51.72,+54:35:30.5,J100451.83+543404.4,0.047,13.98,10:04:51.83,+54:34:04.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100451.72+543530.5,J100451.83+543404.4,151.2155,54.59180555555556,151.2159583333333,54.567888888888895,J2000,Optical,SDSS,J2000,Optical,SDSS,86.10531043218103,78.28181257587738,-199.97131476166942,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100602.14+071131.0,0.1218,354.0,18.62,10:06:02.14,+07:11:31.0,J100602.51+071131.8,0.1205,15.77,10:06:02.51,+07:11:31.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100602.14+071131.0,J100602.51+071131.8,151.50891666666666,7.191944444444444,151.5104583333333,7.192166666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,5.564144407138366,12.19222294304682,346.69747076543734,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100631.09+231523.2,0.0416,70.0,16.7,10:06:31.09,+23:15:23.2,J100633.44+231420.8,0.0418,14.7,10:06:33.44,+23:14:20.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100631.09+231523.2,J100633.44+231420.8,151.62954166666663,23.256444444444444,151.63933333333333,23.23911111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,70.30460856175098,57.750316466319134,-57.40616247377058,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100720.39+562003.8,0.1304,121.0,18.06,10:07:20.39,+56:20:03.8,J100720.56+562002.9,0.13,16.52,10:07:20.56,+56:20:02.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100720.39+562003.8,J100720.56+562002.9,151.8349583333333,56.33438888888889,151.83566666666667,56.334138888888894,J2000,Optical,SDSS,J2000,Optical,SDSS,1.6757746633713366,3.8932418352385016,105.82197509715269,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100749.77+005252.6,0.1215,155.0,17.14,10:07:49.77,+00:52:52.6,J100751.33+005305.9,0.1221,17.04,10:07:51.33,+00:53:05.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100749.77+005252.6,J100751.33+005305.9,151.95737499999998,0.8812777777777778,151.963875,0.8849722222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,26.913192379199174,58.84726397503656,-159.92154320720172,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100753.05+395031.9,0.064,194.0,16.49,10:07:53.05,+39:50:31.9,J100755.07+394926.4,0.0633,17.27,10:07:55.07,+39:49:26.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100753.05+395031.9,J100755.07+394926.4,151.97104166666665,39.842194444444445,151.9794583333333,39.824000000000005,J2000,Optical,SDSS,J2000,Optical,SDSS,69.50999722601686,85.5465447300246,196.7752337117878,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J100823.97+375039.2,0.0531,242.0,16.72,10:08:23.97,+37:50:39.2,J100828.06+375011.1,0.054,16.12,10:08:28.06,+37:50:11.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J100823.97+375039.2,J100828.06+375011.1,152.099875,37.84422222222222,152.11691666666664,37.83641666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,56.00863906660058,57.92964056448303,-255.4220975805949,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
