,System Type,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox,Coordinate_waveband,Coordinate_Source,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),delta_z,dV,Paper(s),BibCode(s),DOI(s)
159,Binary Quasar,SDSSJ1208-0207A,2QZJ1208-0209B,Overlapping Plates,Optical Spectroscopy,1.082,spec,1.077,spec,12:8:36.29,-2:7:26.5,182.1512083333333,-2.1240277777777776,12:8:28.18,-2:9:14.5,182.11741666666663,-2.154027777777778,J2000,Optical,SDSS,18.88,SDSS g PSF ext-corr,asinh,19.88,SDSS g PSF ext-corr,asinh,162.7,1325.5020842596375,0.0050000000000001155,718.9217789174687,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
160,Binary Quasar,2QZJ1209+0029A,2QZJ1209+0026B,Overlapping Plates,Optical Spectroscopy,1.319,spec,1.322,spec,12:9:19.63,+0:29:26.4,182.33179166666665,0.4906666666666667,12:9:22.39,+0:26:45.9,182.34329166666663,0.44608333333333333,J2000,Optical,SDSS,20.66,SDSS g PSF ext-corr,asinh,20.83,SDSS g PSF ext-corr,asinh,165.8,1391.1233292646893,-0.0030000000000001137,-386.55446032737103,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
161,Binary Quasar,2QZJ1212-0053A,2QZJ1212-0053B,Overlapping Plates,Optical Spectroscopy,2.459,spec,2.473,spec,12:12:56.11,-0:53:35.4,183.23379166666663,-0.8931666666666667,12:12:51.19,-0:53:40.8,183.21329166666663,-0.8946666666666666,J2000,Optical,SDSS,20.35,SDSS g PSF ext-corr,asinh,19.92,SDSS g PSF ext-corr,asinh,73.9,598.6266897188492,-0.01399999999999979,-1207.7273300505462,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
162,Binary Quasar,SDSSJ1213-0101A,2QZJ1213-0102B,Overlapping Plates,Optical Spectroscopy,2.507,spec,2.518,spec,12:13:10.43,-1:1:6.6,183.29345833333332,-1.0185,12:13:18.97,-1:2:2.6,183.32904166666665,-1.0340555555555557,J2000,Optical,SDSS,20.69,SDSS g PSF ext-corr,asinh,19.35,SDSS g PSF ext-corr,asinh,139.8,1127.8128871613112,-0.010999999999999677,-936.3678109343891,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
163,Binary Quasar,SDSSJ1214-0155A,2QZJ1214-0158B,Overlapping Plates,Optical Spectroscopy,1.201,spec,1.209,spec,12:14:5.58,-1:55:55.8,183.52324999999996,-1.9321666666666666,12:14:8.31,-1:58:12.2,183.53462499999998,-1.9700555555555557,J2000,Optical,SDSS,18.44,SDSS g PSF ext-corr,asinh,20.3,SDSS g PSF ext-corr,asinh,142.4,1181.133834241462,-0.008000000000000007,-1084.803686353124,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
164,Binary Quasar,2QZJ1217+0006A,2QZJ1217+0006B,Overlapping Plates,Optical Spectroscopy,1.784,spec,1.782,spec,12:17:36.18,+0:6:57.4,184.40074999999996,0.11594444444444445,12:17:35.03,+0:6:8.6,184.39595833333328,0.10238888888888889,J2000,Optical,SDSS,19.93,SDSS g PSF ext-corr,asinh,19.3,SDSS g PSF ext-corr,asinh,51.8,437.6508765436957,0.0020000000000000018,214.87600531431596,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
165,Binary Quasar,2QZJ1217+0055A,2QZJ1217+0055B,Overlapping Plates,Optical Spectroscopy,0.902,spec,0.901,spec,12:17:36.95,+0:55:22.7,184.40395833333332,0.9229722222222222,12:17:34.25,+0:55:22.2,184.39270833333333,0.9228333333333333,J2000,Optical,SDSS,20.24,SDSS g PSF ext-corr,asinh,19.92,SDSS g PSF ext-corr,asinh,40.5,315.7388926336903,0.0010000000000000009,157.24426995862254,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
166,Binary Quasar,SDSSJ1226-0112A,2QZJ1226-0113B,Overlapping Plates,Optical Spectroscopy,0.92,spec,0.92,spec,12:26:24.09,-1:12:34.5,186.60037499999999,-1.2095833333333332,12:26:25.58,-1:13:19.9,186.60658333333333,-1.2221944444444446,J2000,Optical,SDSS,17.39,SDSS g PSF ext-corr,asinh,19.82,SDSS g PSF ext-corr,asinh,50.6,396.6734725116356,0.0,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
167,Binary Quasar,SDSSJ1232+6149A,SDSSJ1233+6147B,Overlapping Plates,Optical Spectroscopy,1.837,spec,1.83,spec,12:32:58.68,+61:49:32.9,188.24449999999996,61.82580555555556,12:33:9.51,+61:47:57.6,188.289625,61.79933333333333,J2000,Optical,SDSS,19.91,SDSS g PSF ext-corr,asinh,19.83,SDSS g PSF ext-corr,asinh,122.4,1032.322306211413,0.006999999999999895,738.6613045928631,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
168,Binary Quasar,2QZJ1234+0154A,2QZJ1234+0154B,Overlapping Plates,Optical Spectroscopy,1.656,spec,1.667,spec,12:34:18.33,+1:54:23.2,188.57637499999998,1.9064444444444444,12:34:7.9,+1:54:18.5,188.53291666666664,1.9051388888888887,J2000,Optical,SDSS,20.67,SDSS g PSF ext-corr,asinh,19.99,SDSS g PSF ext-corr,asinh,156.4,1324.773486234652,-0.01100000000000012,-1235.7640257707649,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
169,Binary Quasar,SDSSJ1243+0103A,2QZJ1243+0102B,Overlapping Plates,Optical Spectroscopy,0.721,spec,0.719,spec,12:43:22.16,+1:3:47.9,190.8423333333333,1.0633055555555555,12:43:19.54,+1:2:28.6,190.83141666666663,1.041277777777778,J2000,Optical,SDSS,18.48,SDSS g PSF ext-corr,asinh,20.47,SDSS g PSF ext-corr,asinh,88.5,639.8066913689407,0.0020000000000000018,347.6743010836256,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
170,Binary Quasar,SDSSJ1247-0209A,2QZJ1247-0212B,Overlapping Plates,Optical Spectroscopy,1.324,spec,1.318,spec,12:47:18.06,-2:9:47.6,191.82524999999998,-2.163222222222222,12:47:16.39,-2:12:18.8,191.81829166666665,-2.2052222222222224,J2000,Optical,SDSS,18.84,SDSS g PSF ext-corr,asinh,19.79,SDSS g PSF ext-corr,asinh,153.3,1286.7214906617794,0.006000000000000005,772.9414057786295,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
171,Binary Quasar,SDSSJ1249+6128A,SDSSJ1249+6129B,Overlapping Plates,Optical Spectroscopy,1.803,spec,1.802,spec,12:49:38.91,+61:28:56.2,192.41212499999997,61.48227777777778,12:49:26.14,+61:29:19.3,192.35891666666663,61.48869444444445,J2000,Optical,SDSS,19.57,SDSS g PSF ext-corr,asinh,20.08,SDSS g PSF ext-corr,asinh,94.4,797.1037979086328,0.0009999999999998899,106.69045155486941,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
172,Binary Quasar,SDSSJ1251+0415A,SDSSJ1251+0416B,Overlapping Plates,Optical Spectroscopy,2.011,spec,2.023,spec,12:51:22.59,+4:15:47.5,192.844125,4.263194444444444,12:51:28.77,+4:16:2.5,192.86987499999998,4.267361111111111,J2000,Optical,SDSS,18.77,SDSS g PSF ext-corr,asinh,19.55,SDSS g PSF ext-corr,asinh,93.7,783.8771529447143,-0.01200000000000001,-1189.2561515876332,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
173,Binary Quasar,SDSSJ1257-0046A,2QZJ1257-0044B,Overlapping Plates,Optical Spectroscopy,1.632,spec,1.635,spec,12:57:56.58,-0:46:11.7,194.48574999999997,-0.7699166666666667,12:57:58.83,-0:44:41.2,194.49512499999997,-0.7447777777777778,J2000,Optical,SDSS,19.46,SDSS g PSF ext-corr,asinh,19.83,SDSS g PSF ext-corr,asinh,96.6,818.3848908728359,-0.0030000000000001137,-340.6112432086045,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
174,Binary Quasar,SDSSJ1300+0046A,2QZJ1300+0045B,Overlapping Plates,Optical Spectroscopy,1.871,spec,1.852,spec,13:0:29.02,+0:46:37.3,195.12091666666663,0.7770277777777779,13:0:19.22,+0:45:22.9,195.08008333333333,0.7563611111111112,J2000,Optical,SDSS,18.6,SDSS g PSF ext-corr,asinh,20.4,SDSS g PSF ext-corr,asinh,164.8,1388.0922688520163,0.018999999999999906,1985.300501418333,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
175,Binary Quasar,SDSSJ1300-0156A,2QZJ1300-0157B,Overlapping Plates,Optical Spectroscopy,1.622,spec,1.627,spec,13:0:45.56,-1:56:31.8,195.18983333333333,-1.9421666666666666,13:0:44.52,-1:57:13.5,195.1855,-1.9537499999999999,J2000,Optical,SDSS,18.26,SDSS g PSF ext-corr,asinh,19.72,SDSS g PSF ext-corr,asinh,44.5,377.0148037413047,-0.004999999999999893,-569.6317940466391,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
176,Binary Quasar,SDSSJ1302-0037A,2QZJ1302-0038B,Overlapping Plates,Optical Spectroscopy,1.674,spec,1.663,spec,13:2:8.27,-0:37:31.6,195.5344583333333,-0.6254444444444445,13:2:5.04,-0:38:50.9,195.521,-0.6474722222222222,J2000,Optical,SDSS,18.5,SDSS g PSF ext-corr,asinh,19.34,SDSS g PSF ext-corr,asinh,93.0,787.5930936015543,0.010999999999999899,1232.5224014163534,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
177,Binary Quasar,SDSSJ1308+6228A,SDSSJ1308+6230B,Overlapping Plates,Optical Spectroscopy,2.061,spec,2.077,spec,13:8:55.68,+62:28:39.1,197.23199999999997,62.47752777777778,13:8:48.47,+62:30:6.0,197.20195833333332,62.501666666666665,J2000,Optical,SDSS,19.26,SDSS g PSF ext-corr,asinh,20.36,SDSS g PSF ext-corr,asinh,100.2,835.8313938983712,-0.016000000000000014,-1558.803353921529,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
178,Binary Quasar,2QZJ1310-0101A,2QZJ1310-0100B,Overlapping Plates,Optical Spectroscopy,1.288,spec,1.286,spec,13:10:9.85,-1:1:4.8,197.54104166666664,-1.018,13:10:15.03,-1:0:27.9,197.56262499999997,-1.00775,J2000,Optical,SDSS,19.79,SDSS g PSF ext-corr,asinh,20.03,SDSS g PSF ext-corr,asinh,86.0,719.7705029816556,0.0020000000000000018,261.477868678549,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
179,Binary Quasar,SDSSJ1310+0044A,2QZJ1310+0043B,Overlapping Plates,Optical Spectroscopy,1.601,spec,1.588,spec,13:10:28.51,+0:44:8.9,197.61879166666665,0.7358055555555555,13:10:31.42,+0:43:20.1,197.63091666666665,0.7222500000000001,J2000,Optical,SDSS,19.23,SDSS g PSF ext-corr,asinh,19.74,SDSS g PSF ext-corr,asinh,65.5,554.945569418452,0.0129999999999999,1498.1598008459537,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
180,Binary Quasar,2QZJ1310+0008A,2QZJ1310+0006B,Overlapping Plates,Optical Spectroscopy,0.933,spec,0.926,spec,13:10:55.86,+0:8:14.5,197.73274999999995,0.1373611111111111,13:10:46.15,+0:6:33.7,197.69229166666662,0.10936111111111112,J2000,Optical,SDSS,19.07,SDSS g PSF ext-corr,asinh,20.3,SDSS g PSF ext-corr,asinh,177.1,1393.6818417924876,0.007000000000000006,1084.7334093028799,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
181,Binary Quasar,2QZJ1311+0150A,2QZJ1311+0150B,Overlapping Plates,Optical Spectroscopy,2.196,spec,2.18,spec,13:11:32.88,+1:50:34.1,197.88699999999997,1.8428055555555558,13:11:22.19,+1:50:17.6,197.8424583333333,1.8382222222222224,J2000,Optical,SDSS,21.0,SDSS g PSF ext-corr,asinh,20.56,SDSS g PSF ext-corr,asinh,161.1,1332.0206690549937,0.016000000000000014,1500.6179029711407,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
182,Binary Quasar,SDSSJ1327-0230A,2QZJ1327-0231B,Overlapping Plates,Optical Spectroscopy,2.35,spec,2.36,spec,13:27:58.84,-2:30:25.4,201.99516666666662,-2.5070555555555556,13:27:59.78,-2:31:40.3,201.9990833333333,-2.527861111111111,J2000,Optical,SDSS,19.13,SDSS g PSF ext-corr,asinh,19.66,SDSS g PSF ext-corr,asinh,76.2,622.8012963306846,-0.009999999999999787,-891.2051741063451,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
183,Binary Quasar,2QZJ1328-0157A,2QZJ1328-0157B,Overlapping Plates,Optical Spectroscopy,2.371,spec,2.361,spec,13:28:30.14,-1:57:32.8,202.1255833333333,-1.959111111111111,13:28:33.64,-1:57:27.9,202.14016666666663,-1.9577499999999999,J2000,Optical,SDSS,19.49,SDSS g PSF ext-corr,asinh,19.92,SDSS g PSF ext-corr,asinh,52.6,429.1916632473038,0.009999999999999787,888.2927517707053,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
184,Binary Quasar,SDSSJ1336+4651A,SDSSJ1335+4652B,Overlapping Plates,Optical Spectroscopy,2.057,spec,2.043,spec,13:36:1.15,+46:51:18.6,204.00479166666665,46.85516666666667,13:35:46.18,+46:52:22.8,203.94241666666665,46.873,J2000,Optical,SDSS,18.21,SDSS g PSF ext-corr,asinh,18.64,SDSS g PSF ext-corr,asinh,166.5,1389.2144915696726,0.01399999999999979,1372.4517871391727,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
185,Binary Quasar,2QZJ1343+0112A,2QZJ1343+0111B,Overlapping Plates,Optical Spectroscopy,2.126,spec,2.139,spec,13:43:7.34,+1:12:20.2,205.7805833333333,1.205611111111111,13:43:12.86,+1:11:21.5,205.80358333333334,1.1893055555555556,J2000,Optical,SDSS,19.43,SDSS g PSF ext-corr,asinh,18.94,SDSS g PSF ext-corr,asinh,101.4,842.397537420158,-0.0129999999999999,-1240.856588598837,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
186,Binary Quasar,SDSSJ1343-0156A,SDSSJ1343-0155B,Overlapping Plates,Optical Spectroscopy,1.43,spec,1.427,spec,13:43:14.72,-1:56:14.9,205.81133333333332,-1.9374722222222223,13:43:16.15,-1:55:15.0,205.81729166666665,-1.9208333333333332,J2000,Optical,SDSS,18.38,SDSS g PSF ext-corr,asinh,19.71,SDSS g PSF ext-corr,asinh,63.5,536.1892167689545,0.0029999999999998916,369.363663901693,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
187,Binary Quasar,SDSSJ1352-0146A,2QZJ1352-0149B,Overlapping Plates,Optical Spectroscopy,0.579,spec,0.58,spec,13:52:4.19,-1:46:12.4,208.01745833333334,-1.770111111111111,13:52:4.33,-1:49:34.4,208.01804166666665,-1.8262222222222222,J2000,Optical,SDSS,18.88,SDSS g PSF ext-corr,asinh,19.91,SDSS g PSF ext-corr,asinh,202.0,1328.0125820156684,-0.0010000000000000009,-189.30039255332653,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
188,Binary Quasar,2QZJ1354-0108A,2QZJ1354-0107B,Overlapping Plates,Optical Spectroscopy,1.986,spec,1.993,spec,13:54:40.4,-1:8:45.4,208.66833333333332,-1.1459444444444444,13:54:39.97,-1:7:50.3,208.66654166666663,-1.130638888888889,J2000,Optical,SDSS,19.54,SDSS g PSF ext-corr,asinh,20.13,SDSS g PSF ext-corr,asinh,55.5,464.9355944087153,-0.007000000000000117,-700.1161167926797,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
189,Binary Quasar,SDSSJ1407+6049A,SDSSJ1407+6047B,Overlapping Plates,Optical Spectroscopy,1.587,spec,1.588,spec,14:7:2.09,+60:49:14.6,211.7587083333333,60.82072222222222,14:7:4.2,+60:47:38.8,211.76749999999998,60.79411111111111,J2000,Optical,SDSS,19.25,SDSS g PSF ext-corr,asinh,20.0,SDSS g PSF ext-corr,asinh,97.1,822.6490343940308,-0.001000000000000112,-115.55555124069,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
190,Binary Quasar,2QZJ1411-0129A,2QZJ1411-0131B,Overlapping Plates,Optical Spectroscopy,0.99,spec,0.978,spec,14:11:7.51,-1:29:59.4,212.78129166666665,-1.4998333333333334,14:11:14.33,-1:31:52.5,212.8097083333333,-1.53125,J2000,Optical,SDSS,19.96,SDSS g PSF ext-corr,asinh,19.75,SDSS g PSF ext-corr,asinh,152.5,1218.4016544187596,0.01200000000000001,1808.4512022990202,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
191,Binary Quasar,SDSSJ1426+6451A,SDSSJ1426+6452B,Overlapping Plates,Optical Spectroscopy,1.979,spec,1.975,spec,14:26:0.41,+64:51:33.1,216.5017083333333,64.85919444444444,14:26:18.91,+64:52:54.0,216.57879166666666,64.88166666666666,J2000,Optical,SDSS,18.45,SDSS g PSF ext-corr,asinh,18.92,SDSS g PSF ext-corr,asinh,142.9,1197.5480649170615,0.0040000000000000036,401.746543567173,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
192,Binary Quasar,SDSSJ1435-0220A,2QZJ1436-0220B,Overlapping Plates,Optical Spectroscopy,1.817,spec,1.828,spec,14:35:59.57,-2:20:56.4,218.9982083333333,-2.349,14:36:9.14,-2:20:5.5,219.0380833333333,-2.334861111111111,J2000,Optical,SDSS,18.69,SDSS g PSF ext-corr,asinh,19.44,SDSS g PSF ext-corr,asinh,152.3,1285.4085411548654,-0.01100000000000012,-1165.274583252086,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
193,Binary Quasar,SDSSJ1441-0200A,2QZJ1441-0203B,Overlapping Plates,Optical Spectroscopy,2.059,spec,2.048,spec,14:41:48.31,-2:0:46.0,220.45129166666663,-2.012777777777778,14:41:45.96,-2:3:19.8,220.44149999999996,-2.0555,J2000,Optical,SDSS,19.0,SDSS g PSF ext-corr,asinh,20.31,SDSS g PSF ext-corr,asinh,157.9,1317.3015919647437,0.01100000000000012,1077.1211165294042,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
194,Binary Quasar,2QZJ1444+0025A,2QZJ1444+0023B,Overlapping Plates,Optical Spectroscopy,1.46,spec,1.444,spec,14:44:40.61,+0:25:17.7,221.1692083333333,0.42158333333333337,14:44:45.03,+0:23:45.7,221.18762499999997,0.3960277777777778,J2000,Optical,SDSS,20.59,SDSS g PSF ext-corr,asinh,20.68,SDSS g PSF ext-corr,asinh,113.3,957.7523481216704,0.016000000000000014,1951.039590391015,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
195,Binary Quasar,SDSSJ1445+0226A,SDSSJ1445+0224B,Overlapping Plates,Optical Spectroscopy,0.606,spec,0.605,spec,14:45:7.84,+2:26:36.6,221.28266666666664,2.4435000000000002,14:45:3.6,+2:24:45.2,221.26499999999996,2.4125555555555556,J2000,Optical,SDSS,18.27,SDSS g PSF ext-corr,asinh,19.17,SDSS g PSF ext-corr,asinh,128.3,861.6973479438708,0.0010000000000000009,186.23479975113256,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
196,Binary Quasar,SDSSJ1448+4948A,SDSSJ1448+4948B,Overlapping Plates,Optical Spectroscopy,2.093,spec,2.087,spec,14:48:44.81,+49:48:34.9,222.1867083333333,49.80969444444444,14:48:53.02,+49:48:18.1,222.22091666666665,49.805027777777774,J2000,Optical,SDSS,20.17,SDSS g PSF ext-corr,asinh,20.34,SDSS g PSF ext-corr,asinh,81.2,676.0100544004209,0.005999999999999783,580.5819770176413,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
197,Binary Quasar,SDSSJ1504+0331A,SDSSJ1504+0333B,Overlapping Plates,Optical Spectroscopy,0.557,spec,0.553,spec,15:4:39.5,+3:31:34.7,226.1645833333333,3.5263055555555556,15:4:33.09,+3:33:13.0,226.13787499999995,3.553611111111111,J2000,Optical,SDSS,18.89,SDSS g PSF ext-corr,asinh,20.29,SDSS g PSF ext-corr,asinh,137.4,886.4902421307534,0.0040000000000000036,769.1305604688645,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
198,Binary Quasar,SDSSJ1509+5057A,SDSSJ1509+5056B,Overlapping Plates,Optical Spectroscopy,2.362,spec,2.367,spec,15:9:32.23,+50:57:51.7,227.38429166666663,50.96436111111112,15:9:25.65,+50:56:9.6,227.35687499999997,50.936,J2000,Optical,SDSS,18.74,SDSS g PSF ext-corr,asinh,18.94,SDSS g PSF ext-corr,asinh,119.6,976.5856139042723,-0.004999999999999893,-444.34512544825407,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
199,Binary Quasar,SDSSJ1514+5359A,SDSSJ1515+5357B,Overlapping Plates,Optical Spectroscopy,1.65,spec,1.638,spec,15:14:53.34,+53:59:40.0,228.72224999999995,53.99444444444445,15:15:4.89,+53:57:55.5,228.77037499999997,53.96541666666667,J2000,Optical,SDSS,18.98,SDSS g PSF ext-corr,asinh,20.08,SDSS g PSF ext-corr,asinh,146.0,1236.7470209409728,0.01200000000000001,1357.027807515402,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
200,Binary Quasar,SDSSJ1534+5156A,SDSSJ1534+5157B,Overlapping Plates,Optical Spectroscopy,1.327,spec,1.319,spec,15:34:49.5,+51:56:19.0,233.70624999999995,51.93861111111111,15:34:40.62,+51:57:19.3,233.66924999999998,51.95536111111112,J2000,Optical,SDSS,18.96,SDSS g PSF ext-corr,asinh,19.07,SDSS g PSF ext-corr,asinh,101.9,855.4833675034008,0.008000000000000007,1029.6999172588198,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
201,Binary Quasar,SDSSJ1539+3333A,SDSSJ1539+3335B,Overlapping Plates,Optical Spectroscopy,1.919,spec,1.926,spec,15:39:13.57,+33:33:33.9,234.80654166666665,33.559416666666664,15:39:9.63,+33:35:7.4,234.790125,33.58538888888889,J2000,Optical,SDSS,19.4,SDSS g PSF ext-corr,asinh,20.16,SDSS g PSF ext-corr,asinh,105.7,888.4361925307995,-0.006999999999999895,-716.1666375034787,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
202,Binary Quasar,SDSSJ1546+4727A,SDSSJ1546+4728B,Overlapping Plates,Optical Spectroscopy,1.9,spec,1.89,spec,15:46:31.4,+47:27:52.9,236.6308333333333,47.46469444444445,15:46:34.35,+47:28:47.9,236.643125,47.47997222222222,J2000,Optical,SDSS,19.22,SDSS g PSF ext-corr,asinh,19.26,SDSS g PSF ext-corr,asinh,62.6,526.6224779158464,0.010000000000000009,1032.8121178134336,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
203,Binary Quasar,SDSSJ1547+3145A,SDSSJ1547+3146B,Overlapping Plates,Optical Spectroscopy,1.982,spec,1.99,spec,15:47:20.76,+31:45:21.4,236.83649999999997,31.755944444444445,15:47:33.18,+31:46:2.2,236.88824999999997,31.767277777777778,J2000,Optical,SDSS,17.97,SDSS g PSF ext-corr,asinh,20.02,SDSS g PSF ext-corr,asinh,163.7,1371.641753639191,-0.008000000000000007,-801.0702302726584,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
204,Binary Quasar,SDSSJ1555-0036A,SDSSJ1556-0036B,Overlapping Plates,Optical Spectroscopy,0.763,spec,0.753,spec,15:55:57.07,-0:36:8.4,238.98779166666662,-0.6023333333333333,15:56:1.32,-0:36:59.3,239.00549999999998,-0.6164722222222222,J2000,Optical,SDSS,17.37,SDSS g PSF ext-corr,asinh,18.8,SDSS g PSF ext-corr,asinh,81.6,602.5672703679621,0.010000000000000009,1700.7826016335116,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
205,Binary Quasar,SDSSJ1707+3329A,SDSSJ1707+3329B,Overlapping Plates,Optical Spectroscopy,1.711,spec,1.728,spec,17:7:57.55,+33:29:34.4,256.98979166666663,33.49288888888889,17:7:51.64,+33:29:20.1,256.9651666666666,33.48891666666667,J2000,Optical,SDSS,17.94,SDSS g PSF ext-corr,asinh,18.8,SDSS g PSF ext-corr,asinh,75.4,638.1735114691774,-0.016999999999999904,-1869.0753239781252,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
206,Binary Quasar,SDSSJ1710+3212A,SDSSJ1710+3214B,Overlapping Plates,Optical Spectroscopy,1.327,spec,1.333,spec,17:10:27.92,+32:12:35.3,257.61633333333333,32.20980555555556,17:10:36.79,+32:14:28.5,257.6532916666667,32.24125,J2000,Optical,SDSS,20.1,SDSS g PSF ext-corr,asinh,20.36,SDSS g PSF ext-corr,asinh,159.6,1339.8934784449732,-0.006000000000000005,-769.9558051166752,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
207,Binary Quasar,SDSSJ1718+3028A,SDSSJ1718+3026B,Overlapping Plates,Optical Spectroscopy,2.046,spec,2.026,spec,17:18:37.17,+30:28:52.8,259.654875,30.481333333333332,17:18:45.05,+30:26:47.2,259.6877083333333,30.446444444444445,J2000,Optical,SDSS,19.49,SDSS g PSF ext-corr,asinh,19.62,SDSS g PSF ext-corr,asinh,161.8,1350.8800875995676,0.020000000000000018,1969.675600353936,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
208,Binary Quasar,SDSSJ1718+6119A,SDSSJ1718+6118B,Overlapping Plates,Optical Spectroscopy,1.789,spec,1.806,spec,17:18:59.23,+61:19:34.4,259.7467916666667,61.32622222222223,17:18:48.29,+61:18:5.2,259.7012083333333,61.30144444444444,J2000,Optical,SDSS,18.69,SDSS g PSF ext-corr,asinh,19.77,SDSS g PSF ext-corr,asinh,119.1,1006.1083476706547,-0.017000000000000126,-1816.9626716624734,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
209,Binary Quasar,SDSSJ2051+0021A,SDSSJ2051+0021B,Overlapping Plates,Optical Spectroscopy,2.4,spec,2.401,spec,20:51:46.39,+0:21:37.0,312.94329166666665,0.36027777777777775,20:51:36.52,+0:21:19.5,312.9021666666667,0.35541666666666666,J2000,Optical,SDSS,19.82,SDSS g PSF ext-corr,asinh,20.01,SDSS g PSF ext-corr,asinh,149.0,1212.9128448063032,-0.0009999999999998899,-87.92824394518802,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
210,Binary Quasar,SDSSJ2058+0003A,SDSSJ2058+0005B,Overlapping Plates,Optical Spectroscopy,1.275,spec,1.273,spec,20:58:47.75,+0:3:44.9,314.6989583333333,0.06247222222222222,20:58:49.59,+0:5:35.1,314.7066249999999,0.09308333333333332,J2000,Optical,SDSS,20.09,SDSS g PSF ext-corr,asinh,20.14,SDSS g PSF ext-corr,asinh,113.6,949.6713422667217,0.0020000000000000018,262.9726844137238,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
211,Binary Quasar,SDSSJ2117-0601A,SDSSJ2117-0602B,Overlapping Plates,Optical Spectroscopy,1.771,spec,1.776,spec,21:17:28.92,-6:1:49.4,319.3705,-6.030388888888889,21:17:21.65,-6:2:36.7,319.3402083333333,-6.043527777777777,J2000,Optical,SDSS,17.97,SDSS g PSF ext-corr,asinh,19.45,SDSS g PSF ext-corr,asinh,118.3,999.8728624182137,-0.0050000000000001155,-539.0296684018818,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
