System Type,Equinox,Brightness1,Brightness_band1,Brightness_type1,Paper(s),BibCode(s),DOI(s),Notes,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA2,Dec2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Brightness2,Brightness_band2,Brightness_type2,dV,Coordinate_waveband1,Coordinate_Source1,Equinox1,Sep
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1136+0151,J1136+0151,X-Shaped Radio Source,-99,0.485,PHOT,-99,-99,11:36:49.98,+1:51:21.3,11:36:49.98,+1:51:21.3,174.20825,1.8559166666666667,174.20825,1.8559166666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1137+3709,J1137+3709,X-Shaped Radio Source,-99,0.388,PHOT,-99,-99,11:37:53.02,+37:9:13.3,11:37:53.02,+37:9:13.3,174.47091666666665,37.15369444444444,174.47091666666665,37.15369444444444,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J113713.6+310554,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,11:37:13.614,+31:5:54.9,11:37:13.614,+31:5:54.9,174.306725,31.098583333333334,174.306725,31.098583333333334,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J113753.6+370859,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,11:37:53.644,+37:8:59.79,11:37:53.644,+37:8:59.79,174.47351666666665,37.14994166666666,174.47351666666665,37.14994166666666,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1138+4950,J1138+4950,X-Shaped Radio Source,-99,0.51,SPEC/Q,-99,-99,11:38:16.62,+49:50:25.0,11:38:16.62,+49:50:25.0,174.56924999999998,49.84027777777778,174.56924999999998,49.84027777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1139+4507,J1139+4507,X-Shaped Radio Source,-99,,,-99,-99,11:39:52.06,+45:7:16.2,11:39:52.06,+45:7:16.2,174.96691666666663,45.12116666666667,174.96691666666663,45.12116666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1139+5312,J1139+5312,X-Shaped Radio Source,-99,0.327,PHOT,-99,-99,11:39:56.83,+53:12:11.8,11:39:56.83,+53:12:11.8,174.98679166666665,53.20327777777778,174.98679166666665,53.20327777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,16.6,r SDSS,asinh model mag,Cheung+2007 ; Proctor+2011 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2011ApJS..194...31P ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1140+1057,J1140+1057,X-Shaped Radio Source,-99,0.0808,-99,-99,-99,11:40:49.7,+10:57:56.3,11:40:49.7,+10:57:56.3,175.2070833333333,10.965638888888888,175.2070833333333,10.965638888888888,16.6,16.6,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1140+1743,J1140+1743,X-Shaped Radio Source,-99,0.012,SPEC,-99,-99,11:40:16.93,+17:43:40.8,11:40:16.93,+17:43:40.8,175.07054166666666,17.727999999999998,175.07054166666666,17.727999999999998,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1140-0519,J1140-0519,X-Shaped Radio Source,-99,,,-99,-99,11:40:54.34,-5:19:43.7,11:40:54.34,-5:19:43.7,175.22641666666664,-5.328805555555555,175.22641666666664,-5.328805555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1141-0347,J1141-0347,X-Shaped Radio Source,-99,0.695,PHOT,-99,-99,11:41:26.09,-3:47:8.9,11:41:26.09,-3:47:8.9,175.3587083333333,-3.7858055555555556,175.3587083333333,-3.7858055555555556,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J114148.4+265816,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,11:41:48.411,+26:58:16.93,11:41:48.411,+26:58:16.93,175.45171249999999,26.97136944444444,175.45171249999999,26.97136944444444,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1142+5800,J1142+5800,X-Shaped Radio Source,-99,0.574,PHOT,-99,-99,11:42:15.26,+58:0:1.9,11:42:15.26,+58:0:1.9,175.5635833333333,58.000527777777776,175.5635833333333,58.000527777777776,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J114254.7+200118,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,11:42:54.736,+20:1:18.83,11:42:54.736,+20:1:18.83,175.72806666666665,20.021897222222222,175.72806666666665,20.021897222222222,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1143+3328,J1143+3328,X-Shaped Radio Source,-99,0.689,PHOT,-99,-99,11:43:43.74,+33:28:52.3,11:43:43.74,+33:28:52.3,175.93224999999998,33.48119444444445,175.93224999999998,33.48119444444445,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1145+1529,J1145+1529,X-Shaped Radio Source,-99,0.068,SPEC,-99,-99,11:45:22.19,+15:29:43.2,11:45:22.19,+15:29:43.2,176.3424583333333,15.495333333333333,176.3424583333333,15.495333333333333,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1146+2643,J1146+2643,X-Shaped Radio Source,-99,0.503,PHOT,-99,-99,11:46:42.68,+26:43:20.5,11:46:42.68,+26:43:20.5,176.67783333333333,26.72236111111111,176.67783333333333,26.72236111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1151-0518,J1151-0518,X-Shaped Radio Source,-99,,,-99,-99,11:51:12.65,-5:18:16.2,11:51:12.65,-5:18:16.2,177.80270833333333,-5.3045,177.80270833333333,-5.3045,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J115114.2-051815,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,11:51:14.217,-5:18:15.3,11:51:14.217,-5:18:15.3,177.80923749999997,-5.30425,177.80923749999997,-5.30425,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1152+2016,J1152+2016,X-Shaped Radio Source,-99,0.444,PHOT,-99,-99,11:52:25.55,+20:16:2.1,11:52:25.55,+20:16:2.1,178.10645833333334,20.26725,178.10645833333334,20.26725,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1152-0005,J1152-0005,X-Shaped Radio Source,-99,,,-99,-99,11:52:19.52,-0:5:23.9,11:52:19.52,-0:5:23.9,178.08133333333333,-0.08997222222222222,178.08133333333333,-0.08997222222222222,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019 ; Joshi+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f,-99,J115500.0+441702,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,11:55:0.007,+44:17:2.12,11:55:0.007,+44:17:2.12,178.75002916666662,44.28392222222222,178.75002916666662,44.28392222222222,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1156+2138,J1156+2138,X-Shaped Radio Source,-99,0.622,SPEC,-99,-99,11:56:45.31,+21:38:8.8,11:56:45.31,+21:38:8.8,179.18879166666665,21.635777777777776,179.18879166666665,21.635777777777776,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1156+4115,J1156+4115,X-Shaped Radio Source,-99,0.163,SPEC,-99,-99,11:56:43.8,+41:15:28.5,11:56:43.8,+41:15:28.5,179.1825,41.25791666666667,179.1825,41.25791666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,18.3,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1200+6105,J1200+6105,X-Shaped Radio Source,-99,0.294,-99,-99,-99,12:0:6.0,+61:5:44.5,12:0:6.0,+61:5:44.5,180.02499999999998,61.09569444444445,180.02499999999998,61.09569444444445,18.3,18.3,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1201+3257,J1201+3257,X-Shaped Radio Source,-99,,,-99,-99,12:1:51.92,+32:57:0.6,12:1:51.92,+32:57:0.6,180.46633333333332,32.95016666666667,180.46633333333332,32.95016666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,203.0,1.4 GHz NVSS,Flux: mJy,Cheung+2007 ; Roberts+2018,2007AJ....133.2097C ; 2018ApJ...852...47R,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49, ,J1201-0703,J1201-0703,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,12:1:25.76,-7:3:11.0,12:1:25.76,-7:3:11.0,180.35733333333334,-7.053055555555555,180.35733333333334,-7.053055555555555,203.0,203.0,Flux: mJy,-99,Optical,USNO,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,21.1,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1202+4915,J1202+4915,X-Shaped Radio Source,-99,0.688,-99,-99,-99,12:2:35.1,+49:15:31.7,12:2:35.1,+49:15:31.7,180.64624999999998,49.258805555555554,180.64624999999998,49.258805555555554,21.1,21.1,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1202-0336,J1202-0336,X-Shaped Radio Source,-99,0.351,PHOT,-99,-99,12:2:51.32,-3:36:25.8,12:2:51.32,-3:36:25.8,180.7138333333333,-3.6071666666666666,180.7138333333333,-3.6071666666666666,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1206+2215,J1206+2215,X-Shaped Radio Source,-99,0.065,SPEC,-99,-99,12:6:33.35,+22:15:37.6,12:6:33.35,+22:15:37.6,181.6389583333333,22.260444444444445,181.6389583333333,22.260444444444445,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1206+3740,J1206+3740,X-Shaped Radio Source,-99,0.344,SPEC,-99,-99,12:6:32.55,+37:40:24.8,12:6:32.55,+37:40:24.8,181.63562499999998,37.67355555555555,181.63562499999998,37.67355555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,18.4,r SDSS,asinh model mag,Cheung+2007 ; Proctor+2011 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2011ApJS..194...31P ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1206+3812,J1206+3812,X-Shaped Radio Source,-99,0.838,-99,-99,-99,12:6:17.35,+38:12:34.9,12:6:17.35,+38:12:34.9,181.57229166666664,38.209694444444445,181.57229166666664,38.209694444444445,18.4,18.4,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,15.2,r SDSS,asinh model mag,Cheung+2007 ; Proctor+2011 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2011ApJS..194...31P ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1207+3352,J1207+3352,X-Shaped Radio Source,-99,0.0788,-99,-99,-99,12:7:32.92,+33:52:40.1,12:7:32.92,+33:52:40.1,181.88716666666664,33.877805555555554,181.88716666666664,33.877805555555554,15.2,15.2,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J120938.9+222053,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,12:9:38.979,+22:20:53.22,12:9:38.979,+22:20:53.22,182.4124125,22.348116666666666,182.4124125,22.348116666666666,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,16.6,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018,2007AJ....133.2097C ; 2018ApJ...852...47R,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49, ,J1210+1121,J1210+1121,X-Shaped Radio Source,-99,0.1963,-99,-99,-99,12:10:11.99,+11:21:2.7,12:10:11.99,+11:21:2.7,182.5499583333333,11.35075,182.5499583333333,11.35075,16.6,16.6,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,17.8,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1210-0341,J1210-0341,X-Shaped Radio Source,-99,0.26,-99,-99,-99,12:10:18.77,-3:41:53.3,12:10:18.77,-3:41:53.3,182.5782083333333,-3.6981388888888893,182.5782083333333,-3.6981388888888893,17.8,17.8,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J121037.6+315705,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,12:10:37.679,+31:57:5.64,12:10:37.679,+31:57:5.64,182.6569958333333,31.951566666666665,182.6569958333333,31.951566666666665,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,22.0,r SDSS,asinh model mag,Cheung+2007 ; Proctor+2011 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2011ApJS..194...31P ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1211+4539,J1211+4539,X-Shaped Radio Source,-99,0.698,-99,-99,-99,12:11:2.5,+45:39:14.4,12:11:2.5,+45:39:14.4,182.76041666666666,45.653999999999996,182.76041666666666,45.653999999999996,22.0,22.0,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1211+5717,J1211+5717,X-Shaped Radio Source,-99,0.73,PHOT,-99,-99,12:11:22.95,+57:17:52.8,12:11:22.95,+57:17:52.8,182.84562499999998,57.297999999999995,182.84562499999998,57.297999999999995,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J121159.6+545535,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,12:11:59.633,+54:55:35.58,12:11:59.633,+54:55:35.58,182.99847083333333,54.92655,182.99847083333333,54.92655,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1212+6140,J1212+6140,X-Shaped Radio Source,-99,,,-99,-99,12:12:13.14,+61:40:1.1,12:12:13.14,+61:40:1.1,183.05474999999998,61.66697222222222,183.05474999999998,61.66697222222222,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,19.9,r SDSS,asinh model mag,Cheung+2007 ; Proctor+2011 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018 ; Lal+2019,2007AJ....133.2097C ; 2011ApJS..194...31P ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S ; 2019AJ....157..195L,https://doi.org/10.1086/513095 ; https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-3881/ab1419,  Saripalli+ reject this object for reasons listed in their Table 3. Lal+2019 obtained additional radio imaging.,J1218+1955,J1218+1955,X-Shaped Radio Source,-99,0.424,-99,-99,-99,12:18:59.15,+19:55:28.0,12:18:59.15,+19:55:28.0,184.74645833333332,19.924444444444447,184.74645833333332,19.924444444444447,19.9,19.9,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1225+0051,J1225+0051,X-Shaped Radio Source,-99,0.575,PHOT,-99,-99,12:25:11.81,+0:51:52.6,12:25:11.81,+0:51:52.6,186.2992083333333,0.8646111111111111,186.2992083333333,0.8646111111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1225+1633,J1225+1633,X-Shaped Radio Source,-99,0.656,SPEC,-99,-99,12:25:50.51,+16:33:43.5,12:25:50.51,+16:33:43.5,186.4604583333333,16.562083333333334,186.4604583333333,16.562083333333334,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,19.7,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018,2007AJ....133.2097C ; 2018ApJ...852...47R,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49, ,J1227+2155,J1227+2155,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,12:27:49.45,+21:55:19.6,12:27:49.45,+21:55:19.6,186.95604166666664,21.92211111111111,186.95604166666664,21.92211111111111,19.7,19.7,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,168.0,1.4 GHz NVSS,Flux: mJy,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1227-0742,J1227-0742,X-Shaped Radio Source,-99,0.459,-99,-99,-99,12:27:12.5,-7:42:0.0,12:27:12.5,-7:42:0.0,186.8020833333333,-7.7,186.8020833333333,-7.7,168.0,168.0,Flux: mJy,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,17.8,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1228+2642,J1228+2642,X-Shaped Radio Source,-99,0.201,-99,-99,-99,12:28:3.83,+26:42:26.7,12:28:3.83,+26:42:26.7,187.0159583333333,26.707416666666667,187.0159583333333,26.707416666666667,17.8,17.8,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,512.0,1.4 GHz NVSS,Flux: mJy,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1232-0717,J1232-0717,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,12:32:52.5,-7:17:28.9,12:32:52.5,-7:17:28.9,188.21874999999997,-7.291361111111111,188.21874999999997,-7.291361111111111,512.0,512.0,Flux: mJy,-99,Optical,USNO,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1240-0023,J1240-0023,X-Shaped Radio Source,-99,0.343,PHOT,-99,-99,12:40:8.27,-0:23:40.7,12:40:8.27,-0:23:40.7,190.0344583333333,-0.39463888888888893,190.0344583333333,-0.39463888888888893,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1243+6404,J1243+6404,X-Shaped Radio Source,-99,,,-99,-99,12:43:16.02,+64:4:25.3,12:43:16.02,+64:4:25.3,190.81674999999998,64.07369444444444,190.81674999999998,64.07369444444444,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
