System Type,Equinox,Brightness1,Brightness_band1,Brightness_type1,Paper(s),BibCode(s),DOI(s),Notes,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA2,Dec2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Brightness2,Brightness_band2,Brightness_type2,dV,Coordinate_waveband1,Coordinate_Source1,Equinox1,Sep
Recoil Candidate / Binary AGN Candidate,-99,18.3,r SDSS,asinh model mag,Cheung+2007 ; Proctor+2011 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2011ApJS..194...31P ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1015+5944,J1015+5944,X-Shaped Radio Source,-99,0.5271,-99,-99,-99,10:15:41.14,+59:44:45.2,10:15:41.14,+59:44:45.2,153.92141666666666,59.74588888888889,153.92141666666666,59.74588888888889,18.3,18.3,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1017+6329,J1017+6329,X-Shaped Radio Source,-99,0.184,SPEC,-99,-99,10:17:32.51,+63:29:53.8,10:17:32.51,+63:29:53.8,154.38545833333333,63.49827777777778,154.38545833333333,63.49827777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1018+1058,J1018+1058,X-Shaped Radio Source,-99,0.453,SPEC,-99,-99,10:18:4.91,+10:58:44.6,10:18:4.91,+10:58:44.6,154.52045833333332,10.979055555555556,154.52045833333332,10.979055555555556,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1019+1134,J1019+1134,X-Shaped Radio Source,-99,0.78,PHOT,-99,-99,10:19:2.12,+11:34:33.7,10:19:2.12,+11:34:33.7,154.7588333333333,11.576027777777778,154.7588333333333,11.576027777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1021+1443,J1021+1443,X-Shaped Radio Source,-99,0.111,SPEC,-99,-99,10:21:56.67,+14:43:31.4,10:21:56.67,+14:43:31.4,155.486125,14.725388888888888,155.486125,14.725388888888888,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1022+5726,J1022+5726,X-Shaped Radio Source,-99,0.354,PHOT,-99,-99,10:22:14.52,+57:26:42.8,10:22:14.52,+57:26:42.8,155.5605,57.44522222222222,155.5605,57.44522222222222,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J102659.4+413923,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,10:26:59.401,+41:39:23.99,10:26:59.401,+41:39:23.99,156.74750416666666,41.656663888888886,156.74750416666666,41.656663888888886,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1027+4445,J1027+4445,X-Shaped Radio Source,-99,0.586,SPEC,-99,-99,10:27:4.63,+44:45:50.2,10:27:4.63,+44:45:50.2,156.76929166666665,44.76394444444445,156.76929166666665,44.76394444444445,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1031+0443,J1031+0443,X-Shaped Radio Source,-99,0.672,PHOT,-99,-99,10:31:18.85,+4:43:7.7,10:31:18.85,+4:43:7.7,157.82854166666667,4.718805555555556,157.82854166666667,4.718805555555556,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1032-0449,J1032-0449,X-Shaped Radio Source,-99,,,-99,-99,10:32:40.59,-4:49:38.8,10:32:40.59,-4:49:38.8,158.16912499999998,-4.827444444444445,158.16912499999998,-4.827444444444445,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J103257.3+273013,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,10:32:57.375,+27:30:13.7,10:32:57.375,+27:30:13.7,158.2390625,27.503805555555555,158.2390625,27.503805555555555,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1033+3530,J1033+3530,X-Shaped Radio Source,-99,0.611,PHOT,-99,-99,10:33:58.55,+35:30:7.2,10:33:58.55,+35:30:7.2,158.49395833333332,35.502,158.49395833333332,35.502,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1034+0533,J1034+0533,X-Shaped Radio Source,-99,0.141,SPEC,-99,-99,10:34:43.26,+5:33:19.7,10:34:43.26,+5:33:19.7,158.68024999999997,5.555472222222222,158.68024999999997,5.555472222222222,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1037-0128,J1037-0128,X-Shaped Radio Source,-99,0.406,PHOT,-99,-99,10:37:40.99,-1:28:0.6,10:37:40.99,-1:28:0.6,159.42079166666664,-1.4668333333333334,159.42079166666664,-1.4668333333333334,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1039+3540,J1039+3540,X-Shaped Radio Source,-99,0.569,SPEC,-99,-99,10:39:0.86,+35:40:50.1,10:39:0.86,+35:40:50.1,159.75358333333332,35.68058333333333,159.75358333333332,35.68058333333333,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1039+4648,J1039+4648,X-Shaped Radio Source,-99,0.531,SPEC,-99,-99,10:39:24.92,+46:48:11.5,10:39:24.92,+46:48:11.5,159.8538333333333,46.80319444444444,159.8538333333333,46.80319444444444,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,17.1,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1040+5056,J1040+5056,X-Shaped Radio Source,-99,0.1539,-99,-99,-99,10:40:22.48,+50:56:25.1,10:40:22.48,+50:56:25.1,160.09366666666665,50.940305555555554,160.09366666666665,50.940305555555554,17.1,17.1,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,14.8,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1043+3131,J1043+3131,X-Shaped Radio Source,-99,0.0357,-99,-99,-99,10:43:18.63,+31:31:6.1,10:43:18.63,+31:31:6.1,160.82762499999998,31.518361111111112,160.82762499999998,31.518361111111112,14.8,14.8,asinh model mag,-99,Optical,SDSS,J2000,-99.0
