Name1,z,Name2,z1,z2,z1_type,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),Notes,Coordinate_Source
J021047.02-100153.04,0.5401,J021047.02-100153.04,0.5401,-99.0,spec,-99,2:10:47.02,-10:01:53.04,32.6959,-10.0314,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J000259.10+004018.12,0.6007,J000259.10+004018.12,0.6007,-99.0,spec,-99,0:02:59.10,0:40:18.12,0.746236,0.671701,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J002827.78-004218.80,0.4178,J002827.78-004218.80,0.4178,-99.0,spec,-99,0:28:27.78,-0:42:18.80,7.11576,-0.705221,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J005009.82-003900.57,0.7276,J005009.82-003900.57,0.7276,-99.0,spec,-99,0:50:09.82,-0:39:00.57,12.5409,-0.650157,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J013942.14-000618.87,0.1969,J013942.14-000618.87,0.1969,-99.0,spec,-99,1:39:42.14,-0:06:18.87,24.9256,-0.105242,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J015813.92-005306.41,0.545,J015813.92-005306.41,0.545,-99.0,spec,-99,1:58:13.92,-0:53:06.41,29.558,-0.885114,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J081253.04+401859.76,0.5512,J081253.04+401859.76,0.5512,-99.0,spec,-99,8:12:53.04,40:18:59.76,123.221,40.3166,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J154340.08+493512.48,0.5117,J154340.08+493512.48,0.5117,-99.0,spec,-99,15:43:40.08,49:35:12.48,235.917,49.5868,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J164351.36+375721.24,0.5824,J164351.36+375721.24,0.5824,-99.0,spec,-99,16:43:51.36,37:57:21.24,250.964,37.9559,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J083946.08+384319.20,0.4246,J083946.08+384319.20,0.4246,-99.0,spec,-99,8:39:46.08,38:43:19.20,129.942,38.722,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J080523.28+281815.84,0.1284,J080523.28+281815.84,0.1284,-99.0,spec,-99,8:05:23.28,28:18:15.84,121.347,28.3044,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J092156.88+413108.04,0.4963,J092156.88+413108.04,0.4963,-99.0,spec,-99,9:21:56.88,41:31:08.04,140.487,41.5189,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J132529.28+592424.84,0.429,J132529.28+592424.84,0.429,-99.0,spec,-99,13:25:29.28,59:24:24.84,201.372,59.4069,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J105122.32+463410.56,0.2235,J105122.32+463410.56,0.2235,-99.0,spec,-99,10:51:22.32,46:34:10.56,162.843,46.5696,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J121849.92+502617.52,0.1992,J121849.92+502617.52,0.1992,-99.0,spec,-99,12:18:49.92,50:26:17.52,184.708,50.4382,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J104731.92+063603.71,0.435,J104731.92+063603.71,0.435,-99.0,spec,-99,10:47:31.92,6:36:03.71,161.883,6.60103,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J150919.20+452349.92,0.499,J150919.20+452349.92,0.499,-99.0,spec,-99,15:09:19.20,45:23:49.92,227.33,45.3972,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J153031.20+424656.28,0.345,J153031.20+424656.28,0.345,-99.0,spec,-99,15:30:31.20,42:46:56.28,232.63,42.7823,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J005138.59+011510.98,0.3915,J005138.59+011510.98,0.3915,-99.0,spec,-99,0:51:38.59,1:15:10.98,12.9108,1.25305,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J004340.10-005150.16,0.5849,J004340.10-005150.16,0.5849,-99.0,spec,-99,0:43:40.10,-0:51:50.16,10.9171,-0.863934,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J222433.36-003634.11,0.5883,J222433.36-003634.11,0.5883,-99.0,spec,-99,22:24:33.36,-0:36:34.11,336.139,-0.609475,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J215935.76+005814.11,0.4391,J215935.76+005814.11,0.4391,-99.0,spec,-99,21:59:35.76,0:58:14.11,329.899,0.970587,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J205446.08-000508.49,0.466,J205446.08-000508.49,0.466,-99.0,spec,-99,20:54:46.08,-0:05:08.49,313.692,-0.085691,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J204147.04-003332.11,0.4795,J204147.04-003332.11,0.4795,-99.0,spec,-99,20:41:47.04,-0:33:32.11,310.446,-0.55892,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J091240.08+053203.98,0.3909,J091240.08+053203.98,0.3909,-99.0,spec,-99,9:12:40.08,5:32:03.98,138.167,5.53444,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J085319.44+385239.00,0.1276,J085319.44+385239.00,0.1276,-99.0,spec,-99,8:53:19.44,38:52:39.00,133.331,38.8775,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J093834.80+452023.64,0.45,J093834.80+452023.64,0.45,-99.0,spec,-99,9:38:34.80,45:20:23.64,144.645,45.3399,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J074508.40+220047.16,0.585,J074508.40+220047.16,0.585,-99.0,spec,-99,7:45:08.40,22:00:47.16,116.285,22.0131,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J075330.00+230930.60,0.3366,J075330.00+230930.60,0.3366,-99.0,spec,-99,7:53:30.00,23:09:30.60,118.375,23.1585,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J123843.44+092736.65,0.0829,J123843.44+092736.65,0.0829,-99.0,spec,-99,12:38:43.44,9:27:36.65,189.681,9.46018,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J083130.24+070559.50,0.2326,J083130.24+070559.50,0.2326,-99.0,spec,-99,8:31:30.24,7:05:59.50,127.876,7.09986,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J095215.84+095018.85,0.5911,J095215.84+095018.85,0.5911,-99.0,spec,-99,9:52:15.84,9:50:18.85,148.066,9.83857,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J100239.84+091149.27,0.4185,J100239.84+091149.27,0.4185,-99.0,spec,-99,10:02:39.84,9:11:49.27,150.666,9.19702,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J125858.08+575022.20,0.1834,J125858.08+575022.20,0.1834,-99.0,spec,-99,12:58:58.08,57:50:22.20,194.742,57.8395,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J135122.80+420652.92,0.2833,J135122.80+420652.92,0.2833,-99.0,spec,-99,13:51:22.80,42:06:52.92,207.845,42.1147,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J151933.84+340635.28,0.1996,J151933.84+340635.28,0.1996,-99.0,spec,-99,15:19:33.84,34:06:35.28,229.891,34.1098,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J153230.72+363303.96,0.4389,J153230.72+363303.96,0.4389,-99.0,spec,-99,15:32:30.72,36:33:03.96,233.128,36.5511,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J103927.12+451215.48,0.579,J103927.12+451215.48,0.579,-99.0,spec,-99,10:39:27.12,45:12:15.48,159.863,45.2043,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J131137.44+454933.60,0.4627,J131137.44+454933.60,0.4627,-99.0,spec,-99,13:11:37.44,45:49:33.60,197.906,45.826,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J234538.64-010139.36,0.5499,J234538.64-010139.36,0.5499,-99.0,spec,-99,23:45:38.64,-1:01:39.36,356.411,-1.0276,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J011341.11+010608.50,0.2809,J011341.11+010608.50,0.2809,-99.0,spec,-99,1:13:41.11,1:06:08.50,18.4213,1.10236,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J011950.71+000736.69,0.6331,J011950.71+000736.69,0.6331,-99.0,spec,-99,1:19:50.71,0:07:36.69,19.9613,0.126858,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J024023.21+011432.75,0.4316,J024023.21+011432.75,0.4316,-99.0,spec,-99,2:40:23.21,1:14:32.75,40.0967,1.24243,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J075940.56+212037.32,0.6432,J075940.56+212037.32,0.6432,-99.0,spec,-99,7:59:40.56,21:20:37.32,119.919,21.3437,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J090226.88+300607.20,0.6091,J090226.88+300607.20,0.6091,-99.0,spec,-99,9:02:26.88,30:06:07.20,135.612,30.102,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J113023.76+115342.36,0.6088,J113023.76+115342.36,0.6088,-99.0,spec,-99,11:30:23.76,11:53:42.36,172.599,11.8951,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J032533.34-003216.53,0.3525,J032533.34-003216.53,0.3525,-99.0,spec,-99,3:25:33.34,-0:32:16.53,51.3889,-0.537925,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J135052.80+503739.72,0.6359,J135052.80+503739.72,0.6359,-99.0,spec,-99,13:50:52.80,50:37:39.72,207.72,50.6277,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J134733.36+121724.36,0.1204,J134733.36+121724.36,0.1204,-99.0,spec,-99,13:47:33.36,12:17:24.36,206.889,12.2901,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J135100.72+121040.80,0.567,J135100.72+121040.80,0.567,-99.0,spec,-99,13:51:00.72,12:10:40.80,207.753,12.178,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J073555.68+422034.80,0.3563,J073555.68+422034.80,0.3563,-99.0,spec,-99,7:35:55.68,42:20:34.80,113.982,42.343,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
