z1,z2,Name1,Name2,z2_type,RA,Dec,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),Notes,z1_type
1.838,1.838,J071803.09+402059.21,J071803.51+402102.70,spec,-99,-99,7:18:03.09,40:20:59.21,109.51288,40.34978,7:18:03.51,40:21:02.70,109.51462,40.35075,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,5.926,0.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.677,1.69,J092217.53-011755.79,J092217.54-011749.74,spec,-99,-99,9:22:17.53,-1:17:55.79,140.57305,-1.29883,9:22:17.54,-1:17:49.74,140.57307,-1.29715,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.032,-1448.4729624426413,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.961,1.961,J081831.73+362315.72,J081831.94+362310.18,spec,-99,-99,8:18:31.73,36:23:15.72,124.63222,36.3877,8:18:31.94,36:23:10.18,124.63308,36.38616,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.094,0.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
0.641,0.642,J155330.23+223010.22,J155330.55+223014.36,spec,-99,-99,15:53:30.23,22:30:10.22,238.37596,22.50284,15:53:30.55,22:30:14.36,238.3773,22.50399,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.111,-182.15045522906402,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.911,1.905,J091658.07+325222.94,J091658.55+325223.56,spec,-99,-99,9:16:58.07,32:52:22.94,139.24195,32.87304,9:16:58.55,32:52:23.56,139.24397,32.87321,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.122,616.91818799634,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.545,1.534,J075102.78+130333.98,J075102.86+130340.07,spec,-99,-99,7:51:02.78,13:03:33.98,117.76159,13.05944,7:51:02.86,13:03:40.07,117.76192,13.06113,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.166,1295.1307630122512,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
0.912,0.913,J143003.57+153945.22,J143003.89+153949.36,spec,-99,-99,14:30:03.57,15:39:45.22,217.51486,15.66256,14:30:03.89,15:39:49.36,217.5162,15.66371,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.265,-156.33985859526763,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.613,1.612,J125117.76-025125.74,J125117.92-025131.64,spec,-99,-99,12:51:17.76,-2:51:25.74,192.82401,-2.85715,12:51:17.92,-2:51:31.64,192.82468,-2.85879,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.378,114.44975657333362,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
2.108,2.108,J073315.33+442721.89,J073315.34+442715.12,spec,-99,-99,7:33:15.33,44:27:21.89,113.31387,44.45608,7:33:15.34,44:27:15.12,113.3139,44.4542,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.777,0.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
2.08,2.08,J140953.75+391959.99,J140953.88+391953.36,spec,-99,-99,14:09:53.75,39:19:59.99,212.47394,39.33333,14:09:53.88,39:19:53.36,212.47452,39.33149,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.79,0.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.637,1.645,J024820.80+000956.77,J024821.25+000957.24,spec,-99,-99,2:48:20.80,0:09:56.77,42.08668,0.16577,2:48:21.25,0:09:57.24,42.08856,0.1659,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.801,-905.7154535758751,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
0.876,0.882,J160623.57+540555.90,J160624.02+540601.62,spec,-99,-99,16:06:23.57,54:05:55.90,241.5982,54.09886,16:06:24.02,54:06:01.62,241.60007,54.10045,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.951,-954.7607381077521,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
2.145,2.163,J234819.20+005717.60,J234819.58+005721.49,spec,-99,-99,23:48:19.20,0:57:17.60,357.07998,0.95489,23:48:19.58,0:57:21.49,357.0816,0.95597,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.017,-1706.3906712209364,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.342,1.352,J161431.77+503043.49,J161431.83+503050.54,spec,-99,-99,16:14:31.77,50:30:43.49,243.63236,50.51208,16:14:31.83,50:30:50.54,243.63264,50.51404,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.092,-1273.960984192633,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
2.132,2.116,J105644.88-005933.47,J105645.25-005938.15,spec,-99,-99,10:56:44.88,-0:59:33.47,164.18701,-0.99263,10:56:45.25,-0:59:38.15,164.18854,-0.99393,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.214,1531.3599960653282,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.252,1.249,J135952.19+521921.00,J135952.95+521918.66,spec,-99,-99,13:59:52.19,52:19:21.00,209.96744,52.3225,13:59:52.95,52:19:18.66,209.97063,52.32185,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.374,398.5779166898562,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.907,1.914,J144657.76+240933.66,J144658.25+240936.79,spec,-99,-99,14:46:57.76,24:09:33.66,221.74066,24.15935,14:46:58.25,24:09:36.79,221.74272,24.16022,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.46,-719.1193861189345,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.485,1.477,J131806.78+224831.90,J131806.97+224838.92,spec,-99,-99,13:18:06.78,22:48:31.90,199.52823,22.80886,13:18:06.97,22:48:38.92,199.52904,22.81081,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.518,964.1248618890484,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.895,1.885,J102843.67+392936.96,J102844.29+392934.84,spec,-99,-99,10:28:43.67,39:29:36.96,157.18196,39.4936,10:28:44.29,39:29:34.84,157.18456,39.49301,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.539,1034.5989793016802,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.45,1.46,J113306.98+103658.90,J113307.47+103701.34,spec,-99,-99,11:33:06.98,10:36:58.90,173.27908,10.61636,11:33:07.47,10:37:01.34,173.28114,10.61704,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.671,-1217.9175550227317,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.945,1.946,J162358.59+145153.50,J162359.12+145153.75,spec,-99,-99,16:23:58.59,14:51:53.50,245.99411,14.86486,16:23:59.12,14:51:53.75,245.99634,14.86493,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.733,-101.51077622955818,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
0.726,0.731,J085952.08+091349.91,J085952.13+091357.72,spec,-99,-99,8:59:52.08,9:13:49.91,134.967,9.23053,8:59:52.13,9:13:57.72,134.96722,9.2327,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.87,-864.9099639072087,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
2.083,2.088,J133209.27+252301.39,J133209.69+252306.90,spec,-99,-99,13:32:09.27,25:23:01.39,203.03862,25.38372,13:32:09.69,25:23:06.90,203.04039,25.38525,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.969,-484.5240701819221,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
0.74,-99.0,J011812.03-010442.53,J011812.13-010441.52,-99,-99,-99,1:18:12.03,-1:04:42.53,19.55013,-1.07848,1:18:12.13,-1:04:41.52,19.55053,-1.0782,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.762,-99.0,-99,-99,Eftekharzadeh+2017 ; Lemon+2020,2017MNRAS.468...77E ; 2020MNRAS.494.3491L,https://doi.org/10.1093/mnras/stx412 ; https://doi.org/10.1093/mnras/staa652,-99. Nearly identical quasars and no lens galaxy detected.,spec
-99.0,-99.0,J115118.88+465235.11,J115119.05+465234.54,-99,-99,-99,11:51:18.88,46:52:35.11,177.82866,46.87642,11:51:19.05,46:52:34.54,177.82939,46.87626,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.897,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,1.365,J152050.04+263740.94,J152050.19+263740.87,spec,-99,-99,15:20:50.04,26:37:40.94,230.2085,26.62804,15:20:50.19,26:37:40.87,230.20911,26.62802,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.939,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J072827.75+260701.34,J072827.88+260702.53,-99,-99,-99,7:28:27.75,26:07:01.34,112.11562,26.11704,7:28:27.88,26:07:02.53,112.11615,26.11737,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.102,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J094516.93+222457.10,J094516.95+222459.26,-99,-99,-99,9:45:16.93,22:24:57.10,146.32053,22.41586,9:45:16.95,22:24:59.26,146.32063,22.41646,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.173,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J164018.11+104506.30,J164018.24+104505.08,-99,-99,-99,16:40:18.11,10:45:06.30,250.07547,10.75175,16:40:18.24,10:45:05.08,250.07599,10.75141,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.196,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J161658.26+363025.78,J161658.40+363027.29,-99,-99,-99,16:16:58.26,36:30:25.78,244.24273,36.50716,16:16:58.40,36:30:27.29,244.24332,36.50758,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.267,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
0.587,-99.0,J164311.34+315618.38,J164311.39+315620.65,-99,-99,-99,16:43:11.34,31:56:18.38,250.79727,31.93844,16:43:11.39,31:56:20.65,250.79745,31.93907,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.316,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
-99.0,-99.0,J104421.06+042950.82,J104421.23+042949.67,-99,-99,-99,10:44:21.06,4:29:50.82,161.08777,4.49745,10:44:21.23,4:29:49.67,161.08844,4.49713,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.678,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J074225.41+245144.28,J074225.60+245145.14,-99,-99,-99,7:42:25.41,24:51:44.28,115.60587,24.8623,7:42:25.60,24:51:45.14,115.60665,24.86254,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.695,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J212958.44+120023.80,J212958.54+120026.32,-99,-99,-99,21:29:58.44,12:00:23.80,322.49351,12.00661,21:29:58.54,12:00:26.32,322.4939,12.00731,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.868,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J093238.02+292410.84,J093238.05+292407.96,-99,-99,-99,9:32:38.02,29:24:10.84,143.1584,29.40301,9:32:38.05,29:24:07.96,143.15854,29.40221,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.918,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J034849.43-005253.33,J034849.62-005254.41,-99,-99,-99,3:48:49.43,-0:52:53.33,57.20597,-0.88148,3:48:49.62,-0:52:54.41,57.20677,-0.88178,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.071,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
0.161,-99.0,J103939.32+100253.02,J103939.53+100254.38,-99,-99,-99,10:39:39.32,10:02:53.02,159.91382,10.04806,10:39:39.53,10:02:54.38,159.91472,10.04844,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.46,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
-99.0,-99.0,J120504.59+175923.93,J120504.61+175919.82,-99,-99,-99,12:05:04.59,17:59:23.93,181.26913,17.98998,12:05:04.61,17:59:19.82,181.26921,17.98884,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,4.097,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J102344.89+170826.27,J102344.96+170830.48,-99,-99,-99,10:23:44.89,17:08:26.27,155.93706,17.14063,10:23:44.96,17:08:30.48,155.93733,17.1418,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,4.321,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J092456.85+092003.08,J092457.09+092006.36,-99,-99,-99,9:24:56.85,9:20:03.08,141.23689,9.33419,9:24:57.09,9:20:06.36,141.23787,9.3351,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,4.799,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,2.157,J075557.13+114303.61,J075557.51+114301.34,spec,-99,-99,7:55:57.13,11:43:03.61,118.98804,11.71767,7:55:57.51,11:43:01.34,118.98963,11.71704,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.078,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,1.98,J220355.99-083655.73,J220356.40-083657.38,spec,-99,-99,22:03:55.99,-8:36:55.73,330.98331,-8.61548,22:03:56.40,-8:36:57.38,330.98499,-8.61594,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.196,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
2.145,-99.0,J140927.43+054608.51,J140927.65+054602.96,-99,-99,-99,14:09:27.43,5:46:08.51,212.3643,5.76903,14:09:27.65,5:46:02.96,212.36519,5.76749,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.389,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
2.235,-99.0,J140716.81+093539.91,J140717.23+093541.64,-99,-99,-99,14:07:16.81,9:35:39.91,211.82006,9.59442,14:07:17.23,9:35:41.64,211.82181,9.5949,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.45,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
-99.0,-99.0,J161944.85+535502.24,J161945.36+535507.00,-99,-99,-99,16:19:44.85,53:55:02.24,244.93687,53.91729,16:19:45.36,53:55:07.00,244.939,53.91861,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.545,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
1.881,-99.0,J143609.15+313426.72,J143609.21+313420.06,-99,-99,-99,14:36:09.15,31:34:26.72,219.03812,31.57409,14:36:09.21,31:34:20.06,219.03838,31.57224,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.732,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.429,-99.0,J154744.64+075018.89,J154745.07+075021.37,-99,-99,-99,15:47:44.64,7:50:18.89,236.93602,7.83858,15:47:45.07,7:50:21.37,236.93781,7.83927,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.857,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.289,-99.0,J130132.51+053635.14,J130132.94+053637.58,-99,-99,-99,13:01:32.51,5:36:35.14,195.38545,5.60976,13:01:32.94,5:36:37.58,195.38724,5.61044,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.868,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
-99.0,1.031,J083751.94+160642.01,J083752.27+160636.97,spec,-99,-99,8:37:51.94,16:06:42.01,129.46641,16.11167,8:37:52.27,16:06:36.97,129.4678,16.11027,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.958,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,1.599,J103132.62+203558.81,J103133.02+203603.13,spec,-99,-99,10:31:32.62,20:35:58.81,157.8859,20.59967,10:31:33.02,20:36:03.13,157.88759,20.60087,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.165,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,1.487,J142853.23+082130.53,J142853.53+082124.88,spec,-99,-99,14:28:53.23,8:21:30.53,217.22181,8.35848,14:28:53.53,8:21:24.88,217.22305,8.35691,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.19,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
1.299,-99.0,J112501.38+325622.78,J112501.90+325619.86,-99,-99,-99,11:25:01.38,32:56:22.78,171.25573,32.93966,11:25:01.90,32:56:19.86,171.25793,32.93885,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.296,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.294,-99.0,J113303.87+370457.18,J113304.04+370450.12,-99,-99,-99,11:33:03.87,37:04:57.18,173.26611,37.08255,11:33:04.04,37:04:50.12,173.26685,37.08059,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.39,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
-99.0,-99.0,J120800.10-030402.35,J120800.57-030405.30,-99,-99,-99,12:08:00.10,-3:04:02.35,182.00043,-3.06732,12:08:00.57,-3:04:05.30,182.00238,-3.06814,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.61,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J133542.34+052331.88,J133542.83+052329.29,-99,-99,-99,13:35:42.34,5:23:31.88,203.92643,5.39219,13:35:42.83,5:23:29.29,203.92844,5.39147,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.648,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J171649.06+725013.06,J171649.69+725020.18,-99,-99,-99,17:16:49.06,72:50:13.06,259.20441,72.83696,17:16:49.69,72:50:20.18,259.20703,72.83894,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.649,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J084133.15+282454.00,J084133.71+282452.09,-99,-99,-99,8:41:33.15,28:24:54.00,130.38812,28.415,8:41:33.71,28:24:52.09,130.39046,28.41447,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.666,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J084124.86+020935.68,J084125.01+020943.06,-99,-99,-99,8:41:24.86,2:09:35.68,130.35357,2.15991,8:41:25.01,2:09:43.06,130.35422,2.16196,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.707,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
1.689,-99.0,J113557.95+342946.79,J113558.56+342945.96,-99,-99,-99,11:35:57.95,34:29:46.79,173.99144,34.49633,11:35:58.56,34:29:45.96,173.99402,34.4961,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.708,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
-99.0,-99.0,J232215.62+143056.77,J232216.02+143101.74,-99,-99,-99,23:22:15.62,14:30:56.77,350.56509,14.51577,23:22:16.02,14:31:01.74,350.56677,14.51715,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.719,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J152536.02+434431.60,J152536.55+434436.71,-99,-99,-99,15:25:36.02,43:44:31.60,231.40007,43.74211,15:25:36.55,43:44:36.71,231.40231,43.74353,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.772,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,1.837,J074803.36+434137.28,J074804.07+434138.54,spec,-99,-99,7:48:03.36,43:41:37.28,117.01401,43.69369,7:48:04.07,43:41:38.54,117.01696,43.69404,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.773,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
-99.0,-99.0,J232251.93-101831.43,J232252.02-101823.76,-99,-99,-99,23:22:51.93,-10:18:31.43,350.71638,-10.30873,23:22:52.02,-10:18:23.76,350.71677,-10.3066,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.804,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
