z1,z2,Name1,Name2,z2_type,RA,Dec,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),Notes,z1_type
-99.0,-99.0,KIDS1442-0147,-99,-99,14:42:14.,-01:47:40,14:42:14.,-01:47:40,220.5583333333333,-1.7944444444444443,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1442-0126,-99,-99,14:42:18,-01:26:24,14:42:18,-01:26:24,220.575,-1.44,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1448-0216,-99,-99,14:48:40,-02:16:23,14:48:40,-02:16:23,222.16666666666666,-2.2730555555555556,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1449+0045,-99,-99,14:59:15,+00:45:07,14:59:15,+00:45:07,224.81249999999997,0.7519444444444444,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1453+0039,-99,-99,14:53:47,+00:39:27,14:53:47,+00:39:27,223.4458333333333,0.6575,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1459-0241,-99,-99,14:59:57,-02:41:46,14:59:57,-02:41:46,224.98749999999995,-2.6961111111111116,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1518+0056,-99,-99,15:18:42,+00:56:09,15:18:42,+00:56:09,229.67499999999998,0.9358333333333333,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1530-0034,-99,-99,15:30:02,-00:34:15,15:30:02,-00:34:15,232.5083333333333,-0.5708333333333333,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1544-0009,-99,-99,15:44:55,-00:09:34,15:44:55,-00:09:34,236.22916666666663,-0.15944444444444444,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1547-0014,-99,-99,15:47:19,-00:14:21,15:47:19,-00:14:21,236.82916666666662,-0.23916666666666667,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1550+0221,-99,-99,15:50:57,+02:21:46,15:50:57,+02:21:46,237.73749999999998,2.362777777777778,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1551-0009,-99,-99,15:51:34,-00:09:02,15:51:34,-00:09:02,237.89166666666662,-0.15055555555555555,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2204-3222,-99,-99,22:04:22,-32:22:57,22:04:22,-32:22:57,331.0916666666666,-32.3825,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2219-3056,-99,-99,22:19:45,-30:56:01,22:19:45,-30:56:01,334.93749999999994,-30.933611111111112,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2224-3154,-99,-99,22:24:53,-31:54:35,22:24:53,-31:54:35,336.22083333333325,-31.90972222222222,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2228-2837,-99,-99,22:28:46,-28:37:48,22:28:46,-28:37:48,337.1916666666666,-28.63,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2232-3220,-99,-99,22:32:07,-32:20:22,22:32:07,-32:20:22,338.02916666666664,-32.339444444444446,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2232-3417,-99,-99,22:32:29,-34:17:04,22:32:29,-34:17:04,338.1208333333333,-34.28444444444444,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2236-3400,-99,-99,22:36:56,-34:00:02,22:36:56,-34:00:02,339.2333333333333,-34.00055555555556,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2241-3404,-99,-99,22:41:54,-34:04:42,22:41:54,-34:04:42,340.47499999999997,-34.07833333333333,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2243-3428,-99,-99,22:43:37,-34:28:20,22:43:37,-34:28:20,340.9041666666666,-34.47222222222222,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2259-3218,-99,-99,22:59:16,-32:18:41,22:59:16,-32:18:41,344.81666666666666,-32.311388888888885,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2300-3104,-99,-99,23:00:12,-31:04:07,23:00:12,-31:04:07,345.04999999999995,-31.06861111111111,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2318-3222,-99,-99,23:18:06,-32:22:17,23:18:06,-32:22:17,349.5249999999999,-32.37138888888889,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2335-3042,-99,-99,23:35:49,-30:42:05,23:35:49,-30:42:05,353.9541666666666,-30.70138888888889,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
1.76,1.76,J0127-1441,-99,spec,21.78539,-14.68861,1:27:08.49,-14:41:19.00,21.78539,-14.68861,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.96,-99,-99,-99,Lemon+2018,2018MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
0.65,0.65,J0139+3526,-99,spec,24.88888,35.43658,1:39:33.33,35:26:11.69,24.88888,35.43658,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.22,-99,-99,-99,Lemon+2018,2018MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
2.5,2.5,J0140+4107,-99,spec,25.2042,41.13331,1:40:49.01,41:07:59.92,25.2042,41.13331,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.44,-99,-99,-99,Lemon+2018,2018MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
-99.0,-99.0,J0723+4739,-99,spec,110.9366,47.65259,7:23:44.78,47:39:09.32,110.9366,47.65259,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99.0,-99,-99,-99,Lemon+2018,2018MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
1.49,1.49,J0812+3349,-99,spec,123.22844,33.83062,8:12:54.83,33:49:50.23,123.22844,33.83062,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.99,-99,-99,-99,Lemon+2018,2018MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
2.23,2.23,J1139+4143,-99,spec,174.9461,41.73088,11:39:47.06,41:43:51.17,174.9461,41.73088,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.3,-99,-99,-99,Lemon+2018,2018MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
0.61,0.61,J1540+4445,-99,spec,235.10759,44.75457,15:40:25.82,44:45:16.45,235.10759,44.75457,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.74,-99,-99,-99,Lemon+2018,2018MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
-99.0,-99.0,J1551+3157,-99,spec,237.77584,31.95027,15:51:06.20,31:57:00.97,237.77584,31.95027,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99.0,-99,-99,-99,Lemon+2018,2018MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
2.05,2.05,J1821+6005,-99,spec,275.37642,60.09062,18:21:30.34,60:05:26.23,275.37642,60.09062,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.48,-99,-99,-99,Lemon+2018,2018MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
1.64,1.64,J2032-2358,-99,spec,308.15741,-23.97291,20:32:37.78,-23:58:22.48,308.15741,-23.97291,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.91,-99,-99,-99,Lemon+2018 ; Lemon+2019,2018MNRAS.479.5060L ; 2019MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911 ; https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
1.52,1.52,J2057+0217,-99,spec,314.46696,2.29683,20:57:52.07,2:17:48.59,314.46696,2.29683,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.06,-99,-99,-99,Lemon+2018,2018MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
0.53,0.53,J2327+2238,-99,spec,351.75343,22.63698,23:27:00.82,22:38:13.13,351.75343,22.63698,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,0.55,-99,-99,-99,Lemon+2018,2018MNRAS.479.5060L,https://doi.org/10.1093/mnras/sty911,Nearly identical quasars and no lens galaxy detected.,spec
-99.0,-99.0,J1307+0642,-99,spec,196.92947,6.70376,13:07:43.07,6:42:13.54,196.92947,6.70376,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99.0,-99,-99,-99,Lemon+2019,2019MNRAS.483.4242L,https://doi.org/10.1093/mnras/sty3366,Nearly identical quasars and no lens galaxy detected.,spec
1.13,1.13,J1418-1610,-99,spec,214.57367,-16.16897,14:18:17.68,-16:10:08.29,214.57367,-16.16897,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99.0,-99,-99,-99,Lemon+2019,2019MNRAS.483.4242L,https://doi.org/10.1093/mnras/sty3366,Nearly identical quasars and no lens galaxy detected.,spec
1.38,1.38,J1428+0500,-99,spec,217.23102,5.00552,14:28:55.44,5:00:19.87,217.23102,5.00552,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99.0,-99,-99,-99,Lemon+2019,2019MNRAS.483.4242L,https://doi.org/10.1093/mnras/sty3366,Nearly identical quasars and no lens galaxy detected.,spec
1.49,1.49,J1554+5817,-99,spec,238.5769,58.29635,15:54:18.46,58:17:46.86,238.5769,58.29635,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99.0,-99,-99,-99,Lemon+2019,2019MNRAS.483.4242L,https://doi.org/10.1093/mnras/sty3366,Nearly identical quasars and no lens galaxy detected.,spec
1.96,1.96,J2316+0610,-99,spec,349.13353,6.18036,23:16:32.05,6:10:49.30,349.13353,6.18036,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99.0,-99,-99,-99,Lemon+2019,2019MNRAS.483.4242L,https://doi.org/10.1093/mnras/sty3366,Nearly identical quasars and no lens galaxy detected.,spec
-99.0,-99.0,000815-043634,-99,-99,-99,-99,0:08:14.65,-4:36:33.76,2.061059,-4.609377,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,003309-120520,-99,-99,-99,-99,0:33:08.94,-12:05:20.13,8.287252,-12.088925,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,6.8,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,004106+032726,-99,-99,-99,-99,0:41:05.53,3:27:25.94,10.273022,3.457205,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,004518+405433,-99,-99,-99,-99,0:45:18.21,40:54:33.18,11.325876,40.909217,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.1,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,012221+291431,-99,-99,-99,-99,1:22:21.11,29:14:31.45,20.587958,29.242069,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,012256+783855,-99,-99,-99,-99,1:22:55.99,78:38:54.77,20.733302,78.648546,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,012648+411136,-99,-99,-99,-99,1:26:47.55,41:11:35.53,21.698143,41.193204,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.1,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,013021+072516,-99,-99,-99,-99,1:30:20.62,7:25:16.43,22.585897,7.421231,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,014114-062740,-99,-99,-99,-99,1:41:13.88,-6:27:39.62,25.307825,-6.461006,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,014455+271137,-99,-99,-99,-99,1:44:55.35,27:11:37.02,26.230638,27.193616,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.9,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,014912+422843,-99,-99,-99,-99,1:49:11.95,42:28:43.05,27.299792,42.478624,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.8,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,015417+433319,-99,-99,-99,-99,1:54:17.20,43:33:19.16,28.571648,43.555321,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.7,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,022205-234144,-99,-99,-99,-99,2:22:05.24,-23:41:44.41,35.521817,-23.69567,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.1,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,022958+032031,-99,-99,-99,-99,2:29:58.18,3:20:30.97,37.492401,3.341935,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.1,-99,-99,-99,Rusu+2019 ; Lemon+2020,2019MNRAS.486.4987R ; 2020MNRAS.494.3491L,https://doi.org/10.1093/mnras/stz1142 ; https://doi.org/10.1093/mnras/staa652, . Nearly identical quasars and no lens galaxy detected.,-99
-99.0,-99.0,024245-100257,-99,-99,-99,-99,2:42:45.30,-10:02:56.67,40.688737,-10.049076,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,024950+260651,-99,-99,-99,-99,2:49:50.29,26:06:50.75,42.459532,26.114096,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.2,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,042022-101932,-99,-99,-99,-99,4:20:22.11,-10:19:31.85,65.092136,-10.325513,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.2,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,045048-280957,-99,-99,-99,-99,4:50:48.29,-28:09:57.32,72.701208,-28.165922,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,5.0,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,051623-043755,-99,-99,-99,-99,5:16:23.08,-4:37:54.52,79.096146,-4.631812,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.0,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,052026-045245,-99,-99,-99,-99,5:20:25.76,-4:52:44.68,80.10733,-4.879078,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,052902-032948,-99,-99,-99,-99,5:29:02.43,-3:29:47.93,82.260144,-3.496646,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,061215-193928,-99,-99,-99,-99,6:12:15.24,-19:39:27.75,93.063509,-19.657707,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.2,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,063019-264851,-99,-99,-99,-99,6:30:19.28,-26:48:50.82,97.580318,-26.814116,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,064505+505755,-99,-99,-99,-99,6:45:04.65,50:57:54.72,101.269368,50.965199,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.0,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,064519+380712,-99,-99,-99,-99,6:45:18.67,38:07:11.85,101.327789,38.119957,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,070249+530654,-99,-99,-99,-99,7:02:49.15,53:06:53.98,105.704772,53.114994,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.5,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,073017+152842,-99,-99,-99,-99,7:30:16.97,15:28:41.52,112.570702,15.4782,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.2,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,081357+103304,-99,-99,-99,-99,8:13:56.74,10:33:03.63,123.486422,10.551007,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.7,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,081806+524732,-99,-99,-99,-99,8:18:05.58,52:47:31.78,124.523269,52.792161,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.3,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
