System Type 1: Dual AGNs,ST1 Num AGNs,ST1 Confidence Flag,System Type 2: Binary AGNs,ST2 Num AGNs,ST2 Confidence Flag,System Type 3: Recoiling AGNs,ST3 Num AGNs,ST3 Confidence Flag,Literature Name,Selection Method,Analysis Method,Confirmation Method,Name1,z1,z1_type,RA1,Dec1,Coordinate_waveband1,Coordinate_Source1,Equinox1,Name2,z2,z2_type,RA2,Dec2,Equinox2,Coordinate_waveband2,Coordinate_Source2,Sep,Sep(kpc),dV,Paper(s),BibCode(s),DOI(s)
-99,-99,-0.5,-99,-99,-99.0,Recoil Candidate,-99,-99.0,CXOJ122518.6+144545,"{'Optical': ['Fiber Spectroscopy', 'Imaging', 'Spectroscopy'], 'X-ray': ['Imaging', 'Positional Offset']}","{'Optical': ['Fiber Spectroscopy', 'Imaging', 'Spectroscopy'], 'X-ray': ['Imaging', 'Positional Offset', 'Spectroscopy']}",{},CXOJ122518.6+144545 Off Nuclear,-99.0,-99,12:25:18.650,14:45:45.76,X-ray,Chandra,J2000,CXOJ122518.6+144545 GALAXY,0.0447,spec,12:25:18.860,14:45:47.704,J2000,Optical,SDSS,3.6,3.165814345066727,-99.0,Jonker+2010 ; Heida+2015,2010MNRAS.407..645J ; 2015MNRAS.454L..26H,https://doi.org/10.1111/j.1365-2966.2010.16943.x ; https://doi.org/10.1093/mnrasl/slv121
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,Mrk 739,"{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection']}","{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection', 'Imaging', 'Spectroscopy'], 'Optical': ['Imaging', 'Long-Slit Spectroscopy', 'Spectroscopy'], 'Radio': ['Imaging'], 'Submillimeter': ['Imaging']}","{'Optical': ['Imaging', 'Long-Slit Spectroscopy', 'Spectroscopy'], 'Radio': ['Imaging'], 'Submillimeter': ['Imaging'], 'X-ray': ['Imaging', 'Spectroscopy']}",Mrk 739W,0.02985,spec,11:36:28.93,+21:35:46.45,Optical,SDSS,J2000,Mrk 739E,0.02985,spec,11:36:29.330,+21:35:45.44,J2000,Infrared,Simbad,5.8,3.4669764456073304,0.0,Koss+2011 ; Imanishi+2014,2011ApJ...735L..42K ; 2014ApJ...780..106I,https://doi.org/10.1088/2041-8205/735/2/L42 ; https://doi.org/10.1088/0004-637X/780/1/106
Dual AGN Candidate,2,-1.0,-99,-99,-99.0,-99,-99,-99.0,NGC 3393,{'X-ray': ['Imaging']},"{'Near-IR': ['Colors', 'Imaging'], 'Optical': ['Astrometry', 'Imaging', 'Spectroscopy'], 'Radio': ['Imaging'], 'X-ray': ['Imaging']}",{},NGC 3393 NE,0.012575,spec,10:48:23.47,-25:09:43.1,X-ray,Chandra,J2000,NGC 3393 SW,0.012575,spec,10:48:23.45,-25:09:43.6,J2000,X-ray,Chandra,0.6,0.1542750663671678,0.0,Fabbiano+2011 ; Imanishi+2014 ; Koss+2015,2011Natur.477..431F ; 2014ApJ...780..106I ; 2015ApJ...807..149K,https://doi.org/10.1038/nature10364 ; https://doi.org/10.1088/0004-637X/780/1/106 ; https://doi.org/10.1088/0004-637X/807/2/149
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,J1629+4037,"{'Optical': ['Fiber Spectroscopy', 'Imaging', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Imaging', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging']}",{},J1629+4037NW,0.029,spec,16:29:57.5,+40:37:50.8,Optical,SDSS,J2000,J1629+4037SE,0.029,spec,16:29:58.1,+40:37:42.9,J2000,Optical,SDSS,9.9,5.755127900269483,0.0,Teng+2012,2012ApJ...753..165T,https://doi.org/10.1088/0004-637X/753/2/165
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,J1107+6506,"{'Optical': ['Fiber Spectroscopy', 'Imaging', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Imaging', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging']}",{},J1107+6506N,0.033,spec,11:07:13.3,+65:06:06.5,Optical,SDSS,J2000,J1107+6506S,0.033,spec,11:07:13.5,+65:05:53.2,J2000,Optical,SDSS,13.5,8.887629106039748,0.0,Teng+2012,2012ApJ...753..165T,https://doi.org/10.1088/0004-637X/753/2/165
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,IRAS 05589+2828,"{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection']}","{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection', 'Imaging', 'Spectroscopy'], 'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}",IRAS 05589+2828,0.032636,spec,06:02:10.4708953560,+28:28:19.407708696,Optical,GAIA,J2000,2MASX J06021107+2828382,-99.0,-99,06:02:11.0529910320,+28:28:38.214160428,J2000,Optical,GAIA,20.312334916610283,13.230746931636514,-99.0,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,IRAS 03219+4031,"{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection']}","{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection', 'Imaging', 'Spectroscopy'], 'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}",IRAS 03219+4031,0.0472,spec,03:25:12.9571890744,+40:41:52.876009500,Optical,GAIA,J2000,2MASX J03251221+4042021,0.04759,spec,03:25:12.2152711512,+40:42:01.990726488,J2000,Optical,GAIA,12.420317065392515,11.588665406947838,-111.3333517518791,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,UGC 11185,"{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection']}","{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection', 'Imaging', 'Spectroscopy'], 'Optical': ['Fiber Spectroscopy', 'Long-Slit Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Long-Slit Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}",J181611.72+423941.6 (J1816 NE),0.0411,spec,18:16:11.6269888848,+42:39:37.250088768,Optical,GAIA,J2000,J181609.37+423923.0 (J1816SW),0.0413,spec,18:16:09.3886288488,+42:39:23.010660432,J2000,Optical,GAIA,28.503261323802683,23.25289541019259,-57.43372978147935,Koss+2012 ; Hainline+2016,2012ApJ...746L..22K ; 2016ApJ...823...42H,https://doi.org/10.1088/2041-8205/746/2/L22 ; https://10.3847/0004-637X/823/1/42
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,Mrk 268,"{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection']}","{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection', 'Imaging', 'Spectroscopy'], 'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}",Mrk 268,0.04039,spec,13:41:11.1362655600,+30:22:41.249229816,Optical,GAIA,J2000,Mrk 268SE,0.04018,spec,13:41:15.3483354336,+30:22:18.589128168,J2000,Optical,GAIA,59.030958571069775,47.147323950783104,60.358458845661744,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,NGC 7679,"{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection']}","{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection', 'Imaging', 'Spectroscopy'], 'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}",NGC 7679,0.017325,-99,23:28:46.6613717400,+03:30:41.013578196,Optical,GAIA,J2000,NGC 7682,0.01723,-99,23:29:03.9181335984,+03:31:59.921415444,J2000,Optical,GAIA,270.14365226551905,95.1488034263896,27.92256777336044,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,M106,"{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection']}","{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection', 'Imaging', 'Spectroscopy'], 'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}",M106,0.0016,spec,12:18:57.620,+47:18:13.39,Near-IR,2MASS,J2000,NGC 4220,0.00312,spec,12:16:11.7271475400,+47:53:00.116701188,J2000,Optical,GAIA,2677.7678572969853,172.80924441036686,-453.4096918543924,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,NGC 3227,"{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection']}","{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection', 'Imaging', 'Spectroscopy'], 'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}",NGC 3227,0.003763,-99,10:23:30.5765149296,+19:51:54.282206700,Optical,GAIA,J2000,NGC 3226,0.00423,-99,10:23:27.0064075320,+19:53:54.674937420,J2000,Optical,GAIA,130.5010041308503,11.402619841411497,-139.0771705353486,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,NGC 2992,"{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection']}","{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection', 'Imaging', 'Spectroscopy'], 'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}",NGC 2992,0.007296,-99,09:45:42.045,-14:19:34.90,Near-IR,2MASS,J2000,NGC 2993,0.008137,-99,09:45:48.325,-14:22:06.02,J2000,Near-IR,2MASS,176.5389777431184,29.53151056381597,-249.53343149121343,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,NGC 1052,"{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection']}","{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection', 'Imaging', 'Spectroscopy'], 'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}",NGC 1052,0.00498,spec,02:41:04.79849989,-08:15:20.7519527,Radio,ICRF,J2000,NGC 1042,0.0046,spec,02:40:23.9724818544,-08:26:00.736256616,J2000,Optical,GAIA,881.307408373967,90.57523134889593,113.0783506378078,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,MCG +04-48-002,"{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection']}","{'Hard X-ray': ['BAT Selection'], 'X-ray': ['BAT Selection', 'Imaging', 'Spectroscopy'], 'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}",MCG +04-48-002,0.01481,spec,20:28:35.061,+25:44:00.18,Near-IR,2MASS,J2000,NGC 6921,0.01523,spec,20:28:28.8658027224,+25:43:24.094324884,J2000,Optical,GAIA,91.16153000578028,28.29755953036511,-123.7216947692164,Winter+2008 ; Koss+2012 ; Koss+2016,2008ApJ...674..686W ; 2012ApJ...746L..22K ; 2016ApJ...824L...4K,https://doi.org/10.1086/525274 ; https://doi.org/10.1088/2041-8205/746/2/L22 ; https://doi.org/10.3847/2041-8205/824/1/L4
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,4C60.07,{'Submillimeter': ['Imaging']},"{'Mid-IR': ['Imaging', 'Spectroscopy'], 'Optical': ['Imaging'], 'Submillimeter': ['Imaging']}","{'Mid-IR': ['Imaging', 'Spectroscopy'], 'Optical': ['Imaging'], 'Submillimeter': ['Imaging']}",4C60.07 Radio Core,3.78,spec,05:12:55.147,+60:30:51.01,4.7 GHz,VLA,J2000,4C60.07 B,3.78,spec,05:12:54.71,+60:30:48.8,J2000,890 micron,Submillimetre Array (SMA),3.91076952573099,27.81638624085076,0.0,Ivison+2008 ; Sedgwick+2013,2008MNRAS.390.1117I ; 2013MNRAS.436..395S,https://doi.org/10.1111/j.1365-2966.2008.13811.x ; https://doi.org/10.1093/mnras/stt1572
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,SDSS J142507.32+323137.4,"{'Optical': ['Double-Peaked Spectroscopic Emission Lines', 'Fiber Spectroscopy', 'Spectroscopy']}","{'Optical': ['Double-Peaked Spectroscopic Emission Lines', 'Fiber Spectroscopy', 'Spectroscopy'], 'Radio': ['Imaging']}",{},J1425+3231 NW,0.478,spec,14:25:07.32669,32:31:37.5133,5 GHz,EVN,J2000,J1425+3231 SE,0.478,spec,14:25:07.34535,32:31:37.1384,J2000,1.7 GHz,EVN,0.00443,0.0263910895332397,0.0,Peng+2011 ; Frey+2012,2011RAA....11..411P ; 2012MNRAS.425.1185F,https://doi.org/10.1088/1674-4527/11/4/004 ; https://doi.org/10.1111/j.1365-2966.2012.21491.x
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,J0038+4128,"{'Optical': ['Fiber Spectroscopy', 'Imaging', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'UV': ['Imaging', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Imaging', 'Long-Slit Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'UV': ['Imaging', 'Spectroscopy']}","{'Optical': ['Long-Slit Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'UV': ['Spectroscopy']}",J0038+4128N,0.07328,spec,00:38:33.05,+41:28:53.48,Optical (Fiber Position),LAMOST / HST,J2000,J0038+4128S,0.07177,spec,00:38:33.12,+41:28:50.30,J2000,Optical (Fiber Position),LAMOST / HST,3.44,4.795152368546243,420.9596757825015,Huang+2014 ; Zhang+2016,2014MNRAS.439.2927H ; 2016RAA....16...41Z,https://doi.org/10.1093/mnras/stu334 ; https://doi.org/10.1088/1674-4527/16/3/041
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,SDSS J140737.17+442856.2,"{'Mid-IR': ['Colors', 'Imaging'], 'Optical': ['IFU Imaging', 'IFU Spectroscopy', 'Spectroscopy', 'Imaging']}","{'Mid-IR': ['Colors', 'Imaging'], 'Optical': ['Fiber Spectroscopy', 'IFU Imaging', 'IFU Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}","{'Mid-IR': ['Colors', 'Imaging'], 'Optical': ['Fiber Spectroscopy', 'IFU Imaging', 'IFU Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy']}",X1 (Eastern),0.14301,spec,14:07:37.4592,44:28:55.2,X-rays 2-10keV,Chandra,J2000,X2,0.14289,spec,14:07:37.1688,44:28:56.172,J2000,X-ray 2-10keV,Chandra,3.3,8.289932334265552,31.3924492770097,Ellison+2017 ; Fu+2018,2017MNRAS.470L..49E ; 2018ApJ...856...93F,https://doi.org/10.1093/mnrasl/slx076 ; https://doi.org/10.3847/1538-4357/aab364
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,IRAS 14348-1447 NE,"{'Infrared': ['Luminosity'], 'Optical': ['Imaging'], 'X-ray': ['Imaging']}","{'Infrared': ['Luminosity'], 'Optical': ['Imaging'], 'X-ray': ['Imaging']}",{},IRAS 14348-1447 NE,0.083,spec,14:37:38.35,-15:00:21.3,Optical,PanSTARRS,J2000,IRAS 14348-1447 SW,0.082551,spec,14:37:38.2867288488,-15:00:24.087592692,J2000,Optical,GAIA,-99.0,-153.7912064676693,123.9878388721241,Wang+2010,2010RAA....10..309W,https://doi.org/10.1088/1674-4527/10/4/003
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,NGC 7592,"{'Infrared': ['Luminosity'], 'Optical': ['Imaging'], 'X-ray': ['Imaging']}","{'Infrared': ['Luminosity'], 'Optical': ['Imaging'], 'X-ray': ['Imaging']}",{},NGC 7592 E,0.02448,spec,23:18:22.528,-04:24:57.26,Optical,PanSTARRS,J2000,NGC 7592 W,0.024617,spec,23:18:21.8,-04:24:56,J2000,Optical,PanSTARRS,10.96025186426868,5.437095198705565,-39.98151362957234,Wang+2010 ; Torres-Alba+2018,2010RAA....10..309W ; 2018A&A...620A.140T,https://doi.org/10.1088/1674-4527/10/4/003 ; https://doi.org/10.1051/0004-6361/201834105
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,III Zw 035,"{'Infrared': ['Luminosity'], 'Optical': ['Imaging'], 'X-ray': ['Imaging']}","{'Infrared': ['Luminosity'], 'Optical': ['Imaging'], 'X-ray': ['Imaging']}",{},III Zw 035 NE,0.027795,spec,01:44:30.516,+17:06:09.18,Near-IR,2MASS,J2000,III Zw 035 SW,-99.0,-99,01:44:30.34032,+17:06:00.1404,J2000,Optical,SDSS,-99.0,-55.23984220345549,-99.0,Wang+2010 ; Torres-Alba+2018,2010RAA....10..309W ; 2018A&A...620A.140T,https://doi.org/10.1088/1674-4527/10/4/003 ; https://doi.org/10.1051/0004-6361/201834105
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,J1036+0221,"{'Mid-IR': ['Colors', 'Imaging'], 'Optical': ['Long-Slit Spectroscopy', 'Spectroscopy'], 'Radio': ['Imaging'], 'X-ray': ['Imaging']}","{'Mid-IR': ['Colors', 'Imaging'], 'Optical': ['Long-Slit Spectroscopy', 'Spectroscopy'], 'Radio': ['Imaging'], 'X-ray': ['Imaging']}",{},J1036+0221,0.0499,spec,10:36:31.96,+02:21:45.89,Optical,SDSS,J2000,J1306+0221,0.05049,spec,10:36:31.88,+02:21:44.10,J2000,Optical,SDSS,2.154449607538376,2.125367502084908,-167.9783145799982,Satyapal+2017 ; Dutta+2018 ; Pfeifle+2019,2017ApJ...848..126S ; 2018MNRAS.480..947D ; 2019ApJ...875..117P,https://doi.org/10.3847/1538-4357/aa88ca ; https://doi.org/10.1093/mnras/sty1872 ; https://doi.org/10.3847/1538-4357/ab07bc
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,NGC 5252,"{'X-ray': ['Imaging', 'Spectroscopy']}","{'Optical': ['IFU Spectroscopy', 'Imaging', 'Long-Slit Spectroscopy', 'Spectroscopy'], 'Radio': ['Imaging'], 'X-ray': ['Imaging', 'Spectroscopy']}",{},NGC 5252,0.02297431,spec,13:38:15.87082,+04:32:33.5184,1.66 GHz,EVN,J2000,CXO J133815.6+043255,0.02297431,spec,13:38:15.639,+04:32:55.3696,J2000,4.4 GHz,VLBA,22.0,10.20554600623852,0.0,Kim+2015 ; Kim+2017 ; Yang+2017 ; Mezcua+2018,2015ApJ...814....8K ; 2017ApJ...844L..21K ; 2017MNRAS.464L..70Y ; 2018MNRAS.480L..74M,https://doi.org/10.1088/0004-637X/814/1/8 ; https://doi.org/10.3847/2041-8213/aa7fe8 ; https://doi.org/10.1093/mnrasl/slw160 ; https://doi.org/10.1093/mnrasl/sly130
Dual AGN Candidate,2,0.0,-99,-99,-99.0,-99,-99,-99.0,IRAS 18329+5950,"{'Infrared': ['Imaging', 'Luminosity'], 'Optical': ['Imaging']}","{'Infrared': ['Imaging', 'Luminosity'], 'Optical': ['Imaging', 'Spectroscopic Emission Line Ratios'], 'X-ray': ['Imaging', 'Spectroscopy']}",{},IRAS 18329+5950E,0.02908,-99,18:33:37.683,+59:53:22.76,Near-IR,2MASS,J2000,IRAS 18329+5950W,0.028519,-99,18:33:34.094,+59:53:17.78,J2000,Near-IR,2MASS,28.0,16.32046373151837,163.04341859691775,Mudd+2014,2014ApJ...787...40M,https://doi.org/10.1088/0004-637X/787/1/40
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,M51,"{'Mid-IR': ['Spectroscopy'], 'Optical': ['Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Hard X-ray': ['Imaging', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy', 'Imaging', 'Spectroscopy'], 'Mid-IR': ['Spectroscopy'], 'Optical': ['Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Hard X-ray': ['Imaging', 'Spectroscopy'], 'X-ray': ['Imaging', 'Spectroscopy', 'Imaging', 'Spectroscopy'], 'Mid-IR': ['Spectroscopy'], 'Optical': ['Spectroscopic Emission Line Ratios']}",M51a,0.001745,spec,13:29:52.698,+47:11:42.93,Near-IR,2MASS,J2000,M51b,0.00191,spec,13:29:59.590,+47:15:58.06,J2000,near-IR,2MASS,264.0,10.445262465943443,-49.24500441987551,Stauffer+1982 ; Goulding+2009 ; Brightman+2018,1982ApJ...262...66S ; 2009MNRAS.398.1165G ; 2018ApJ...867..110B,https://ui.adsabs.harvard.edu/abs/1982ApJ...262...66S/abstract ; https://doi.org/10.1111/j.1365-2966.2009.15194.x ; https://doi.org/10.3847/1538-4357/aae1ae
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,NGC 5278/5279,"{'Optical': ['Long-Slit Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Long-Slit Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{'Optical': ['Spectroscopic Emission Line Ratios']},NGC 5278,0.02597,phot,13:41:39.6051780576,+55:40:14.431383840,Optical,GAIA,J2000,NGC 5279,-99.0,spec,13:41:43.7676520800,+55:40:25.529364300,J2000,Optical,GAIA,36.91754867159504,19.28895123601756,-99.0,Keel+1985 ; Keel+2019,1985AJ.....90..708K ; 2019MNRAS.483.4847K,https://ui.adsabs.harvard.edu/abs/1985AJ.....90..708K/abstract ; https://doi.org/10.1093/mnras/sty3332
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,UGC 6081,"{'Optical': ['Long-Slit Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Long-Slit Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Long-Slit Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",UGC 6081,0.03594,spec,11:00:19.1,+10:02:51,Optical,SDSS,J2000,LEDA 200263,0.03602,spec,11:00:17.989,+10:02:56.84,J2000,Optical,SDSS,17.417611723408935,12.470994967719776,-23.089248792710404,Dutta+2018 ; Keel+2019,2018MNRAS.480..947D ; 2019MNRAS.483.4847K,https://doi.org/10.1093/mnras/sty1872 ; https://doi.org/10.1093/mnras/sty3332
-99,-99,0.0,-99,-99,-99.0,Recoil Candidate,-99,-99.0,NGC 3718,"{'Near-IR': ['Imaging', 'Positional Offset'], 'Radio': ['Imaging']}","{'Near-IR': ['Imaging', 'Positional Offset'], 'Optical': ['Spectroscopy'], 'Radio': ['Imaging']}",{},NGC 3718 Bulge,0.003927,spec,11:32:34.8515,+53:04:04.475,Near-IR,Subaru,J2000,NGC 3718 Red Blob,0.003927,spec,11:32:34.8550,+53:04:04.512,J2000,Near-IR,Subaru,0.05,0.004057346274894,0.0,Markakis+2015,2015A&A...580A..11M,https://doi.org/10.1051/0004-6361/201425077
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,SDSS J111458.01+403611.4,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Positional Offset']}","{'Near-IR': ['Imaging'], 'Optical': ['Fiber Spectroscopy', 'Imaging', 'Spectroscopic Emission Line Ratios', 'Spectroscopy'], 'X-ray': ['Imaging', 'Positional Offset']}",{},J1114+4036 A,0.076,spec,11:14:58.084,+40:36:12.26,X-ray,Chandra,J2000,J1114+4036 B,0.076,spec,11:14:57.952,+40:36:11.25,J2000,X-ray,Chandra,1.811066548041647,2.6099325461799645,0.0,Barrows+2016 ; Barrows+2017 ; Barrows+2018,2016ApJ...829...37B ; 2017ApJ...838..129B ; 2018ApJ...869..154B,https://doi.org/10.3847/0004-637X/829/1/37 ; https://doi.org/10.3847/1538-4357/aa64d9 ; https://doi.org/10.3847/1538-4357/aaedb6
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,ESO 286-G17 + ESO 286-G18 (AM 2054-433 N + AM 2054-433 S),"{'Infrared': ['Imaging'], 'Optical': ['Imaging', 'Slit Spectroscopy', 'Spectroscopy']}","{'Infrared': ['Imaging'], 'Optical': ['Imaging', 'Slit Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},ESO 286-G17,0.03262,spec,20:57:49.42,-43:21:05.6,Near-IR,2MASS,J2000,ESO 286-G18,0.03051,spec,20:57:50.34,-43:22:27.9,J2000,Near-IR,2MASS,82.90927661865491,53.97877163869735,611.5846700111905,Sekiguchi+1992,1992MNRAS.255..581S,https://doi.org/10.1093/mnras/255.4.581
