|plate|fiber|  mjd|     z|  amp1|      vel1|  sig1|     amp2|      vel2|  sig2|  amp3|      vel3|  sig3|  amp4|  vel4|  sig4|  fwhm|  fwqm|    w50|    w80|    w90|     relasym|  r9050|  dp|
| long| long| long|double|double|    double|double|   double|    double|double|double|    double|double|double|double|double|double|double| double| double| double|      double| double|long|
|     |     |     |      |      |          |      |         |          |      |      |          |      |      |      |      |      |      |       |       |       |            |       |    |
| null| null| null|  null|  null|      null|  null|     null|      null|  null|  null|      null|  null|  null|  null|  null|  null|  null|   null|   null|   null|        null|   null|null|
  5649   575 55912   0.48  5.901     -17.53  431.0     3.292     -227.5  74.58  3.673      77.14  191.0    0.0   -0.0    0.1  756.3 1164.2   478.8   954.5  1282.9  -0.00330501 2.67941    2 
  5649   683 55912 0.6333  6.953     -187.2  94.58     25.25     -45.37  190.6  7.832      44.91  531.9    0.0   -0.0    0.1  520.8  788.0   378.0   854.3  1279.7     0.137079 3.38545    0 
  5693   622 56246 0.1835  21.79       2.15  331.8      36.5      177.4  114.8  24.44     -236.2  106.7    0.0    0.0    0.1  674.2  849.8   418.3   695.2   890.9   -0.0905826 2.12981    2 
  5695   563 55978 0.4664  15.86      8.719  244.3     7.359      7.958  34.89    0.0        0.0    0.1    0.0    0.0    0.1  386.0  692.8   304.5   608.2   788.4  0.000563166 2.58916    0 
  5696   161 55946 0.4756  10.64     -94.62  266.1     9.991      -11.2  31.06  4.281     -113.4  620.9    0.0   -0.0    0.1  393.3  875.6   479.7  1070.1  1542.6   -0.0480099 3.21576    0 
  5697   263 55944 0.4189  7.326     -123.5  460.9      21.8      40.92  163.5    0.0        0.0    0.1    0.0    0.0    0.1  460.1  741.2   357.4   831.0  1178.7    -0.198965 3.29799    0 
  5697   773 55944 0.5881  9.028     -123.1  129.0     14.68      145.0  109.5  3.747     -104.0  378.0    0.0    0.0    0.1  517.2  699.7   330.5   619.6   852.9     -0.21958 2.58064    0 
  5697   839 55944 0.4581   9.47     -19.54  291.5     4.871      305.5  95.46  5.515     -220.0  88.71    0.0   -0.0    0.1  750.0  927.0   443.3   725.2   902.8    0.0340496 2.03654    2 
  5698   515 55947 0.4254  5.235     -45.19  403.6     3.188      276.8  124.8  5.434     -111.5  138.4    0.0   -0.0    0.1  721.8 1028.9   454.3   872.2  1159.3   -0.0171138 2.55184    1 
  5699   337 55953 0.4215  2.447      91.43  376.4     15.98      45.19  142.4  7.391     -224.7  142.2    0.0   -0.0    0.1  490.6  699.9   298.1   582.2   787.8    0.0256156 2.64274    0 
  5700   477 56245 0.4495  51.63     -34.25  112.7     20.69      96.13  89.15    0.0       -0.0    0.1    0.0   -0.0    0.1  302.8  415.8  168.24   313.5   397.3   -0.0218978 2.36151    0 
  5700   483 56245 0.5597  22.46      1.777  188.8     7.546      197.6  96.98  3.968      -85.3  393.5    0.0    0.0    0.1  528.1  723.0   313.3   600.8   811.4    -0.138378 2.58985    0 
  5701   627 55949  0.627  2.256      380.2  997.8       0.0        0.0    0.1    0.0        0.0    0.1    0.0    0.0    0.1 2349.6 3322.9  1345.8  2557.5  3282.0 -0.000121877  2.4387    0 
  5706   311 56165 0.5016  19.89       6.89  196.3     14.15      116.9  73.55  1.807     -248.2  301.2    0.0    0.0    0.1  372.9  582.1   264.0   512.3   685.6    -0.207147 2.59697    0 
  5707   311 56269 0.5425  17.29     -61.96  106.0     4.157      70.79  186.6  2.038      101.5  430.3    0.0   -0.0    0.1  296.2  470.5   231.8   540.0   801.4     0.269978 3.45729    0 
  5707   638 56269 0.6399   8.19      5.806  422.6      7.82      39.09  85.87   13.0     -138.2  255.6    0.0   -0.0    0.1  603.7  964.2   411.3   848.7  1141.8     0.036171 2.77608    0 
  5707   823 56269 0.5295   3.78      249.9  359.5     5.795     -93.13  221.1 0.7195    -1001.0  595.6    0.0    0.0    0.1  719.6 1127.2   513.0  1225.0  1905.0     -0.26168 3.71345    0 
  5707   981 56269 0.3824   15.7     -22.64   74.7     62.21      7.831  145.4    0.0        0.0    0.1    0.0    0.0    0.1  302.3  447.7  181.82   354.9   461.7    0.0250162 2.53932    0 
  5712   513 56602 0.5605   3.97     -11.81  458.8      7.01      202.6  92.33  44.37      39.69  192.4    0.0    0.0    0.1  491.3  685.7   294.9   573.3   779.7   -0.0683083 2.64395    0 
  5712   879 56602 0.4378  11.18     -265.8  564.9     40.73      33.22  201.2  2.878     -448.4  66.21    0.0   -0.0    0.1  548.2  929.0   445.7  1011.7  1408.8    -0.283986 3.16087    0 
  5713   581 56686 0.5908 0.8818    -1178.0  870.0     9.119      181.4  181.3  5.495      146.6  524.6    0.0    0.0    0.1  588.3 1084.5   597.6  1561.2  2382.2    -0.377298 3.98628    0 
  5713   691 56686 0.3938  36.87     -63.88  409.7     12.96      167.4  138.9  12.47     -183.0   79.8    0.0   -0.0    0.1  820.7 1226.5   501.0   976.4  1279.7   -0.0337267 2.55429    2 
  5714   913 56660 0.5068  15.38      79.51  553.5     5.012      300.6  224.8  4.607       56.9  116.9    0.0    0.0    0.1  961.8 1565.6   648.1  1312.5  1724.5   -0.0420412 2.66085    0 
  5715   543 56657 0.4366  11.69     -74.21  289.3     6.807      123.6  134.6    0.0       -0.0    0.1    0.0   -0.0    0.1  607.8  881.5   371.5   700.4   899.9     -0.12843 2.42234    0 
  5716    15 56684  0.436   11.3     -75.42  274.3     22.14      166.9  117.0  21.53     -155.8  139.5    0.0   -0.0    0.1  632.6  792.5   343.2   593.0   742.2   -0.0381029 2.16259    2 
  5719   647 56014 0.5233  1.931     -518.6 1091.0     11.46      33.51  160.3  5.998     -58.87  500.7    0.0   -0.0    0.1  546.4 1157.7   656.5  1629.4  2412.5    -0.275142 3.67479    0 
  5719   781 56014  0.535  5.928      150.8  125.4     3.513     -4.852  487.0  9.316     -157.3  111.8    0.0   -0.0    0.1  589.8  811.5   406.9   829.4  1236.4    0.0548204 3.03858    2 
  5720     5 56602 0.5349  6.706      120.1  215.0     9.646     -128.2  114.7  3.293     -59.83  529.8    0.0   -0.0    0.1  533.5  825.4   397.8   858.3  1262.3   -0.0201854  3.1732    0 
  5720   620 56602 0.7183  6.859     -35.58  163.4     1.269      164.0  560.0    0.0       -0.0    0.1    0.0   -0.0    0.1  428.5  647.7   333.4   849.3  1280.7     0.253172 3.84133    0 
  5720   679 56602 0.4782  7.321      75.26  102.0      8.54       72.4  300.7  11.79     -142.5  112.0    0.0   -0.0    0.1  505.8  745.3   316.6   626.2   833.1     0.165934  2.6314    0 
  5724   361 56364 0.6173  30.08     -50.59  198.0     14.43      270.3  84.89  1.706      14.13  480.5    0.0    0.0    0.1  630.3  793.2   349.6   617.0   774.8   -0.0288152 2.21625    2 
  5725   773 56625 0.4977   10.4     -41.73  222.1     7.697     -269.1  82.31    0.0       -0.0    0.1    0.0   -0.0    0.1  522.2  710.3  320.37   561.1   702.9     0.171148 2.19403    1 
  5726   613 56626 0.4064  38.67      26.55  260.6     29.47     -48.08  139.3  10.12     -82.89  500.9    0.0   -0.0    0.1  512.5  816.1   354.6   758.2  1067.8   -0.0317288 3.01128    0 
  5729   424 56598 0.0847  123.6      39.26  248.0     315.2      51.88  132.7  30.91     -23.86  466.1    0.0    0.0    0.1  378.5  578.8  259.88   561.4   818.9   -0.0670167 3.15107    0 
  5729   501 56598 0.5852  8.006     -59.18  211.2     7.596     -3.613  100.9    0.0       -0.0    0.1    0.0   -0.0    0.1  340.0  542.0  225.81   462.7   619.1   -0.0806978 2.74169    0 
  5730   759 56607 0.5869  11.29     -221.8  100.4      33.3      216.9  151.9  9.058      154.0  691.3    0.0    0.0    0.1  434.5  922.8   504.4  1176.8  1776.2   -0.0173404 3.52141    2 
  5730   985 56607 0.4761  6.041      18.67  273.4     9.159      73.29  124.5  1.886      67.11  607.1    0.0    0.0    0.1  420.3  727.9   344.2   826.7  1237.6 -0.000775695 3.59558    0 
  5731   153 56363 0.4994  11.04     -224.3  125.2     11.75      132.9  148.0    0.0       -0.0    0.1    0.0   -0.0    0.1  668.7  804.7   360.5   587.8   707.8   0.00245832 1.96338    2 
  5732   162 56326  0.478 0.9372    -1125.0  212.6      2.91      39.44  67.72  7.044      137.5  526.7    0.0    0.0    0.1  892.8 1538.1   713.5  1471.5  1969.9   -0.0934159  2.7609    0 
  5732   169 56326 0.4923  61.84       47.1  149.1     19.27      11.47  71.02  6.212     -69.14  286.0    0.0    0.0    0.1  312.3  478.6  201.24   411.0   558.2   -0.0517377  2.7738    0 
  5733   625 56575 0.5537  4.192      118.1  722.3     2.333     -42.82  171.8    0.0        0.0    0.1    0.0    0.0    0.1 1094.6 1999.9   845.4  1747.3  2288.0    0.0482692 2.70641    1 
  5733   635 56575 0.4499  16.25      8.701  109.3      10.2      178.3  70.91  8.478     -218.8  80.76    0.0    0.0    0.1  495.6  597.3   253.1   438.4   523.6    -0.113369 2.06875    1 
  5735   840 55980 0.7601  3.255     -363.6  785.2     7.066      149.3  265.4    0.0        0.0    0.1    0.0    0.0    0.1  799.3 1631.5   786.0  1647.2  2183.1    -0.298273 2.77748    0 
  5736   123 55984 0.6065  11.66     -65.13  217.8     7.281      94.65  93.43    0.0       -0.0    0.1    0.0   -0.0    0.1  457.8  661.2   283.4   528.0   677.1    -0.144085  2.3892    0 
  5736   325 55984 0.5815  18.83     -61.62  188.9     3.227      252.9  80.38    0.0       -0.0    0.1    0.0   -0.0    0.1  496.5  696.5  277.56   524.8   657.6    0.0220195 2.36922    0 
  5737    73 56381 0.3886  4.408      314.8  606.5     27.25     -49.66  106.7  12.62      7.094  194.4    0.0   -0.0    0.1  320.2  516.3   310.9   879.7  1319.9     0.424452 4.24542    0 
  5737   223 56381 0.4202  15.71     -91.25  330.0     33.22      33.83  136.6  3.171     -147.2  646.2    0.0   -0.0    0.1  424.6  743.2   351.9   804.0  1158.4     -0.16711 3.29184    0 
  5737   831 56381  0.586  5.436     -141.0  483.3     11.24      36.74  138.4    0.0       -0.0    0.1    0.0   -0.0    0.1  427.6  858.8   423.8   977.4  1360.9    -0.174723 3.21118    0 
  5737   867 56381 0.4353  15.48     -106.1  589.4      10.7      106.9  92.66  18.03      136.1  276.7    0.0    0.0    0.1  668.2 1261.3   575.2  1237.7  1666.1    -0.160218 2.89656    0 
  5739   275 55976 0.5156  3.815     -232.6  827.7     21.27      173.8  181.1  22.99      56.93  261.1    0.0    0.0    0.1  562.6  845.4   407.7   938.5  1509.7    -0.320501 3.70297    0 
  5743   676 56011 0.2798  5.735      87.21  335.6     6.491      38.66  111.3  1.461     -424.8  473.8    0.0    0.0    0.1  430.7  890.6   409.0   966.0  1337.5    -0.187125 3.27017    0 
  5743   993 56011 0.4428  17.43      56.33  134.2     10.37     -159.6  92.81    0.0       -0.0    0.1    0.0   -0.0    0.1  442.1  563.8   232.6   412.3   510.5    0.0261861 2.19475    0 
  5766    23 56248 0.4731  17.89     -115.4  321.9     81.49      17.67  183.9  4.345     -263.2  725.1    0.0   -0.0    0.1  486.4  723.9   329.6   711.3  1052.1    -0.215949 3.19205    0 
  5767   320 56245  0.313   8.26     -370.4  660.2     21.49      68.49  115.0  11.36      115.5  282.8    0.0    0.0    0.1  407.1  884.5   573.0  1329.7  1794.8    -0.339591 3.13229    0 
  5767   583 56245  0.422  1.993      13.42  570.3     34.09      27.38  98.36  15.23     -18.63  198.0    0.0    0.0    0.1  286.0  446.6  210.92   483.7   755.1   -0.0504304 3.58003    0 
  5768   494 56017 0.4626  14.54      -30.9  139.4     2.955      113.5  409.1    0.0       -0.0    0.1    0.0   -0.0    0.1  367.4  555.2   268.3   629.7   933.7     0.229275 3.48006    0 
  5768   521 56017 0.7921  1.072     -596.0 1097.0     3.204      650.2  403.4    0.0        0.0    0.1    0.0    0.0    0.1 1102.4 2497.3  1305.3  2576.0  3260.0    -0.419755 2.49751    0 
  5768   663 56017 0.4399  10.38     -94.33  100.5     18.13      103.6  92.99  16.44       6.93  267.7    0.0    0.0    0.1  441.1  643.7   278.7   550.7   750.9    -0.046664 2.69429    0 
  5768   991 56017 0.4812  6.335     -93.29  319.5     14.32      51.45  151.8    0.0        0.0    0.1    0.0    0.0    0.1  434.9  686.4   298.7   628.6   852.8    -0.181121 2.85504    0 
  5769    34 56246 0.4625  9.065      104.9  422.9     24.93     -80.29  116.9  19.72      47.67  151.1    0.0   -0.0    0.1  393.9  608.3   293.1   658.5   975.5     0.204836 3.32822    0 
  5769   435 56246 0.5593  15.45      87.57  376.0     3.743      470.3  135.1  1.438     -147.6 1283.0    0.0    0.0    0.1 1014.4 1380.1   646.5  1320.5  2112.5    -0.179645 3.26759    0 
  5769   625 56246 0.5646  7.357     -415.1  98.22     15.01      147.5  309.4  3.397     -189.8  530.9    0.0    0.0    0.1 1024.0 1276.8   583.5  1016.6  1308.2   -0.0704174 2.24199    2 
  5769   899 56246 0.4025  7.596     -7.591  387.2     3.068     -253.6  169.0    0.0       -0.0    0.1    0.0   -0.0    0.1  841.8 1202.2   502.9   946.9  1220.6    0.0947731 2.42712    0 
  5769   987 56246 0.7937 0.5415    -1724.0 1901.0     3.227      516.4  335.1  1.413     -248.4  710.9    0.0    0.0    0.1 1099.5 2326.9  1599.8  3570.7  4758.0    -0.551924 2.97412    0 
  5771   845 56011 0.5585  4.376      118.9  702.6     3.781      196.7  124.8    0.0        0.0    0.1    0.0    0.0    0.1  659.0 1740.1   786.2  1684.3  2212.5   -0.0324068 2.81417    0 
  5772   779 56003 0.5034  14.88     -104.0  158.2     29.74      52.16  93.65  2.002     -82.86  344.5    0.0   -0.0    0.1  294.7  483.4  211.62   427.4   567.4    -0.223176 2.68122    0 
  5773   989 56009 0.5197  6.525      478.3  115.9     57.26     -4.888  162.7  2.354     -103.0  421.5    0.0    0.0    0.1  393.6  571.8   257.6   545.6   773.1     0.157444 3.00116    0 
  5776   274 56010 0.4989  10.79      30.07  511.4     37.02      32.06  190.4  20.95      8.904  95.57    0.0    0.0    0.1  394.3  658.5   314.3   747.7  1150.0   0.00954783 3.65892    0 
  5776   580 56010  0.877  16.01      59.72  206.7       0.0        0.0    0.1    0.0        0.0    0.1    0.0    0.0    0.1  486.7  688.4  278.79   529.8   680.0 -5.88235e-05 2.43911    0 
  5777   737 56280 0.6185  11.71     -240.6  133.2     10.77      160.9  157.4  3.119     -113.7  408.7    0.0   -0.0    0.1  745.1  928.6   431.7   730.1   932.9   0.00349448 2.16099    2 
  5778    29 56328 0.5507  1.789     -427.2  872.7     6.712      109.9  431.6  6.324      87.32  166.3    0.0    0.0    0.1  666.6 1258.6   599.8  1428.4  2051.2    -0.248576 3.41981    0 
  5778   139 56328 0.9064  24.38      150.0  364.6     15.19      476.8  137.5  8.342     -133.5  81.65    0.0    0.0    0.1  902.8 1147.1  533.43   888.6  1126.0   -0.0959147 2.11087    2 
  5778   255 56328 0.5795  3.251     -288.1  777.2     9.825      280.6  138.4  16.63      278.2  336.2    0.0    0.0    0.1  603.9 1052.0  514.28  1236.7  1807.0    -0.326065 3.51365    0 
  5779   825 56338 0.4949  3.414     -43.96  318.3     18.96      31.71  107.9    0.0        0.0    0.1    0.0    0.0    0.1  281.3  420.4  198.67   450.5   690.5    -0.165851 3.47561    0 
  5780   745 56274 0.4439  13.81     -21.84  182.0     32.86     0.4206  100.6 0.9862      258.3  673.8    0.0   -0.0    0.1  279.0  417.7  190.92   415.4   663.2     0.131515 3.47371    0 
  5780   919 56274 0.4454   24.9     -20.31  113.9      29.7      28.75  198.8  5.376      139.7  391.5    0.0    0.0    0.1  384.8  598.0   261.0   546.4   762.6     0.139916 2.92184    0 
  5781   598 56337  0.599  2.498      96.75  91.66     4.637      237.3  803.0  1.509     -247.8  243.0    0.0    0.0    0.1 1255.1 2162.6   986.4  1928.9  2524.0    0.0836767  2.5588    0 
  5783   255 56017  0.566  76.92     -9.919  225.1     11.25     -76.43  61.25  1.186     -143.1  817.5    0.0   -0.0    0.1  491.5  729.1   305.7   605.0   803.7   0.00218987 2.62905    0 
  5784   293 56029 0.5771  11.88     -30.77  302.8     24.26     -21.17  126.1    0.0       -0.0    0.1    0.0   -0.0    0.1  371.0  587.5   260.1   567.2   805.0   -0.0153292 3.09496    0 
  5785   901 56269 0.4272   3.75     -68.89  491.1     63.42      15.47  119.8  24.22     -105.9  260.3    0.0   -0.0    0.1  347.4  563.3   258.3   571.6   807.1    -0.172841 3.12466    0 
  5787   739 56254 0.5369  4.374     -203.4  645.7     8.926      441.9  451.3    0.0        0.0    0.1    0.0    0.0    0.1 1314.8 1985.9   817.9  1599.6  2069.2    -0.157549 2.52989    0 
  5787   881 56254 0.4813  14.55     -7.349  95.73     5.193      19.28  207.6    0.0       -0.0    0.1    0.0   -0.0    0.1  264.1  399.9  174.45   364.6   512.2     0.061105 2.93608    0 
  5789   375 56246 0.6019  5.452     -40.36  423.2     11.64      17.65  140.8    0.0        0.0    0.1    0.0    0.0    0.1  424.6  723.2   340.6   812.2  1158.7   -0.0679691 3.40194    0 
  5789   718 56246 0.6059  3.754     -61.43  495.6     16.79      33.56  175.7  3.424     -263.7  102.5    0.0   -0.0    0.1  540.1  775.2   355.5   735.1  1093.5   -0.0888377 3.07595    0 
  5791   463 56255 0.4027  9.168     -46.36  220.7     8.717      53.92  110.0    0.0       -0.0    0.1    0.0   -0.0    0.1  378.3  595.6   248.3   496.3   652.9    -0.126926 2.62948    0 
  5791   464 56255 0.2832  79.54      108.8  145.8      86.4     -107.0  156.1  1.953     -549.2  125.1    0.0   -0.0    0.1  472.2  644.0   263.0   490.1   624.2   -0.0371804 2.37338    0 
  5791   807 56255  0.422  10.37     -183.8  179.6     1.669      519.0  81.48  7.341      13.28  345.4    0.0   -0.0    0.1  564.7 1033.3   398.8   820.1  1044.4     0.194619 2.61886    1 
  5792   887 56269 0.4865  41.06     -84.05  82.19     14.65      147.0  86.83  2.313     -133.0  322.1    0.0   -0.0    0.1  224.8  454.8  198.06   391.6   521.3      0.11525 2.63203    1 
  5793   727 56337 0.4092  4.178     -195.4  671.9     8.279      61.16  132.0  6.274     -1.506  273.0    0.0   -0.0    0.1  513.3  973.2   508.7  1213.2  1737.5    -0.195235 3.41557    0 
  5793   871 56337 0.4309  21.66      19.96  167.9     31.08     -16.75  103.7    0.0       -0.0    0.1    0.0   -0.0    0.1  294.2  434.2  179.74   354.5   469.2    0.0552728 2.61044    0 
  5794    45 56282 0.4952  2.655     -457.3 1324.0     13.69     -133.5  134.2  15.32      219.4  514.7    0.0    0.0    0.1  917.7 1538.1   778.1  1844.2  2787.0    -0.184636  3.5818    0 
  5794    85 56282 0.5207  19.01      -52.0  112.3     6.899      55.85  234.0  1.221      16.43  627.4    0.0   -0.0    0.1  322.9  517.2   250.6   583.8   902.1     0.129121 3.59976    0 
  5794   467 56282 0.5917  4.198      166.2  450.3     7.987     -22.74  171.4    0.0        0.0    0.1    0.0    0.0    0.1  525.0  925.2   415.8   909.2  1240.2     0.189711 2.98268    0 
  5794   854 56282 0.5641  2.031     -195.1  646.7     7.877      49.96  187.6    0.0        0.0    0.1    0.0    0.0    0.1  512.1  808.5   437.7  1112.4  1617.2    -0.237767 3.69477    0 
  5795   757 56298 0.5739  10.73     -171.8  91.82     21.13      50.16  194.5    0.0       -0.0    0.1    0.0   -0.0    0.1  527.5  686.5   289.6   514.1   641.6     0.104645 2.21547    0 
  5796   561 56274 0.4465  1.755     -139.3  489.2     24.71      58.05  122.9  8.396     -161.5  208.8    0.0   -0.0    0.1  356.4  600.3   273.7   581.6   794.3    -0.264701 2.90208    0 
  5797   559 56273 0.1424  75.24     -196.7  640.4     388.4     -21.74  302.0  177.5     -100.5  89.56    0.0   -0.0    0.1  580.7  988.5   442.0   958.1  1349.7    -0.082359 3.05362    0 
  5797   931 56273 0.4564  22.76     -113.4  100.5     19.46      101.3  107.5    0.0       -0.0    0.1    0.0   -0.0    0.1  419.0  532.5  223.06   390.6   481.5    0.0506334 2.15861    0 
  5798   209 56326 0.5825  5.668     -152.9  180.7     29.88      70.99  89.11  5.932     -345.6  73.53    0.0    0.0    0.1  227.3  594.5   233.8   499.9   597.3    -0.390156 2.55475    2 
  5799   297 56325 0.5554  3.549     -336.2  229.0     22.03      246.3  265.7  2.433     -213.4  753.1    0.0    0.0    0.1  719.8 1164.6   517.2  1087.7  1507.4    -0.262837 2.91454    0 
  5799   527 56325 0.5837  9.968      210.4  140.7     19.23     -119.6  99.86  5.651     -25.09  353.5    0.0    0.0    0.1  532.2  732.6   353.3   636.7   857.2    0.0767616 2.42627    2 
  5799   987 56325 0.5087  10.04     -16.19  253.1     4.946      152.6  78.77  2.939     -177.0  526.4    0.0   -0.0    0.1  604.3  922.7   429.3   870.7  1225.6    -0.186113 2.85488    0 
  5800   183 56279 0.5279  6.955     -205.6  95.57     12.31      -83.9  387.9    0.0       -0.0    0.1    0.0   -0.0    0.1  612.7 1078.7   459.0   935.6  1226.4    0.0665362  2.6719    0 
  5800   777 56279 0.4661  21.61     -215.9  694.3     41.28     -121.3  138.8  52.43      158.8  385.0    0.0    0.0    0.1  818.8 1332.5   596.3  1295.0  1783.4   -0.0925782 2.99078    0 
  5801   635 56328 0.5366  5.884      10.94  595.3     5.633      92.63  124.0  10.83      133.8  255.7    0.0    0.0    0.1  589.0 1027.3   471.8  1086.7  1543.9   -0.0950968 3.27236    0 
  5801   659 56328 0.5277  21.13     -117.8  95.15     15.71      48.89  176.7  1.901       70.6  390.9    0.0   -0.0    0.1  357.5  564.0   252.7   492.2   652.4     0.223605 2.58172    0 
  5801   904 56328 0.6175  3.313      23.39  351.3     16.12      6.426  119.4    0.0        0.0    0.1    0.0    0.0    0.1  315.8  475.4   223.9   504.8   785.6    0.0340759 3.50871    0 
  5802   412 56309 0.7082  9.446     -120.1  97.01     7.423     -47.14  228.7    0.0       -0.0    0.1    0.0   -0.0    0.1  319.7  538.2  229.66   484.6   655.6     0.118548 2.85465    0 
  5802   663 56309 0.6039  16.07     -91.32  232.4     16.43      6.705  114.6    0.0       -0.0    0.1    0.0   -0.0    0.1  385.7  612.0   255.7   515.4   681.4    -0.125271 2.66484    1 
  5802   707 56309  0.403 0.9587     -206.9  758.3     8.321     -9.627  285.5  18.76      5.124  125.3    0.0   -0.0    0.1  369.0  586.5   281.4   668.8  1036.7    -0.126395 3.68408    0 
  5804   402 56304  0.495  2.235     -30.06  381.3      16.9     -1.319  118.0    0.0       -0.0    0.1    0.0   -0.0    0.1  300.8  443.2  208.24   460.8   744.1   -0.0617498 3.57328    0 
  5806   639 56310 0.4804  5.346      38.73  220.1     7.013     -194.4   84.5  3.174      -51.9  488.3    0.0   -0.0    0.1  531.7  823.6   411.0   856.9  1230.7    0.0446738  2.9944    0 
  5806   997 56310 0.5841  6.872      124.4  136.5     11.83     -196.3  86.14  6.021     -112.0  335.9    0.0   -0.0    0.1  541.9  749.0   360.9   671.7   907.2    0.0105379 2.51372    2 
  5807   119 56329  0.411  46.82      8.647  110.8     16.04      -7.74  274.9   3.54     -46.12  517.0    0.0    0.0    0.1  321.8  515.9   249.2   599.9   904.4    -0.052123 3.62921    0 
  5807   705 56329 0.5579  18.43     -50.33  268.6     39.31     -2.337  146.6  2.196     -337.0  513.2    0.0   -0.0    0.1  417.3  634.2   280.9   596.3   849.9    -0.170255 3.02563    0 
  5809    16 56353 0.3064  11.94     -665.7  811.2     39.67      3.513  220.1  29.93      76.69  467.6    0.0   -0.0    0.1  754.4 1328.7   649.2  1554.1  2169.4    -0.281202 3.34165    0 
  5809   723 56353  0.456  115.0     -31.71  209.2     3.552      528.2  267.8    0.0       -0.0    0.1    0.0   -0.0    0.1  497.2  708.0   294.2   570.4   753.9     0.071097 2.56254    0 
  5809   901 56353 0.5014  13.41      18.67  160.1     6.729     -68.48  73.54    0.0       -0.0    0.1    0.0   -0.0    0.1  324.0  479.2  199.88   383.9   497.9     0.101113 2.49099    0 
  5810    73 56358 0.4265  20.13     -29.76  162.6     7.762      231.8  84.18  4.976     -101.0  392.9    0.0   -0.0    0.1  536.6  724.9   324.2   635.2   876.0    -0.142945 2.70204    0 
  5811   911 56334 0.6096  27.27     -29.87  191.9     2.863      104.6  453.9    0.0       -0.0    0.1    0.0   -0.0    0.1  477.3  691.4   298.7   602.2   841.5     0.103339 2.81721    0 
  5812    11 56354 0.4851  27.16       8.11  198.6       0.0        0.0    0.1    0.0        0.0    0.1    0.0    0.0    0.1  467.7  661.4   267.8   508.9   653.2 -3.06185e-05 2.43913    0 
  5812   904 56354 0.5457  2.983     -296.0  851.7     10.55      47.14  259.4    0.0        0.0    0.1    0.0    0.0    0.1  716.0 1147.8   609.5  1506.6  2157.1    -0.242993 3.53913    0 
  5813   747 56363 0.4397  3.575     -311.6  741.0     40.22      7.437  232.2    0.0       -0.0    0.1    0.0   -0.0    0.1  575.4  835.4   384.8   840.1  1339.9    -0.270035 3.48207    0 
  5846    75 56017 0.4189  17.15     -32.13  262.4     53.23      7.282  111.5  8.368      -68.2  560.6    0.0   -0.0    0.1  334.1  558.6   290.5   758.3  1169.7   -0.0865213 4.02651    0 
  5846   244 56017 0.3508  4.948     -90.63  290.3     13.72      174.0  110.0  15.47     -32.44  140.7    0.0    0.0    0.1  474.0  646.3   277.1   525.0   694.8    -0.158751  2.5074    0 
  5847   333 56037 0.5963  2.979     -49.04  663.2     8.152      81.11  286.8    0.0        0.0    0.1    0.0    0.0    0.1  801.1 1232.8   547.4  1173.0  1662.3   -0.0993202 3.03672    0 
  5848   575 56029 0.4134  6.864     -90.85  382.0     10.73      67.08  208.0  25.94      34.47  103.7    0.0    0.0    0.1  324.3  540.0   257.9   621.6   904.0    -0.160199 3.50523    0 
  5848   737 56029 0.6182  3.196    -1277.0  391.5     18.57      327.2  537.2  2.546     -787.6  220.2    0.0    0.0    0.1 1287.6 2272.5   932.2  1930.8  2485.0    -0.224869 2.66574    1 
  5848   767 56029 0.4854  2.699     -33.21  286.2     16.73     -75.45  99.36  10.47      156.0  117.8    0.0    0.0    0.1  423.1  573.9   251.3   462.2   600.6    0.0650346 2.38997    0 
  5848   873 56029 0.4803  2.266     -420.7 1059.0     6.563      47.35  120.7   14.4      190.1  393.7    0.0    0.0    0.1  765.3 1283.1   623.5  1515.9  2281.1    -0.283328 3.65854    0 
  5848   983 56029 0.4244  41.54      2.248  175.6       0.0        0.0    0.1    0.0        0.0    0.1    0.0    0.0    0.1  413.5  584.8   236.9   450.1   577.7  6.92401e-06 2.43858    0 
  5850   411 56042 0.5421  39.78     -33.31  350.7     90.56     -38.98  173.5  7.651      -87.8  619.4    0.0   -0.0    0.1  505.9  785.4   350.7   761.3  1099.7   -0.0174593 3.13573    0 
  5851    27 56075 0.6131  3.813     -314.7  104.1     22.66      58.37  179.5  8.238     -217.9  520.2    0.0   -0.0    0.1  592.7  934.9   457.8   981.6  1351.3    -0.251299 2.95173    0 
  5852   647 56034 0.4357  30.52     -26.73  182.4     6.777      78.93   92.7   6.43     -121.0  366.6    0.0   -0.0    0.1  455.1  665.4   289.1   579.4   798.7    -0.127507 2.76271    0 
  5852   815 56034 0.4328  6.434      35.44  581.5     5.545     -192.2  182.1  7.276      6.803  105.7    0.0   -0.0    0.1  558.6 1145.3   527.9  1228.5  1684.8    0.0851614 3.19151    0 
  5852   849 56034  0.452  31.95     -54.12  341.1     54.59      123.6  151.9  35.56     -133.1  126.0    0.0    0.0    0.1  580.9  805.3   342.7   660.6   888.5   -0.0838514 2.59265    0 
  5853   961 56045 0.5049  47.46      6.909  194.1     5.243       93.6  401.7  41.63     -104.7  104.3    0.0   -0.0    0.1  383.1  590.9   257.6   517.2   699.5     0.170064 2.71545    0 
  5856   249 56090 0.5626  12.83     -76.36  244.6     6.708      551.5  169.9  1.651     -879.0  223.3    0.0    0.0    0.1  987.4 1262.0   577.3  1109.4  1505.0   -0.0784628 2.60696    2 
