|plate|fiber|  mjd|     z|  amp1|   vel1|  sig1|  amp2|    vel2|  sig2|  amp3|   vel3|  sig3|  fwhm|  fwqm|   w50|   w80|   w90|   relasym| r9050|  dp|      ra|      dec| oiiilum|
| long| long| long|double|double| double|double|double|  double|double|double| double|double|double|double|double|double|double|    double|double|long|  double|   double|  double|
|     |     |     |      |      |       |      |      |        |      |      |       |      |      |      |      |      |      |          |      |    |        |         |        |
| null| null| null|  null|  null|   null|  null|  null|    null|  null|  null|   null|  null|  null|  null|  null|  null|  null|      null|  null|null|    null|     null|    null|
  1608   208 53138 0.3072  7.696  -307.7  252.6  23.16    19.32  455.4  4.019  -345.5  859.7 1118.0 1606.0  684.2 1354.0 1851.0   -0.04837  2.705    0  175.633    11.401  2.69153 
  1611   565 53147 0.2623  5.799  -380.1  173.8  109.1    20.75  139.9    0.0     0.0    0.1  333.9  477.8  203.1  402.6  553.6    -0.1436  2.726    0   181.43   13.6382   1.8197 
  1615   364 53166 0.5698  28.63   -50.1  96.46  15.23   -76.41  229.8    0.0    -0.0    0.1  288.1  460.6  202.6  440.9  619.9   -0.05294  3.059    0    187.0   13.6743  5.37032 
  1615   434 53166 0.1945  26.15  -441.8  84.46  63.53    251.9  139.9  30.11  -190.5  483.3  944.9 1161.0  669.0 1060.0 1363.0    -0.3044  2.038    2  186.791   12.8151  1.38038 
  1623   392 53089 0.4967  16.84   6.501  203.5  19.72    9.209  93.26  3.384  -449.5  408.2  313.7  530.1  272.8  694.4 1027.0     -0.386  3.765    0  180.007   7.54305  3.89045 
  1625   626 53140 0.1393  378.9   21.72  96.25  215.5   -24.21  204.7  56.38  -142.1  460.8  306.3  514.3  249.1  587.3  884.5    -0.1998  3.551    0  185.923   8.11425  2.63027 
  1629   132 52945 0.3525  23.16   217.5  149.0  21.09   -137.6  562.0  24.04  -161.0  168.5  867.5 1313.0  561.7 1143.0 1569.0    -0.1013  2.794    2  51.3889 -0.537925  4.57088 
  1632   467 52996 0.3528  43.26  -5.625  136.2    0.0     -0.0    0.1    0.0    -0.0    0.1  320.7  453.6  183.7  349.1  448.1 -0.0001116  2.439    0  55.0808  0.425178  1.41254 
  1632   500 52996  0.348   37.4  -41.37  227.1   77.0   -2.601  128.0  5.715  -112.8  574.2  367.7  559.9  255.0  555.8  830.3    -0.1102  3.256    0  55.5628  0.169614  5.01187 
  1632   577 52996  0.399  11.24  -10.12  347.4  16.82   -55.49  171.5    0.0    -0.0    0.1  515.0  797.8  338.4  699.8  956.0    0.04937  2.825    0  56.3145  0.771632  2.23872 
  1633   272 52998 0.3081  13.73   97.42  72.47  53.73    18.59  190.7  6.061  -19.38  419.6  425.3  641.1  276.6  559.1  767.2   -0.06124  2.774    0  56.5105 -0.016296  2.34423 
  1634   272 53299 0.3916  18.57   136.9  142.7  8.222   -278.5  401.5  8.682  -146.8  138.4  615.3  965.3  434.4  869.2 1129.0    -0.2937    2.6    0  56.7784  -6.93013  2.23872 
  1635   557 53053 0.3204   67.7   -39.4  178.7  45.04    61.16  124.6  5.282   18.31  417.0  397.7  578.8  244.5  482.1  646.3   -0.05395  2.643    0  60.4683  -5.54131  3.71535 
  1636   328 53061 0.3476  16.59   -39.2  369.1  24.45   -31.52  190.5 0.8667 -1158.0  320.8  565.3  864.8  376.1  790.7 1120.0   -0.09571  2.977    0  61.2353  -4.38978  2.51189 
  1646   165 53498 0.1312   76.0  -318.0  100.4  76.88    42.49  331.3  41.17  -138.6  659.5  835.4 1250.0  597.6 1205.0 1681.0  -0.007496  2.813    2  221.422   33.6855  1.28825 
  1647   129 53531 0.0873  371.2   36.44  377.8  414.6   -51.51  117.7  76.76   114.5  82.71  460.4  858.2  366.5  820.5 1117.0    0.06654  3.048    0  223.831   32.4338  1.69824 
  1667   454 53430 0.4951  9.033   -23.2  217.6  3.342   -86.05  591.4  3.332  -156.3  90.73  556.9  888.5  422.4  989.1 1471.0   -0.03104  3.482    0  199.777     52.42  2.51189 
  1668   261 53433 0.3812  30.36  -5.701  116.7  3.453   -40.89  307.9    0.0    -0.0    0.1  292.7  426.1  187.8  385.1  553.8   -0.05746  2.949    0  201.164   50.5173  1.34896 
  1669   566 53433 0.3325  29.55  -13.38  167.1  27.04    22.09  86.17  8.796  -134.1  350.1  314.2  519.6  240.0  532.8  768.2     -0.203  3.201    0  207.075   51.5062   2.0893 
  1669   627 53433 0.6359  23.94   30.78  336.1  23.49   -207.3  98.37  9.748  -228.2  746.6  655.3 1137.0  557.7 1288.0 1831.0   -0.08859  3.283    1   207.72   50.6277   20.893 
  1674   196 53464  0.247  114.5  -15.05  116.7  37.65     81.4  270.5  8.349  -186.4  522.0  334.1  532.9  254.8  604.0  937.0   -0.04457  3.677    0  218.709   46.5509  2.69153 
  1674   380 53464 0.2864  24.76  -12.88  265.0  11.64   -91.84  89.23  5.823  -21.05  489.4  528.0  871.4  377.2  789.8 1079.0    0.03296   2.86    0  218.526   47.6784  1.44544 
  1674   625 53464 0.3255  20.09   27.99  133.8   16.4    -41.5  228.3  1.424   102.9  720.0  409.6  625.5  281.1  603.0  904.8     0.0134  3.219    0  221.105   47.3135  1.44544 
  1677   116 53148 0.2077  182.1  -44.99  211.6  48.24   -37.68  464.3  131.5   63.26  110.4  450.4  705.5  318.1  672.0  966.2   -0.06989  3.037    0  228.313   43.3333   4.7863 
  1680   121 53171 0.5799  40.11  -49.86  143.0  16.73    21.45  77.36  16.97   35.69  359.0  358.2  577.8  268.6  621.7  898.9     0.1008  3.347    0  235.882   38.3802  12.0226 
  1684   622 53239 0.1224  140.6  -78.75  154.9  372.2    70.67  109.1  45.47  -44.67  405.6  322.3  503.3  229.6  491.2  710.9    -0.1779  3.096    0  246.152   33.7352  1.47911 
  1685   346 53463 0.3789  25.36   58.49  316.1  43.31   -22.46  125.8  3.349  -213.7  776.5  404.6  707.3  335.8  820.4 1251.0    -0.0717  3.725    0  246.438   31.1089  4.57088 
  1685   492 53463 0.5703  36.47  -45.72  179.0  3.482    19.07  552.3   11.4  -130.6   91.8  405.0  600.3  273.4  574.2  866.0     0.1134  3.168    0  247.673   30.7736  8.31764 
  1694   426 53472 0.4857  11.14  -11.21  217.3  9.779   -59.57  690.2  7.095  -169.3  112.6  658.4 1284.0  593.1 1446.0 1999.0   0.005324   3.37    0   190.76   12.3397  5.49541 
  1697   624 53142 0.2825  22.19   25.49  121.0  13.88   -169.6  483.4  5.149   291.4  126.4  459.2 1067.0  491.4 1054.0 1402.0    -0.1964  2.852    0   199.82   12.5393  1.34896 
  1699   141 53148 0.5596  14.48  -251.9  394.5  14.47    68.16  200.1  21.82  -195.9  138.6  576.9  919.2  388.4  823.0 1106.0    -0.0987  2.848    0  202.442   11.6692  9.54993 
  1701   483 53142 0.1204  46.28  -930.9 1183.0  89.11    476.8  247.8  101.6  -117.6  388.9 1455.0 2557.0 1213.0 2516.0 3232.0    -0.3828  2.664    1  206.889   12.2901  2.04174 
  1701   635 53142  0.567  41.09   57.25  120.2  60.93   -210.5  107.6  17.85   42.98  556.0  534.9  739.9  396.2  904.6 1376.0     0.1694  3.474    1  207.753    12.178   18.197 
  1702   121 53144 0.1232  862.7   62.14  354.4  159.4    143.9  46.15  313.1   235.1  67.94  646.7 1047.0  442.5  871.7 1135.0   -0.06475  2.565    0  209.192   10.4359  6.16595 
  1708   620 53503 0.0851 1510.0   32.77  208.0  167.4    133.3   55.4  548.8  -8.639  460.6  563.7  864.1  377.4  799.5 1133.0   -0.05364  3.002    0  217.625   13.6533  4.67735 
  1709   132 53533 0.2525  62.41   18.24  207.5  3.483   -310.1  284.3    0.0     0.0    0.1  500.3  714.7  294.7  569.1  745.0    -0.0607  2.528    0  218.309   9.76419  1.41254 
  1711   153 53535 0.2202   28.0  -862.0  387.6  62.54    542.2  251.8  56.77  -197.2  253.6 1582.0 2228.0  969.1 1688.0 2030.0    -0.1082  2.094    2  220.489   9.81642  3.01995 
  1730   310 53498 0.3373  5.109  -231.8  620.7   14.5   -27.38  102.0  23.59   24.12  217.6  421.5  704.5  347.8  886.0 1345.0    -0.2502  3.868    0  241.492    7.7012   2.0893 
  1732     3 53501 0.3327  17.12   49.51  120.5  8.901   -103.5  165.3  10.81  -89.67  424.3  459.6  773.8  361.6  804.5 1146.0    -0.1036   3.17    0   245.37   6.14682  1.65959 
  1734   129 53034 0.1103  151.6  -69.84  288.6  32.65   -37.31  621.1  351.8   7.136  127.2  382.5  629.2  300.0  706.7 1061.0   -0.07132  3.537    0  112.927   39.4399  1.58489 
  1735   431 53035 0.3563  2.009 -1166.0 1148.0  3.837    106.8  190.0    8.7  -348.8  456.1 1299.0 1848.0  928.4 2044.0 2810.0      -0.38  3.027    1  113.982    42.343  1.69824 
  1739   421 53050 0.1654   28.3   111.4  403.5  278.6     21.6  105.7  125.9  -10.95  159.2  293.0  435.8  197.5  423.7  651.4     0.1096  3.298    0  137.398   10.8696  2.23872 
  1744   423 53055 0.1481  313.7  -131.3  350.5  316.7    20.89  151.3  29.16   159.0  602.7  561.7  942.7  405.9  850.5 1166.0   -0.05206  2.873    0  150.055   12.7073  5.01187 
  1745   385 53061 0.2229  148.4  -69.73  125.0  69.59    195.0  123.2   6.23   114.3  408.9  444.7  620.0  265.5  492.5  628.0     0.1367  2.365    0   152.25   13.3818  2.18776 
  1748   483 53112 0.2061  100.2   -24.2  109.6  9.482    232.7  99.75  33.74  -36.93  405.2  327.7  580.4  287.2  735.9 1069.0   -0.03355  3.724    0  159.393   14.0224  1.58489 
  1756   448 53080 0.3503  46.23   -67.1  122.1   7.93   -112.6  50.19   29.9  -17.38  233.4  340.7  531.6  226.4  465.8  633.2    0.09075  2.797    0  122.858   7.54316  3.01995 
  1763   491 53463  0.565  13.77   35.79  153.2  7.268   -116.8  563.0  7.335  -198.6  88.74  580.2  983.5  445.0 1092.0 1554.0    -0.0796  3.493    0  179.454   15.2077   5.7544 
  1768   537 53442 0.4135  20.09  -134.8  372.0  36.97    75.43  163.3  2.705  -837.8  691.4  513.5  920.2  460.9 1004.0 1446.0    -0.3984  3.137    0  188.291   15.8312  5.49541 
  1771   262 53498   0.58  18.22   31.85  168.0  7.975   -54.14  611.5  4.627   529.1  241.4  563.5 1194.0  531.5 1266.0 1708.0   -0.07755  3.213    0  194.054   14.6892  8.31764 
  1772   632 53089 0.5847  13.99  -43.16  260.2    0.0     -0.0    0.1    0.0    -0.0    0.1  612.7  866.5  351.0  666.9  855.9  2.335e-05  2.438    0  198.364    14.894  3.38844 
  1780    94 53090 0.5753  37.01  -95.03  311.2  26.82    328.4  89.02  69.36  -98.62  176.3  512.8  881.1  351.0  698.6  883.4    0.03903  2.517    2  121.977   49.7743  23.4423 
  1783   144 53386 0.2414  19.61   362.1  944.3  31.48   -157.8  192.2  4.485   217.2  152.3  768.6 1937.0 1022.0 2076.0 2814.0     0.1995  2.755    0  128.729   55.5725  2.29087 
  1806   256 53559 0.2295  17.43   4.229  207.8  134.6    16.99  116.9    0.0     0.0    0.1  290.1  416.9  173.1  336.9  444.6   -0.01093  2.569    0  207.694    8.2576  1.54882 
  1827     8 53531 0.2002  10.06  -265.9  486.0  152.5    46.95  112.8  24.71  -82.55  192.4  294.6  441.0  217.6  527.3  827.4    -0.4012  3.802    0  218.161   5.32275  1.54882 
  1839   366 53471 0.1654  65.43   155.6  126.7  108.5   -204.7  104.7  47.09  -47.85  441.4  630.4  847.2  430.0  804.0 1147.0    0.05226  2.667    2  212.191   35.5385  1.47911 
  1841   496 53491 0.4198  171.6  -37.55  93.85  102.2     4.28  164.9  13.59   79.17  485.0  277.7  427.1  198.4  441.4  680.6     0.1584   3.43    0  217.985   32.8605  14.7911 
  1850   209 53786  0.143  83.15   48.36  319.6  708.1   -59.99  108.6  585.6   25.08  125.7  302.9  437.7  187.8  374.5  513.5    0.09511  2.734    0  237.583   24.5441  4.67735 
  1853   222 53566 0.4247  9.772   2.944  280.0  12.75   -122.7  80.98    0.0    -0.0    0.1  296.9  634.5  296.7  616.1  831.4     0.1658  2.802    1  243.702   21.0395  1.44544 
  1853   272 53566 0.5332  3.042   39.94  556.6  3.403   -143.8  155.3    0.0    -0.0    0.1  608.2 1290.0  581.6 1250.0 1680.0     0.1128  2.889    0  243.498   21.1671  1.58489 
  1869    11 53327 0.0544  629.9   53.56  738.9 1020.0    3.059  120.4  861.8   97.43  334.3  590.5 1208.0  581.9 1377.0 1955.0   0.007295  3.359    0  119.921     50.84  2.69153 
  1901   407 53261 0.4197  18.17  -493.9  754.3  36.04    133.2  126.9  20.53    31.7  286.3  498.7 1241.0  792.8 1580.0 2098.0    -0.3732  2.646    0  340.735  0.865334  9.12011 
  1913   381 53321   0.36  11.76  -42.87  205.0  7.052   -163.3  611.4  11.13    56.1  104.0  466.9  840.9  458.6 1125.0 1630.0    -0.1527  3.554    0  5.07032  -9.54576  1.99526 
  1924   551 53330 0.4084  58.68  -7.237  89.16  50.37   -228.7  86.28  69.91  -69.27  234.1  460.9  632.6  270.7  505.9  669.1    0.03037  2.471    1  123.582   21.7071  9.12011 
  1927   604 53321 0.1734  196.2  -7.252  196.2  101.3   -6.533  116.1  36.73  -160.2  507.1  412.9  642.3  296.1  664.9 1007.0    -0.1814  3.401    0  126.797   22.5567  2.81838 
  1929   156 53349 0.2007  92.78   93.71  128.4  40.38   -112.8  189.9   37.5  -263.2  510.5  486.1  860.9  453.4  965.3 1320.0    -0.3189   2.91    0  128.639   22.3547  2.23872 
  1930   176 53347 0.4298  12.78  -58.67  281.3   4.31    143.1  78.32    0.0    -0.0    0.1  632.2  891.7  377.6  696.0  900.9   -0.07115  2.386    1  129.713    25.454  1.58489 
  1932   551 53350 0.1812  186.2   19.57  125.1  12.76    115.1   10.0  22.16   27.86  377.8  316.0  462.5  210.1  447.3  687.6     0.0139  3.273    0  133.123   27.2544  1.44544 
  1933   138 53381 0.2567  45.65   98.31  146.5  25.26   -397.3  799.6  38.93   4.684  305.3  606.1 1194.0  686.7 1541.0 2124.0     -0.303  3.094    0  133.647   24.6934   4.0738 
  1934   625 53357 0.4409  28.39  -40.23  258.2   35.4    5.686  101.8    0.0    -0.0    0.1  339.7  583.5  249.8  544.4  745.7   -0.06743  2.985    0  136.349   28.4988  4.67735 
  1935   162 53387 0.3407  17.12   23.99  173.4  44.89   -28.38  76.85    0.0    -0.0    0.1  215.8  334.6  148.1  316.9  442.2     0.1431  2.985    0  136.641   26.9054  1.38038 
  1935   183 53387 0.4881  11.04   -49.7  101.2  11.72    16.43  237.5    0.0    -0.0    0.1  359.8  599.8  251.6  523.4  702.4    0.08821  2.792    0   136.07   26.6591  2.18776 
  1937   442 53388   0.24  51.31   2.893  262.9  124.2     62.6  117.0  5.553  -761.6  869.8  337.7  533.9  285.6  781.7 1488.0    -0.5356  5.211    0  139.514   28.9711  2.95121 
  1937   470 53388 0.1422  297.7  -19.55  146.8  187.8   -60.77  429.8  159.1   385.3  94.72  694.5 1004.0  444.9  909.2 1195.0   -0.08867  2.686    2  139.192   28.5908  3.63078 
  1938   309 53379 0.1298  84.47   80.15  539.2  352.2   -181.0  126.1  253.7   99.64  118.6  567.6  755.7  375.8  797.0 1213.0     0.2015  3.227    1  138.934   30.1561  2.51189 
  1940   340 53383 0.5308  14.23   -10.1 1268.0  26.79   -205.2  113.6   30.8   95.78  430.6  928.4 1657.0  897.1 2259.0 3322.0   0.003137  3.703    1  141.257   27.7689  24.5471 
  1941   281 53386 0.2727  95.64   5.057  113.4   39.5     5.42  213.3  17.43   249.2  86.29  336.1  523.5  214.1  429.5  567.3    0.02827   2.65    0  141.159    30.477   2.5704 
  1947   363 53431 0.5326  59.48  -31.78  264.5  7.955   -17.76  699.6  6.053  -691.7  155.2  676.2 1054.0  461.4  988.7 1392.0   -0.03924  3.016    0  146.968   29.8519  15.8489 
  1950   575 53436 0.1869  51.81  -1.185  92.99  4.226   -85.42  637.0  128.7   39.38  221.3  417.1  662.6  279.9  580.0  789.4   -0.00114   2.82    0  150.479   30.4051   1.7378 
  1969    56 53383 0.4966   72.9    97.2  136.6  87.77   -230.2  123.6  21.76  -68.81  461.1  635.7  816.4  384.5  694.6  969.5    0.03633  2.521    2   161.01   30.1428   18.197 
  1970   376 53386  0.539  21.49   590.3   81.1  35.47   -39.01  104.9  7.633   185.8  370.8  814.1  940.0  573.0  809.7  946.4     0.3351  1.652    2  176.434   40.9961  6.16595 
  1971   398 53472 0.5357  14.84   345.8  672.5   13.3    4.904  139.5    0.0     0.0    0.1  906.1 1712.0  804.4 1590.0 2099.0     0.1289  2.609    0  186.862   32.9082  8.70964 
  1974   234 53430 0.3727  10.27   101.5  170.9  7.154   -265.8  141.5  5.166  -101.4  641.2  790.2 1146.0  539.2 1173.0 1706.0   -0.06041  3.164    1  172.974    31.111  1.65959 
  1974   341 53430 0.5256  6.641  -649.6  827.4  7.497    330.9  318.7  6.622  -446.8  343.5 1747.0 2462.0 1026.0 1939.0 2480.0    -0.1458  2.417    1  172.038   32.7259  7.07946 
  1975    41 53734 0.5636  19.17  -107.3  366.1  3.976   -515.9  948.3    0.0    -0.0    0.1  961.0 1446.0  673.6 1509.0 2183.0    -0.2379  3.241    0  191.749   31.1318  9.12011 
  1979    78 53431 0.5224  31.02  -391.9  198.8   43.3    125.5  175.1   10.0    59.9  665.2  926.4 1194.0  581.0 1053.0 1478.0    0.05343  2.544    2   170.83   30.4737  13.8038 
  1979    89 53431 0.3097  99.98  -93.54  175.0  45.86    303.7  109.2  29.25  -129.1  424.2  672.1  908.1  398.6  772.6 1026.0   -0.05108  2.575    1  170.879   31.0887  5.88844 
  1979   152 53431 0.3638 0.8981 -1389.0 1418.0  5.728    -24.6  182.2  6.097  -95.01  842.2  905.5 2240.0 1094.0 2457.0 3438.0     -0.223  3.143    0   170.21   31.4192  1.90546 
  1979   424 53431   0.38  18.84   -27.2  225.6  4.748    134.9   58.3    0.0    -0.0    0.1  524.1  734.6  304.3  563.5  728.4   -0.04993  2.394    0   170.53     32.43  1.31826 
  1983   355 53442 0.4913  11.42  -82.26  195.6  20.59   -6.544  423.1    0.0    -0.0    0.1  748.5 1182.0  484.0  980.6 1298.0    0.04029  2.681    0  162.734   34.6176  6.30957 
  1984   299 53433 0.4073  112.3    8.61  126.8  85.57   -251.7  132.2  95.65  -30.37  433.1  615.6  961.6  413.8  877.2 1214.0    0.06194  2.933    0  187.528    39.722  23.4423 
  1984   442 53433 0.1909  340.1   48.98  188.6  166.0   -93.08  83.98  22.93  -314.7  258.8  424.8  606.2  259.9  498.9  667.7    0.01677  2.569    0  188.626   41.1596   4.2658 
  1984   476 53433 0.4364  2.949   152.4  688.2  19.49    12.67  227.7  2.456   438.8  111.8  623.2  945.9  429.4  906.6 1376.0     0.1263  3.203    0  188.132   40.5236  2.81838 
  1987   625 53765 0.6007  2.712   221.9  109.7  5.731   -97.22  232.6  1.271   141.7  27.81  640.4  840.2  364.9  639.8  792.8   -0.08277  2.173    0  193.806   34.5132  1.65959 
  1988   245 53469 0.7798   14.5  -200.7  795.6  20.35    9.949  273.1    0.0    -0.0    0.1  918.0 1709.0  753.6 1679.0 2302.0    -0.1059  3.054    0  165.305   38.4674  36.3078 
  1989   156 53772 0.4849  26.69   15.82  165.5  9.115   -8.965  381.2    0.0     0.0    0.1  457.1  695.8  307.7  653.4  933.9   -0.03397  3.035    0  193.132   38.1787  4.36516 
  1995   609 53415 0.4747  5.686   134.6  502.5    0.0      0.0    0.1    0.0     0.0    0.1 1183.0 1673.0  677.9 1288.0 1653.0  6.053e-05  2.439    0  184.813   41.1471  1.47911 
  1996   124 53436 0.3366  36.67  -13.07  322.3  4.478   -121.5  773.4  84.02  -109.3  122.9  371.1  635.2  310.6  753.9 1134.0     0.0626  3.649    0  171.564   38.9715  5.37032 
  1998   401 53433 0.6077  7.441   72.22  521.9  14.07   -114.8  193.0    0.0    -0.0    0.1  592.9 1042.0  470.4 1044.0 1439.0     0.1649  3.059    0  160.542    38.382  6.76083 
  2001   158 53493 0.4093  5.424  -30.52  283.6  42.52   -13.79  102.2    0.0    -0.0    0.1  258.7  378.7  169.7  355.1  526.8    -0.0369  3.104    0  184.325   38.2588   2.0893 
  2001   241 53493 0.1931  202.3   23.19  204.9  25.59   -502.8  186.2  5.315   606.7  198.2  499.3  746.1  323.8  669.8  914.7    -0.1395  2.825    0  183.568    37.221  2.51189 
  2003   326 53442 0.6038  33.15  -168.5  148.5  15.83    28.86  277.6  7.905  -307.1  43.12  453.2  694.2  301.1  597.5  784.7     0.2346  2.606    0  184.579   37.3258  9.77237 
  2003   587 53442 0.4756  13.14  -38.81  437.0  18.84   -60.22  143.8    0.0    -0.0    0.1  479.9  890.0  392.1  917.7 1267.0    0.01994  3.231    0  187.281   36.6959  4.46684 
  2006   263 53476 0.2256  50.05  -144.7  222.2  40.43    139.6  112.5  9.713   275.7  193.1  608.3  827.0  360.2  645.1  816.8    -0.1113  2.268    1  194.286   33.5817  1.34896 
  2010     1 53495 0.1605  39.21   329.7  134.6  114.0   -107.3  427.7  9.782  -959.0  211.3 1136.0 1551.0  643.8 1167.0 1481.0    -0.1196    2.3    2  190.158    35.577  1.90546 
  2010   246 53495 0.6167  1.917  -434.9  46.92  4.776   -47.81   65.1  6.883  -11.23  474.6  732.0 1246.0  590.6 1153.0 1507.0    0.03265  2.552    0  187.638   35.6817  3.98107 
  2012   109 53493 0.2064  85.34   11.93  186.0  8.193    81.35  621.8  109.8   12.76  119.5  346.2  515.8  233.9  501.2  768.3    0.06086  3.285    0  175.306   34.4624  2.13796 
  2027    53 53433 0.1282  63.58  -34.32  475.4  330.1   -21.82  168.0    0.0    -0.0    0.1  440.6  658.4  304.7  669.3 1028.0   -0.01849  3.375    0  179.498   37.1273   1.7378 
  2034   486 53466  0.458  17.84  -38.02  343.7  72.66    -40.3  89.25    0.0    -0.0    0.1  244.2  382.2  205.6  566.6  869.9   0.004138  4.231    0  166.761   35.3458   6.0256 
  2036    45 53446  0.479  7.367  -163.1  284.7  4.591    72.72  137.0    0.0    -0.0    0.1  638.6  900.4  381.5  705.2  896.6    -0.1411   2.35    0  174.032   36.8555  1.47911 
  2037    99 53446 0.2424  8.757  -941.9  641.9  54.92    107.5  176.2  41.97  -27.54  481.2  627.4 1226.0  624.7 1369.0 1912.0    -0.3196  3.061    0   170.83    36.392  3.23594 
  2081   183 53357  0.301  15.23   12.26  353.6   6.07   -227.1  78.78  16.93   -76.5  147.1  520.6  836.3  358.6  740.0 1008.0     0.1263  2.811    0  120.974   17.1927  1.31826 
  2083   111 53359 0.3443  21.64   50.37  256.8  12.08   -239.5  762.9  8.724  -154.6  137.9  746.8 1344.0  630.7 1491.0 2082.0    -0.1551  3.301    0  127.617   20.3377  3.54813 
  2083   425 53359 0.3364  26.19  -59.53  144.7  25.26    -54.8  411.8    0.0    -0.0    0.1  523.8  962.6  404.7  904.1 1226.0    0.00393   3.03    0  126.365   20.4287  3.01995 
  2086   367 53401 0.4508  14.07  -46.45  200.3  1.591   -253.8  634.9    0.0    -0.0    0.1  503.8  737.4  344.4  765.6 1211.0    -0.2318  3.515    0  135.566   25.7501   1.7378 
  2090    27 53463 0.5738  18.82  -41.77  105.5  7.065    -51.4  339.7    0.0    -0.0    0.1  306.3  503.0  248.1  618.5  905.2   -0.01547  3.649    0  164.144     35.98  3.89045 
  2090   426 53463 0.5075  27.51  -155.7  100.6  10.12    328.8  249.3  8.326  -362.7  177.2  288.1  920.0  459.8  873.8 1100.0     0.2917  2.392    2  161.431   36.7155   4.2658 
  2095   115 53474 0.4856  56.51   238.2   92.0   35.4   -426.6  124.0  36.82  -74.08  369.8  896.1 1064.0  595.5  881.6 1070.0    -0.0826  1.797    2  181.359   32.2208  12.8825 
  2095   263 53474 0.1156  800.1   68.36  126.3 1282.0   -1.048  248.0  305.3   135.3  472.7  494.5  789.5  341.0  728.3 1020.0    0.05778  2.991    0  180.172   31.7962  9.12011 
  2100   603 53713 0.1915  98.69   242.7  107.6  140.6   -218.5  204.1  39.68   140.2  221.3  814.7  982.4  447.6  728.8  878.8  -0.003368  1.963    2  172.446   34.4785  2.51189 
  2110    18 53467 0.2842  50.51  -147.3  98.76  4.969   -164.0  301.2  59.48   126.0  99.13  499.6  609.7  286.7  472.0  587.8   -0.08704   2.05    2  203.384   30.1291  1.69824 
  2132   325 53493 0.2326  148.1   125.7  298.4  29.77   -220.5  836.8  77.91  -211.6  362.0  901.1 1344.0  590.1 1209.0 1687.0    -0.1576  2.858    0  215.541   25.1577  8.12831 
  2138   436 53757 0.0922  87.82   112.7  488.8  900.9   -25.89  220.6  300.9   35.66  96.89  456.9  708.1  303.0  627.9  868.2    0.04437  2.865    0  219.408   30.1836  2.63027 
  2206    11 53795 0.5224  5.469  -233.0  492.4  13.26    59.04  113.7    0.0     0.0    0.1  337.7  846.0  496.1 1021.0 1398.0    -0.2894  2.817    1  244.647   19.2304  2.88403 
  2207    20 53558 0.3536   23.7  -46.94  285.0  66.44    60.46  80.92  119.0  -24.56  94.38  257.5  374.7  171.7  365.5  556.5    -0.1345  3.241    0  249.179   15.9823  5.62341 
  2207   611 53558 0.4157  10.13  -578.4  870.1  25.94    72.99  134.2  16.55  -79.36  286.3  523.2 1046.0  764.6 1672.0 2293.0    -0.3856  2.998    0  249.161   17.4565  6.16595 
  2212   163 53789 0.1511  61.32   8.126  349.3  167.2   -57.05  105.5  123.2   80.43  160.2  380.6  590.2  264.0  554.2  795.3     0.0416  3.013    0  166.707   25.6963   1.7378 
  2214   383 53794 0.3275  1.942  -911.9 1733.0   19.3    33.14  307.4   11.7  -115.3  704.3  982.8 1671.0  829.6 1992.0 3090.0    -0.2863  3.725    0  167.408   26.9997  3.46737 
  2216   615 53795 0.5649  6.197   41.74  674.7  16.33    38.13  142.7  6.471  -261.9  271.2  530.7 1011.0  504.7 1244.0 1763.0    0.05943  3.493    1  171.696   27.4923  6.91831 
  2244   113 53795 0.2229  132.5   42.37  125.3   13.3   -534.6  655.8  31.72  -57.11  505.4  357.7  620.7  463.8 1158.0 1666.0    -0.2866  3.591    0  201.745   26.4684   3.0903 
  2264    79 53682 0.6492  23.63  -207.5  682.1  47.17    271.5  167.7   43.8   -42.5  203.0  762.3 1174.0  569.2 1260.0 1747.0    -0.2599   3.07    0  119.936   13.6627   40.738 
  2267   609 53713 0.2707  14.73   113.0  270.8  88.64   0.4525  156.1    0.0     0.0    0.1  393.0  569.1  238.3  468.9  626.2    0.08678  2.628    0  123.476   16.1884  2.13796 
  2275    43 53709    0.3  24.87   -65.3  358.9  28.31    129.3  121.1   28.2  -97.32  100.9  531.1  810.9  346.1  721.1  989.7   -0.09468   2.86    0  128.802   17.9114  2.39883 
  2277   540 53705 0.6411  53.01  -3.455  153.9  68.49   -70.27  308.6  14.69  -79.68  61.39  484.4  787.5  328.4  679.8  909.5   -0.04985  2.769    0  130.378   20.7057  36.3078 
  2280   218 53680 0.5511  6.676  -48.68  238.2    0.0     -0.0    0.1    0.0    -0.0    0.1  560.9  793.3  321.4  610.6  783.6 -5.108e-05  2.438    0  131.956   19.5657  1.25893 
  2281    54 53711 0.6363  3.734  -57.01  77.22  3.898   -135.6  609.6   9.28  -53.97  209.8  480.0  855.0  437.1 1079.0 1584.0   -0.07781  3.624    0  133.625   17.0525  5.49541 
  2281   179 53711 0.1865  167.6  -14.15  211.5  50.79   -103.7  579.9  156.0   51.17  100.9  393.4  675.7  341.3  826.8 1284.0    -0.1521  3.761    0  133.379   17.8942  3.89045 
  2281   485 53711 0.4179  52.67    -3.7  118.1  17.09   -44.16  219.2  1.234  -217.6  681.4  319.3  475.6  213.3  453.0  667.4    -0.1345  3.128    0  133.188   19.0214  3.98107 
