SDSSJ164130.81+230837.6 16 41 30.81 +23 08 37.7 20.36 20.35 0.85 1.025 1.40                    SDSSJ164130.90+230843.0 16 41 30.91 +23 08 43.0 21.61 21.16 1.05 1.475 1.60                     5.50
SDSSJ164311.34+315618.3 16 43 11.34 +31 56 18.4 19.61 19.20 1.50 1.675 1.85 0.586 a,d          SDSSJ164311.38+315620.6 16 43 11.39 +31 56 20.6 20.45 19.99 1.35 1.575 1.80                     2.32
SDSSJ164928.79+173306.5 16 49 28.79 +17 33 06.5 19.56 19.34 1.90 2.075 2.20                    SDSSJ164928.99+173308.5 16 49 29.00 +17 33 08.6 20.00 19.77 1.90 2.075 2.20                     3.62*
SDSSJ170735.76+274233.9 17 07 35.77 +27 42 33.9 20.46 20.03 0.40 0.475 0.65                    SDSSJ170736.04+274238.5 17 07 36.05 +27 42 38.6 21.66 21.33 0.90 1.375 1.50                     5.96*
SDSSJ171334.41+553050.3 17 13 34.41 +55 30 50.4 19.02 18.88 1.00 1.375 1.45 1.277 a            SDSSJ171335.03+553047.9 17 13 35.04 +55 30 47.9 19.55 19.11 2.00 2.175 2.20                     5.83
SDSSJ172317.42+590446.4 17 23 17.42 +59 04 46.4 19.09 18.88 1.55 1.725 1.90 1.600 a     1.604b SDSSJ172317.30+590442.7 17 23 17.31 +59 04 42.8 20.81 20.31 1.45 1.725 2.25 1.597 b             3.72
SDSSJ203718.30-051233.7 20 37 18.31 -05 12 33.7 20.40 19.72 2.80 2.825 4.35       star a       SDSSJ203718.24-051233.3 20 37 18.25 -05 12 33.3 19.51 18.52 2.35 2.375 4.35                     0.98*
SDSSJ205822.47-002003.7 20 58 22.47 -00 20 03.7 21.88 21.37 0.90 1.375 1.55                    SDSSJ205822.18-002001.3 20 58 22.18 -00 20 01.4 21.28 21.10 1.45 1.725 2.10                     4.95*
SDSSJ211157.26+091554.2 21 11 57.27 +09 15 54.3 20.41 19.83 1.00 1.325 1.35       star a       SDSSJ211157.24+091559.3 21 11 57.25 +09 15 59.3 20.64 20.73 0.95 1.275 1.40                     5.06*
SDSSJ221426.79+132652.3 22 14 26.79 +13 26 52.4 20.94 20.64 1.55 2.025 2.20 1.995 b            SDSSJ221427.03+132657.0 22 14 27.03 +13 26 57.0 20.48 20.34 1.65 1.825 2.05 2.002 b             5.81*
SDSSJ222423.36-094645.4 22 24 23.36 -09 46 45.5 20.59 20.31 1.50 1.675 2.10                    SDSSJ222423.70-094642.6 22 24 23.70 -09 46 42.6 21.16 21.04 1.45 2.075 2.20                     5.81
SDSSJ230946.52+152145.5 23 09 46.53 +15 21 45.5 20.72 20.60 1.00 1.275 1.45                    SDSSJ230946.69+152142.9 23 09 46.69 +15 21 43.0 21.08 20.83 1.05 1.325 1.45                     3.52*
